tempo,ziegler,itae,pidtuner
675.5,1.0146,0.96971,1
676.5,1.0144,0.96979,1
677.5,1.0142,0.96987,1
678.5,1.0141,0.96995,1
679.5,1.0139,0.97004,1
680.5,1.0138,0.97012,1
681.5,1.0136,0.9702,1
682.5,1.0135,0.97028,1
683.5,1.0133,0.97036,1
684.5,1.0132,0.97044,1
685.5,1.013,0.97052,1
686.5,1.0129,0.9706,1
687.5,1.0127,0.97067,1
688.5,1.0126,0.97075,1
689.5,1.0124,0.97083,1
690.5,1.0123,0.97091,1
691.5,1.0121,0.97098,1
692.5,1.012,0.97106,1
693.5,1.0118,0.97114,1
694.5,1.0117,0.97121,1
695.5,1.0115,0.97129,1
696.5,1.0114,0.97137,1
697.5,1.0113,0.97144,1
698.5,1.0111,0.97152,1
699.5,1.011,0.97159,1
700.5,1.0108,0.97167,1
701.5,1.0107,0.97174,1
702.5,1.0106,0.97181,1
703.5,1.0104,0.97189,1
704.5,1.0103,0.97196,1
705.5,1.0102,0.97203,1
706.5,1.01,0.97211,1
707.5,1.0099,0.97218,1
708.5,1.0098,0.97225,1
709.5,1.0096,0.97232,1
710.5,1.0095,0.97239,1
711.5,1.0094,0.97246,1
712.5,1.0093,0.97253,1
713.5,1.0091,0.9726,1
714.5,1.009,0.97267,1
715.5,1.0089,0.97274,1
716.5,1.0088,0.97281,1
717.5,1.0086,0.97288,1
718.5,1.0085,0.97295,1
719.5,1.0084,0.97302,1
720.5,1.0083,0.97309,1
721.5,1.0081,0.97316,1
722.5,1.008,0.97323,1
723.5,1.0079,0.97329,1
724.5,1.0078,0.97336,1
725.5,1.0077,0.97343,1
726.5,1.0076,0.9735,1
727.5,1.0074,0.97356,1
728.5,1.0073,0.97363,1
729.5,1.0072,0.97369,1
730.5,1.0071,0.97376,1
731.5,1.007,0.97383,1
732.5,1.0069,0.97389,1
733.5,1.0068,0.97396,1
734.5,1.0066,0.97402,1
735.5,1.0065,0.97408,1
736.5,1.0064,0.97415,1
737.5,1.0063,0.97421,1
738.5,1.0062,0.97428,1
739.5,1.0061,0.97434,1
740.5,1.006,0.9744,1
741.5,1.0059,0.97447,1
742.5,1.0058,0.97453,1
743.5,1.0057,0.97459,1
744.5,1.0056,0.97465,1
745.5,1.0055,0.97472,1
746.5,1.0054,0.97478,1
747.5,1.0053,0.97484,1
748.5,1.0052,0.9749,1
749.5,1.0051,0.97496,1
750.5,1.005,0.97502,1
751.5,1.0049,0.97508,1
752.5,1.0048,0.97514,1
753.5,1.0047,0.9752,1
754.5,1.0046,0.97526,1
755.5,1.0045,0.97532,1
756.5,1.0044,0.97538,1
757.5,1.0043,0.97544,1
758.5,1.0042,0.9755,1
759.5,1.0041,0.97556,1
760.5,1.0041,0.97562,1
761.5,1.004,0.97568,1
762.5,1.0039,0.97574,1
763.5,1.0038,0.97579,1
764.5,1.0037,0.97585,1
765.5,1.0036,0.97591,1
766.5,1.0035,0.97597,1
767.5,1.0034,0.97602,1
768.5,1.0034,0.97608,1
769.5,1.0033,0.97614,1
770.5,1.0032,0.97619,1
771.5,1.0031,0.97625,1
772.5,1.003,0.97631,1
773.5,1.0029,0.97636,1
774.5,1.0029,0.97642,1
775.5,1.0028,0.97647,1
776.5,1.0027,0.97653,1
777.5,1.0026,0.97658,1
778.5,1.0025,0.97664,1
779.5,1.0025,0.97669,1
780.5,1.0024,0.97675,1
781.5,1.0023,0.9768,1
782.5,1.0022,0.97685,1
783.5,1.0022,0.97691,1
784.5,1.0021,0.97696,1
785.5,1.002,0.97702,1
786.5,1.0019,0.97707,1
787.5,1.0019,0.97712,1
788.5,1.0018,0.97717,1
789.5,1.0017,0.97723,1
790.5,1.0017,0.97728,1
791.5,1.0016,0.97733,1
792.5,1.0015,0.97738,1
793.5,1.0014,0.97744,1
794.5,1.0014,0.97749,1
795.5,1.0013,0.97754,1
796.5,1.0012,0.97759,1
797.5,1.0012,0.97764,1
798.5,1.0011,0.97769,1
799.5,1.001,0.97774,1
800,1.001,0.97777,1
