tKr,tKr1,yKr,yKr1
799.53,799.53,1.0006,100.08
800.53,800.53,1.0006,100.08
801.53,801.53,1.0006,100.08
802.54,802.54,1.0006,100.08
803.54,803.54,1.0006,100.08
804.54,804.54,1.0006,100.08
805.54,805.54,1.0006,100.08
806.54,806.54,1.0006,100.08
807.54,807.54,1.0006,100.08
808.54,808.54,1.0006,100.08
809.54,809.54,1.0006,100.08
810.54,810.54,1.0006,100.08
811.54,811.54,1.0006,100.07
812.54,812.54,1.0006,100.07
813.54,813.54,1.0006,100.07
814.54,814.54,1.0006,100.07
815.54,815.54,1.0005,100.07
816.54,816.54,1.0005,100.07
817.55,817.55,1.0005,100.07
818.55,818.55,1.0005,100.07
819.55,819.55,1.0005,100.07
820.55,820.55,1.0005,100.07
821.55,821.55,1.0005,100.07
822.55,822.55,1.0005,100.07
823.55,823.55,1.0005,100.07
824.55,824.55,1.0005,100.07
825.55,825.55,1.0005,100.07
826.55,826.55,1.0005,100.06
827.55,827.55,1.0005,100.06
828.55,828.55,1.0005,100.06
829.55,829.55,1.0005,100.06
830.55,830.55,1.0004,100.06
831.55,831.55,1.0004,100.06
832.56,832.56,1.0004,100.06
833.56,833.56,1.0004,100.06
834.56,834.56,1.0004,100.06
835.56,835.56,1.0004,100.06
836.56,836.56,1.0004,100.06
837.56,837.56,1.0004,100.06
838.56,838.56,1.0004,100.06
839.56,839.56,1.0004,100.06
840.56,840.56,1.0004,100.06
841.56,841.56,1.0004,100.06
842.56,842.56,1.0004,100.05
843.56,843.56,1.0004,100.05
844.56,844.56,1.0004,100.05
845.56,845.56,1.0003,100.05
846.56,846.56,1.0003,100.05
847.57,847.57,1.0003,100.05
848.57,848.57,1.0003,100.05
849.57,849.57,1.0003,100.05
850.57,850.57,1.0003,100.05
851.57,851.57,1.0003,100.05
852.57,852.57,1.0003,100.05
853.57,853.57,1.0003,100.05
854.57,854.57,1.0003,100.05
855.57,855.57,1.0003,100.05
856.57,856.57,1.0003,100.05
857.57,857.57,1.0003,100.05
858.57,858.57,1.0003,100.04
859.57,859.57,1.0003,100.04
860.57,860.57,1.0003,100.04
861.57,861.57,1.0003,100.04
862.58,862.58,1.0002,100.04
863.58,863.58,1.0002,100.04
864.58,864.58,1.0002,100.04
865.58,865.58,1.0002,100.04
866.58,866.58,1.0002,100.04
867.58,867.58,1.0002,100.04
868.58,868.58,1.0002,100.04
869.58,869.58,1.0002,100.04
870.58,870.58,1.0002,100.04
871.58,871.58,1.0002,100.04
872.58,872.58,1.0002,100.04
873.58,873.58,1.0002,100.04
874.58,874.58,1.0002,100.04
875.58,875.58,1.0002,100.04
876.58,876.58,1.0002,100.04
877.59,877.59,1.0002,100.03
878.59,878.59,1.0002,100.03
879.59,879.59,1.0002,100.03
880.59,880.59,1.0002,100.03
881.59,881.59,1.0002,100.03
882.59,882.59,1.0001,100.03
883.59,883.59,1.0001,100.03
884.59,884.59,1.0001,100.03
885.59,885.59,1.0001,100.03
886.59,886.59,1.0001,100.03
887.59,887.59,1.0001,100.03
888.59,888.59,1.0001,100.03
889.59,889.59,1.0001,100.03
890.59,890.59,1.0001,100.03
891.59,891.59,1.0001,100.03
892.6,892.6,1.0001,100.03
893.6,893.6,1.0001,100.03
894.6,894.6,1.0001,100.03
895.6,895.6,1.0001,100.03
896.6,896.6,1.0001,100.03
897.6,897.6,1.0001,100.03
898.6,898.6,1.0001,100.03
899.6,899.6,1.0001,100.03
900.6,900.6,1.0001,100.02
901.6,901.6,1.0001,100.02
902.6,902.6,1.0001,100.02
903.6,903.6,1.0001,100.02
904.6,904.6,1.0001,100.02
905.6,905.6,1.0001,100.02
906.6,906.6,1.0001,100.02
907.61,907.61,1,100.02
908.61,908.61,1,100.02
909.61,909.61,1,100.02
910.61,910.61,1,100.02
911.61,911.61,1,100.02
912.61,912.61,1,100.02
913.61,913.61,1,100.02
914.61,914.61,1,100.02
915.61,915.61,1,100.02
916.61,916.61,1,100.02
917.61,917.61,1,100.02
918.61,918.61,1,100.02
919.61,919.61,1,100.02
920.61,920.61,1,100.02
921.61,921.61,1,100.02
922.62,922.62,1,100.02
923.62,923.62,1,100.02
924.62,924.62,1,100.02
925.62,925.62,1,100.02
926.62,926.62,0.99999,100.02
927.62,927.62,0.99999,100.02
928.62,928.62,0.99999,100.02
929.62,929.62,0.99999,100.02
930.62,930.62,0.99999,100.02
931.62,931.62,0.99998,100.02
932.62,932.62,0.99998,100.02
933.62,933.62,0.99998,100.02
934.62,934.62,0.99998,100.02
935.62,935.62,0.99998,100.02
936.62,936.62,0.99997,100.02
937.63,937.63,0.99997,100.01
938.63,938.63,0.99997,100.01
939.63,939.63,0.99997,100.01
940.63,940.63,0.99997,100.01
941.63,941.63,0.99997,100.01
942.63,942.63,0.99996,100.01
943.63,943.63,0.99996,100.01
944.63,944.63,0.99996,100.01
945.63,945.63,0.99996,100.01
946.63,946.63,0.99996,100.01
947.63,947.63,0.99996,100.01
948.63,948.63,0.99996,100.01
949.63,949.63,0.99995,100.01
950.63,950.63,0.99995,100.01
951.63,951.63,0.99995,100.01
952.64,952.64,0.99995,100.01
953.64,953.64,0.99995,100.01
954.64,954.64,0.99995,100.01
955.64,955.64,0.99995,100.01
956.64,956.64,0.99995,100.01
957.64,957.64,0.99994,100.01
958.64,958.64,0.99994,100.01
959.64,959.64,0.99994,100.01
960.64,960.64,0.99994,100.01
961.64,961.64,0.99994,100.01
962.64,962.64,0.99994,100.01
963.64,963.64,0.99994,100.01
964.64,964.64,0.99994,100.01
965.64,965.64,0.99994,100.01
966.64,966.64,0.99994,100.01
967.65,967.65,0.99994,100.01
968.65,968.65,0.99994,100.01
969.65,969.65,0.99993,100.01
970.65,970.65,0.99993,100.01
971.65,971.65,0.99993,100.01
972.65,972.65,0.99993,100.01
973.65,973.65,0.99993,100.01
974.65,974.65,0.99993,100.01
975.65,975.65,0.99993,100.01
976.65,976.65,0.99993,100.01
977.65,977.65,0.99993,100.01
978.65,978.65,0.99993,100.01
979.65,979.65,0.99993,100.01
980.65,980.65,0.99993,100.01
981.65,981.65,0.99993,100.01
982.66,982.66,0.99993,100.01
983.66,983.66,0.99993,100.01
984.66,984.66,0.99993,100.01
985.66,985.66,0.99993,100.01
986.66,986.66,0.99993,100.01
987.66,987.66,0.99993,100.01
988.66,988.66,0.99993,100.01
989.66,989.66,0.99993,100.01
990.66,990.66,0.99993,100.01
991.66,991.66,0.99993,100.01
992.66,992.66,0.99993,100.01
993.66,993.66,0.99993,100.01
994.66,994.66,0.99993,100.01
995.66,995.66,0.99993,100.01
996.66,996.66,0.99993,100.01
997.67,997.67,0.99993,100.01
998.67,998.67,0.99993,100.01
999.67,999.67,0.99993,100.01
1000.7,1000.7,0.99993,100.01
1001.7,1001.7,0.99993,100.01
1002.7,1002.7,0.99993,100.01
1003.7,1003.7,0.99993,100.01
1004.7,1004.7,0.99993,100.01
1005.7,1005.7,0.99993,100.01
1006.7,1006.7,0.99993,100.01
1007.7,1007.7,0.99993,100.01
1008.7,1008.7,0.99993,100.01
1009.7,1009.7,0.99993,100.01
1010.7,1010.7,0.99993,100.01
1011.7,1011.7,0.99993,100.01
1012.7,1012.7,0.99993,100.01
1013.7,1013.7,0.99993,100.01
1014.7,1014.7,0.99993,100.01
1015.7,1015.7,0.99993,100.01
1016.7,1016.7,0.99993,100.01
1017.7,1017.7,0.99993,100.01
1018.7,1018.7,0.99993,100.01
1019.7,1019.7,0.99993,100.01
1020.7,1020.7,0.99993,100.01
1021.7,1021.7,0.99993,100.01
1022.7,1022.7,0.99993,100.01
1023.7,1023.7,0.99993,100.01
1024.7,1024.7,0.99993,100.01
1025.7,1025.7,0.99993,100.01
1026.7,1026.7,0.99994,100.01
1027.7,1027.7,0.99994,100.01
1028.7,1028.7,0.99994,100.01
1029.7,1029.7,0.99994,100.01
1030.7,1030.7,0.99994,100.01
1031.7,1031.7,0.99994,100.01
1032.7,1032.7,0.99994,100.01
1033.7,1033.7,0.99994,100.01
1034.7,1034.7,0.99994,100.01
1035.7,1035.7,0.99994,100.01
1036.7,1036.7,0.99994,100.01
1037.7,1037.7,0.99994,100.01
1038.7,1038.7,0.99994,100.01
1039.7,1039.7,0.99994,100.01
1040.7,1040.7,0.99994,100.01
1041.7,1041.7,0.99994,100.01
1042.7,1042.7,0.99994,100.01
1043.7,1043.7,0.99994,100.01
1044.7,1044.7,0.99994,100.01
1045.7,1045.7,0.99994,100.01
1046.7,1046.7,0.99995,100.01
1047.7,1047.7,0.99995,100.01
1048.7,1048.7,0.99995,100.01
1049.7,1049.7,0.99995,100.01
1050.7,1050.7,0.99995,100.01
1051.7,1051.7,0.99995,100.01
1052.7,1052.7,0.99995,100.01
1053.7,1053.7,0.99995,100.01
1054.7,1054.7,0.99995,100.01
1055.7,1055.7,0.99995,100.01
1056.7,1056.7,0.99995,100.01
1057.7,1057.7,0.99995,100.01
1058.7,1058.7,0.99995,100.01
1059.7,1059.7,0.99995,100.01
1060.7,1060.7,0.99995,100.01
1061.7,1061.7,0.99995,100.01
1062.7,1062.7,0.99995,100.01
1063.7,1063.7,0.99996,100.01
1064.7,1064.7,0.99996,100.01
1065.7,1065.7,0.99996,100.01
1066.7,1066.7,0.99996,100.01
1067.7,1067.7,0.99996,100.01
1068.7,1068.7,0.99996,100.01
1069.7,1069.7,0.99996,100.01
1070.7,1070.7,0.99996,100.01
1071.7,1071.7,0.99996,100.01
1072.7,1072.7,0.99996,100.01
1073.7,1073.7,0.99996,100.01
1074.7,1074.7,0.99996,100.01
1075.7,1075.7,0.99996,100.01
1076.7,1076.7,0.99996,100.01
1077.7,1077.7,0.99996,100.01
1078.7,1078.7,0.99996,100.01
1079.7,1079.7,0.99996,100.01
1080.7,1080.7,0.99997,100.01
1081.7,1081.7,0.99997,100.01
1082.7,1082.7,0.99997,100.01
1083.7,1083.7,0.99997,100.01
1084.7,1084.7,0.99997,100.01
1085.7,1085.7,0.99997,100.01
1086.7,1086.7,0.99997,100.01
1087.7,1087.7,0.99997,100.01
1088.7,1088.7,0.99997,100.01
1089.7,1089.7,0.99997,100.01
1090.7,1090.7,0.99997,100.01
1091.7,1091.7,0.99997,100.01
1092.7,1092.7,0.99997,100.01
1093.7,1093.7,0.99997,100.01
1094.7,1094.7,0.99997,100.01
1095.7,1095.7,0.99997,100.02
1096.7,1096.7,0.99997,100.02
1097.7,1097.7,0.99997,100.02
1098.7,1098.7,0.99998,100.02
1099.7,1099.7,0.99998,100.02
1100.7,1100.7,0.99998,100.02
1101.7,1101.7,0.99998,100.02
1102.7,1102.7,0.99998,100.02
1103.7,1103.7,0.99998,100.02
1104.7,1104.7,0.99998,100.02
1105.7,1105.7,0.99998,100.02
1106.7,1106.7,0.99998,100.02
1107.7,1107.7,0.99998,100.02
1108.7,1108.7,0.99998,100.02
1109.7,1109.7,0.99998,100.02
1110.7,1110.7,0.99998,100.02
1111.7,1111.7,0.99998,100.02
1112.7,1112.7,0.99998,100.02
1113.7,1113.7,0.99998,100.02
1114.7,1114.7,0.99998,100.02
1115.7,1115.7,0.99998,100.02
1116.7,1116.7,0.99998,100.02
1117.7,1117.7,0.99998,100.02
1118.7,1118.7,0.99998,100.02
1119.7,1119.7,0.99999,100.02
1120.7,1120.7,0.99999,100.02
1121.7,1121.7,0.99999,100.02
1122.7,1122.7,0.99999,100.02
1123.7,1123.7,0.99999,100.02
1124.7,1124.7,0.99999,100.02
1125.8,1125.8,0.99999,100.02
1126.8,1126.8,0.99999,100.02
1127.8,1127.8,0.99999,100.02
1128.8,1128.8,0.99999,100.02
1129.8,1129.8,0.99999,100.02
1130.8,1130.8,0.99999,100.02
1131.8,1131.8,0.99999,100.02
1132.8,1132.8,0.99999,100.02
1133.8,1133.8,0.99999,100.02
1134.8,1134.8,0.99999,100.02
1135.8,1135.8,0.99999,100.02
1136.8,1136.8,0.99999,100.02
1137.8,1137.8,0.99999,100.02
1138.8,1138.8,0.99999,100.02
1139.8,1139.8,0.99999,100.02
1140.8,1140.8,0.99999,100.02
1141.8,1141.8,0.99999,100.02
1142.8,1142.8,0.99999,100.02
1143.8,1143.8,0.99999,100.02
1144.8,1144.8,0.99999,100.02
1145.8,1145.8,0.99999,100.02
1146.8,1146.8,0.99999,100.02
1147.8,1147.8,1,100.02
1148.8,1148.8,1,100.02
1149.8,1149.8,1,100.02
1150.8,1150.8,1,100.02
1151.8,1151.8,1,100.02
1152.8,1152.8,1,100.02
1153.8,1153.8,1,100.02
1154.8,1154.8,1,100.02
1155.8,1155.8,1,100.02
1156.8,1156.8,1,100.02
1157.8,1157.8,1,100.02
1158.8,1158.8,1,100.02
1159.8,1159.8,1,100.02
1160.8,1160.8,1,100.02
1161.8,1161.8,1,100.02
1162.8,1162.8,1,100.02
1163.8,1163.8,1,100.02
1164.8,1164.8,1,100.02
1165.8,1165.8,1,100.02
1166.8,1166.8,1,100.02
1167.8,1167.8,1,100.02
1168.8,1168.8,1,100.02
1169.8,1169.8,1,100.02
1170.8,1170.8,1,100.02
1171.8,1171.8,1,100.02
1172.8,1172.8,1,100.02
1173.8,1173.8,1,100.02
1174.8,1174.8,1,100.02
1175.8,1175.8,1,100.02
1176.8,1176.8,1,100.02
1177.8,1177.8,1,100.02
1178.8,1178.8,1,100.02
1179.8,1179.8,1,100.02
1180.8,1180.8,1,100.02
1181.8,1181.8,1,100.02
1182.8,1182.8,1,100.02
1183.8,1183.8,1,100.02
1184.8,1184.8,1,100.02
1185.8,1185.8,1,100.02
1186.8,1186.8,1,100.02
1187.8,1187.8,1,100.02
1188.8,1188.8,1,100.02
1189.8,1189.8,1,100.02
1190.8,1190.8,1,100.02
1191.8,1191.8,1,100.02
1192.8,1192.8,1,100.02
1193.8,1193.8,1,100.02
1194.8,1194.8,1,100.02
1195.8,1195.8,1,100.02
1196.8,1196.8,1,100.02
1197.8,1197.8,1,100.02
1198.8,1198.8,1,100.02
1199.8,1199.8,1,100.02
1200.8,1200.8,1,100.02
1201.8,1201.8,1,100.02
1202.8,1202.8,1,100.02
1203.8,1203.8,1,100.02
1204.8,1204.8,1,100.02
1205.8,1205.8,1,100.02
1206.8,1206.8,1,100.02
1207.8,1207.8,1,100.02
1208.8,1208.8,1,100.02
1209.8,1209.8,1,100.02
1210.8,1210.8,1,100.02
1211.8,1211.8,1,100.02
1212.8,1212.8,1,100.02
1213.8,1213.8,1,100.02
1214.8,1214.8,1,100.02
1215.8,1215.8,1,100.02
1216.8,1216.8,1,100.02
1217.8,1217.8,1,100.02
1218.8,1218.8,1,100.02
1219.8,1219.8,1,100.02
1220.8,1220.8,1,100.02
1221.8,1221.8,1,100.02
1222.8,1222.8,1,100.02
1223.8,1223.8,1,100.02
1224.8,1224.8,1,100.02
1225.8,1225.8,1,100.02
1226.8,1226.8,1,100.02
1227.8,1227.8,1,100.02
1228.8,1228.8,1,100.02
1229.8,1229.8,1,100.02
1230.8,1230.8,1,100.02
1231.8,1231.8,1,100.02
1232.8,1232.8,1,100.02
1233.8,1233.8,1,100.02
1234.8,1234.8,1,100.02
1235.8,1235.8,1,100.02
1236.8,1236.8,1,100.02
1237.8,1237.8,1,100.02
1238.8,1238.8,1,100.02
1239.8,1239.8,1,100.02
1240.8,1240.8,1,100.02
1241.8,1241.8,1,100.02
1242.8,1242.8,1,100.02
1243.8,1243.8,1,100.02
1244.8,1244.8,1,100.02
1245.8,1245.8,1,100.02
1246.8,1246.8,1,100.02
1247.8,1247.8,1,100.02
1248.8,1248.8,1,100.02
1249.8,1249.8,1,100.02
1250.8,1250.8,1,100.02
1251.8,1251.8,1,100.02
1252.8,1252.8,1,100.02
1253.8,1253.8,1,100.02
1254.8,1254.8,1,100.02
1255.8,1255.8,1,100.02
1256.8,1256.8,1,100.02
1257.8,1257.8,1,100.02
1258.8,1258.8,1,100.02
1259.8,1259.8,1,100.02
1260.8,1260.8,1,100.02
1261.8,1261.8,1,100.02
1262.8,1262.8,1,100.02
1263.8,1263.8,1,100.02
1264.8,1264.8,1,100.02
1265.8,1265.8,1,100.02
1266.8,1266.8,1,100.02
1267.8,1267.8,1,100.02
1268.8,1268.8,1,100.02
1269.8,1269.8,1,100.02
1270.8,1270.8,1,100.02
1271.8,1271.8,1,100.02
1272.8,1272.8,1,100.02
1273.8,1273.8,1,100.02
1274.8,1274.8,1,100.02
1275.9,1275.9,1,100.02
1276.9,1276.9,1,100.02
1277.9,1277.9,1,100.02
1278.9,1278.9,1,100.02
1279.9,1279.9,1,100.02
1280.9,1280.9,1,100.02
1281.9,1281.9,1,100.02
1282.9,1282.9,1,100.02
1283.9,1283.9,1,100.02
1284.9,1284.9,1,100.02
1285.9,1285.9,1,100.02
1286.9,1286.9,1,100.02
1287.9,1287.9,1,100.02
1288.9,1288.9,1,100.02
1289.9,1289.9,1,100.02
1290.9,1290.9,1,100.02
1291.9,1291.9,1,100.02
1292.9,1292.9,1,100.02
1293.9,1293.9,1,100.02
1294.9,1294.9,1,100.02
1295.9,1295.9,1,100.02
1296.9,1296.9,1,100.02
1297.9,1297.9,1,100.02
1298.9,1298.9,1,100.02
1299.9,1299.9,1,100.02
1300.9,1300.9,1,100.02
1301.9,1301.9,1,100.02
1302.9,1302.9,1,100.02
1303.9,1303.9,1,100.02
1304.9,1304.9,1,100.02
1305.9,1305.9,1,100.02
1306.9,1306.9,1,100.02
1307.9,1307.9,1,100.02
1308.9,1308.9,1,100.02
1309.9,1309.9,1,100.02
1310.9,1310.9,1,100.02
1311.9,1311.9,1,100.02
1312.9,1312.9,1,100.02
1313.9,1313.9,1,100.02
1314.9,1314.9,1,100.02
1315.9,1315.9,1,100.02
1316.9,1316.9,1,100.02
1317.9,1317.9,1,100.02
1318.9,1318.9,1,100.02
1319.9,1319.9,1,100.02
1320.9,1320.9,1,100.02
1321.9,1321.9,1,100.02
1322.9,1322.9,1,100.02
1323.9,1323.9,1,100.02
1324.9,1324.9,1,100.02
1325.9,1325.9,1,100.02
1326.9,1326.9,1,100.02
1327.9,1327.9,1,100.02
1328.9,1328.9,1,100.02
1329.9,1329.9,1,100.02
1330.9,1330.9,1,100.02
1331.9,1331.9,1,100.02
1332.9,1332.9,1,100.02
1333.9,1333.9,1,100.02
1334.9,1334.9,1,100.02
1335.9,1335.9,1,100.02
1336.9,1336.9,1,100.02
1337.9,1337.9,1,100.02
1338.9,1338.9,1,100.02
1339.9,1339.9,1,100.02
1340.9,1340.9,1,100.02
1341.9,1341.9,1,100.02
1342.9,1342.9,1,100.02
1343.9,1343.9,1,100.02
1344.9,1344.9,1,100.02
1345.9,1345.9,1,100.02
1346.9,1346.9,1,100.02
1347.9,1347.9,1,100.02
1348.9,1348.9,1,100.02
1349.9,1349.9,1,100.02
1350.9,1350.9,1,100.02
1351.9,1351.9,1,100.02
1352.9,1352.9,1,100.02
1353.9,1353.9,1,100.02
1354.9,1354.9,1,100.02
1355.9,1355.9,1,100.02
1356.9,1356.9,1,100.02
1357.9,1357.9,1,100.02
1358.9,1358.9,1,100.02
1359.9,1359.9,1,100.02
1360.9,1360.9,1,100.02
1361.9,1361.9,1,100.02
1362.9,1362.9,1,100.02
1363.9,1363.9,1,100.02
1364.9,1364.9,1,100.02
1365.9,1365.9,1,100.02
1366.9,1366.9,1,100.02
1367.9,1367.9,1,100.02
1368.9,1368.9,1,100.02
1369.9,1369.9,1,100.02
1370.9,1370.9,1,100.02
1371.9,1371.9,1,100.02
1372.9,1372.9,1,100.02
1373.9,1373.9,1,100.02
1374.9,1374.9,1,100.02
1375.9,1375.9,1,100.02
1376.9,1376.9,1,100.02
1377.9,1377.9,1,100.02
1378.9,1378.9,1,100.02
1379.9,1379.9,1,100.02
1380.9,1380.9,1,100.02
1381.9,1381.9,1,100.02
1382.9,1382.9,1,100.02
1383.9,1383.9,1,100.02
1384.9,1384.9,1,100.02
1385.9,1385.9,1,100.02
1386.9,1386.9,1,100.02
1387.9,1387.9,1,100.02
1388.9,1388.9,1,100.02
1389.9,1389.9,1,100.02
1390.9,1390.9,1,100.02
1391.9,1391.9,1,100.02
1392.9,1392.9,1,100.02
1393.9,1393.9,1,100.02
1394.9,1394.9,1,100.02
1395.9,1395.9,1,100.02
1396.9,1396.9,1,100.02
1397.9,1397.9,1,100.02
1398.9,1398.9,1,100.02
1399.9,1399.9,1,100.02
1400.9,1400.9,1,100.02
1401.9,1401.9,1,100.02
1402.9,1402.9,1,100.02
1403.9,1403.9,1,100.02
1404.9,1404.9,1,100.02
1405.9,1405.9,1,100.02
1406.9,1406.9,1,100.02
1407.9,1407.9,1,100.02
1408.9,1408.9,1,100.02
1409.9,1409.9,1,100.02
1410.9,1410.9,1,100.02
1411.9,1411.9,1,100.02
1412.9,1412.9,1,100.02
1413.9,1413.9,1,100.02
1414.9,1414.9,1,100.02
1415.9,1415.9,1,100.02
1416.9,1416.9,1,100.02
1417.9,1417.9,1,100.02
1418.9,1418.9,1,100.02
1419.9,1419.9,1,100.02
1420.9,1420.9,1,100.02
1421.9,1421.9,1,100.02
1422.9,1422.9,1,100.02
1423.9,1423.9,1,100.02
1424.9,1424.9,1,100.02
1426,1426,1,100.02
1427,1427,1,100.02
1428,1428,1,100.02
1429,1429,1,100.02
1430,1430,1,100.02
1431,1431,1,100.02
1432,1432,1,100.02
1433,1433,1,100.02
1434,1434,1,100.02
1435,1435,1,100.02
1436,1436,1,100.02
1437,1437,1,100.02
1438,1438,1,100.02
1439,1439,1,100.02
1440,1440,1,100.02
1441,1441,1,100.02
1442,1442,1,100.02
1443,1443,1,100.02
1444,1444,1,100.02
1445,1445,1,100.02
1446,1446,1,100.02
1447,1447,1,100.02
1448,1448,1,100.02
1449,1449,1,100.02
1450,1450,1,100.02
1451,1451,1,100.02
1452,1452,1,100.02
1453,1453,1,100.02
1454,1454,1,100.02
1455,1455,1,100.02
1456,1456,1,100.02
1457,1457,1,100.02
1458,1458,1,100.02
1459,1459,1,100.02
1460,1460,1,100.02
1461,1461,1,100.02
1462,1462,1,100.02
1463,1463,1,100.02
1464,1464,1,100.02
1465,1465,1,100.02
1466,1466,1,100.02
1467,1467,1,100.02
1468,1468,1,100.02
1469,1469,1,100.02
1470,1470,1,100.02
1471,1471,1,100.02
1472,1472,1,100.02
1473,1473,1,100.02
1474,1474,1,100.02
1475,1475,1,100.02
1476,1476,1,100.02
1477,1477,1,100.02
1478,1478,1,100.02
1479,1479,1,100.02
1480,1480,1,100.02
1481,1481,1,100.02
1482,1482,1,100.02
1483,1483,1,100.02
1484,1484,1,100.02
1485,1485,1,100.02
1486,1486,1,100.02
1487,1487,1,100.02
1488,1488,1,100.02
1489,1489,1,100.02
1490,1490,1,100.02
1491,1491,1,100.02
1492,1492,1,100.02
1493,1493,1,100.02
1494,1494,1,100.02
1495,1495,1,100.02
1496,1496,1,100.02
1497,1497,1,100.02
1498,1498,1,100.02
1499,1499,1,100.02
1500,1500,1,100.02
