tempo,referencia,temperatura
1347.6,100,101.39
1348.6,100,101.37
1349.6,100,101.35
1350.6,100,101.33
1351.6,100,101.3
1352.6,100,101.28
1353.6,100,101.26
1354.6,100,101.24
1355.6,100,101.22
1356.6,100,101.2
1357.6,100,101.18
1358.6,100,101.16
1359.6,100,101.15
1360.6,100,101.13
1361.6,100,101.11
1362.6,100,101.09
1363.6,100,101.07
1364.6,100,101.06
1365.6,100,101.04
1366.6,100,101.02
1367.6,100,101
1368.6,100,100.99
1369.6,100,100.97
1370.6,100,100.96
1371.6,100,100.94
1372.6,100,100.92
1373.6,100,100.91
1374.6,100,100.89
1375.6,100,100.88
1376.6,100,100.86
1377.6,100,100.85
1378.6,100,100.84
1379.6,100,100.82
1380.6,100,100.81
1381.6,100,100.8
1382.6,100,100.78
1383.6,100,100.77
1384.6,100,100.76
1385.6,100,100.74
1386.6,100,100.73
1387.6,100,100.72
1388.6,100,100.71
1389.6,100,100.69
1390.6,100,100.68
1391.6,100,100.67
1392.6,100,100.66
1393.6,100,100.65
1394.6,100,100.64
1395.6,100,100.63
1396.6,100,100.62
1397.6,100,100.6
1398.6,100,100.59
1399.6,100,100.58
1400,100,100.58
1400.4,100,100.58
1400.7,100,100.57
1401.1,100,100.57
1401.5,100,100.57
1401.8,100,100.56
1402.8,100,100.55
1403.8,100,100.54
1404.8,100,100.53
1405.8,100,100.52
1406.8,100,100.52
1407.8,100,100.51
1408.8,100,100.5
1409.8,100,100.49
1410.8,100,100.48
1411.8,100,100.47
1412.8,100,100.46
1413.8,100,100.46
1414.8,100,100.45
1415.8,100,100.44
1416.8,100,100.43
1417.8,100,100.43
1418.8,100,100.42
1419.8,100,100.41
1420.8,100,100.4
1421.8,100,100.4
1422.8,100,100.39
1423.8,100,100.38
1424.8,100,100.38
1425.8,100,100.37
1426.8,100,100.36
1427.8,100,100.36
1428.8,100,100.35
1429.8,100,100.34
1430.8,100,100.34
1431.8,100,100.33
1432.8,100,100.33
1433.8,100,100.32
1434.8,100,100.31
1435.8,100,100.31
1436.8,100,100.3
1437.8,100,100.3
1438.8,100,100.29
1439.8,100,100.29
1440.8,100,100.28
1441.8,100,100.28
1442.8,100,100.27
1443.8,100,100.27
1444.8,100,100.26
1445.8,100,100.26
1446.8,100,100.25
1447.8,100,100.25
1448.8,100,100.24
1449.8,100,100.24
1450.8,100,100.23
1451.8,100,100.23
1452.8,100,100.23
1453.8,100,100.22
1454.8,100,100.22
1455.8,100,100.21
1456.8,100,100.21
1457.8,100,100.21
1458.8,100,100.2
1459.8,100,100.2
1460.8,100,100.2
1461.8,100,100.19
1462.8,100,100.19
1463.8,100,100.18
1464.8,100,100.18
1465.8,100,100.18
1466.8,100,100.17
1467.8,100,100.17
1468.8,100,100.17
1469.8,100,100.17
1470.8,100,100.16
1471.8,100,100.16
1472.8,100,100.16
1473.8,100,100.15
1474.8,100,100.15
1475.8,100,100.15
1476.8,100,100.14
1477.8,100,100.14
1478.8,100,100.14
1479.8,100,100.14
1480.8,100,100.13
1481.8,100,100.13
1482.8,100,100.13
1483.8,100,100.13
1484.8,100,100.12
1485.8,100,100.12
1486.8,100,100.12
1487.8,100,100.12
1488.8,100,100.12
1489.8,100,100.11
1490.8,100,100.11
1491.8,100,100.11
1492.8,100,100.11
1493.8,100,100.1
1494.8,100,100.1
1495.8,100,100.1
1496.8,100,100.1
1497.8,100,100.1
1498.8,100,100.1
1499.8,100,100.09
1500,100,100.09
1500.2,100,100.09
1500.4,100,100.09
1500.5,100,100.09
1500.7,100,100.09
1500.9,100,100.09
1501.9,100,100.09
1502.9,100,100.09
1503.9,100,100.09
1504.9,100,100.08
1505.9,100,100.08
1506.9,100,100.08
1507.9,100,100.08
1508.9,100,100.08
1509.9,100,100.08
1510.9,100,100.08
1511.9,100,100.07
1512.9,100,100.07
1513.9,100,100.07
1514.9,100,100.07
1515.9,100,100.07
1516.9,100,100.07
1517.9,100,100.07
1518.9,100,100.06
1519.9,100,100.06
1520.9,100,100.06
1521.9,100,100.06
1522.9,100,100.06
1523.9,100,100.06
1524.9,100,100.06
1525.9,100,100.06
1526.9,100,100.06
1527.9,100,100.05
1528.9,100,100.05
1529.9,100,100.05
1530.9,100,100.05
1531.9,100,100.05
1532.9,100,100.05
1533.9,100,100.05
1534.9,100,100.05
1535.9,100,100.05
1536.9,100,100.05
1537.9,100,100.04
1538.9,100,100.04
1539.9,100,100.04
1540.9,100,100.04
1541.9,100,100.04
1542.9,100,100.04
1543.9,100,100.04
1544.9,100,100.04
1545.9,100,100.04
1546.9,100,100.04
1547.9,100,100.04
1548.9,100,100.04
1549.9,100,100.04
1550.9,100,100.03
1551.9,100,100.03
1552.9,100,100.03
1553.9,100,100.03
1554.9,100,100.03
1555.9,100,100.03
1556.9,100,100.03
1557.9,100,100.03
1558.9,100,100.03
1559.9,100,100.03
1560.9,100,100.03
1561.9,100,100.03
1562.9,100,100.03
1563.9,100,100.03
1564.9,100,100.03
1565.9,100,100.03
1566.9,100,100.02
1567.9,100,100.02
1568.9,100,100.02
1569.9,100,100.02
1570.9,100,100.02
1571.9,100,100.02
1572.9,100,100.02
1573.9,100,100.02
1574.9,100,100.02
1575.9,100,100.02
1576.9,100,100.02
1577.9,100,100.02
1578.9,100,100.02
1579.9,100,100.02
1580.9,100,100.02
1581.9,100,100.02
1582.9,100,100.02
1583.9,100,100.02
1584.9,100,100.02
1585.9,100,100.02
1586.9,100,100.02
1587.9,100,100.02
1588.9,100,100.02
1589.9,100,100.02
1590.9,100,100.02
1591.9,100,100.01
1592.9,100,100.01
1593.9,100,100.01
1594.9,100,100.01
1595.9,100,100.01
1596.9,100,100.01
1597.9,100,100.01
1598.9,100,100.01
1599.9,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100,100.01
1600,100.01,100.01
1600,100.01,100.01
1600,100.04,100.01
1600.1,100.07,100.01
1600.1,100.11,100.01
1600.4,100.42,100.01
1600.7,100.74,100.01
1601.1,101.06,100.01
1602.1,102.06,100.01
1603.1,103.06,100.01
1604.1,104.06,100.01
1605.1,105.06,100.01
1606.1,106.06,100.01
1607.1,107.06,100.01
1608.1,108.06,100.01
1609.1,109.06,100.01
1610.1,110.06,100.01
1611.1,111.06,100.01
1612.1,112.06,100.01
1613.1,113.06,100.01
1614.1,114.06,100.01
1615.1,115.06,100.01
1616.1,116.06,100.01
1617.1,117.06,100.01
1618.1,118.06,100.01
1619.1,119.06,100.01
1620.1,120.06,100.01
1621.1,121.06,100.01
1622.1,122.06,100.01
1623.1,123.06,100.01
1624.1,124.06,100.01
1625.1,125.06,100.01
1626.1,126.06,100.01
1627.1,127.06,100.01
1628.1,128.06,100.01
1629.1,129.06,100.01
1630.1,130.06,100.01
1631.1,131.06,100.01
1632.1,132.06,100.01
1633.1,133.06,100.01
1634.1,134.06,100.01
1635.1,135.06,100.01
1636.1,136.06,100.01
1637.1,137.06,100.01
1638.1,138.06,100.01
1639.1,139.06,100.01
1640.1,140.06,100.01
1641.1,141.06,100.01
1642.1,142.06,100.01
1643.1,143.06,100.01
1644.1,144.06,100
1645.1,145.06,100
1646.1,146.06,100
1647.1,147.06,100
1648.1,148.06,100
1649.1,149.06,100
1649.2,149.16,100
1649.3,149.26,100
1649.4,149.36,100
1649.5,149.46,100
1649.6,149.56,100
1649.7,149.66,100
1649.8,149.76,100
1649.9,149.86,100
1650,149.96,100
1650,149.97,100
1650,149.98,100
1650,149.99,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150,100
1650,150.01,100
1650,150.01,100
1650,150.04,100
1650,150.06,100
1650,150.09,100
1650.2,150.36,100
1650.3,150.62,100
1650.4,150.89,100
1651.4,152.89,100
1652.4,154.89,100
1653.4,156.89,100
1654.4,158.89,100
1655.4,160.89,100
1656.4,162.89,100
1657.4,164.89,100
1658.4,166.89,100
1659.4,168.89,100
1660.4,170.89,100
1661.4,172.89,100
1662.4,174.89,100
1663.4,176.89,100
1664.4,178.89,100
1665.4,180.89,100
1666.4,182.89,100
1666.5,183.09,100
1666.6,183.29,100
1666.7,183.49,100
1666.8,183.69,100
1666.9,183.89,100
1667,183.99,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184,100
1667,184.01,100
1667,184.01,100
1667,184.03,100
1667,184.06,100
1667,184.08,100
1667.1,184.34,100
1667.2,184.59,100
1667.3,184.84,100
1668.1,187.36,100
1669,189.87,100
1669.8,192.39,100
1670.8,195.39,100
1671.8,198.39,100
1672.8,201.39,100
1673.8,204.39,100
1674.8,207.39,100
1675.8,210.39,100
1676.8,213.39,100
1677.8,216.39,100
1678.8,219.39,100
1679.8,222.39,100
1679.9,222.69,100
1680,222.99,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680,223,100
1680.2,223,100
1680.3,223,100
1680.4,223,100
1681.4,223,100
1682.4,223,100
1683.4,223,100
1684.4,223,100.01
1685.4,223,100.05
1686.4,223,100.12
1687.4,223,100.22
1688.4,223,100.36
1689.4,223,100.53
1690.4,223,100.73
1691.4,223,100.96
1692.4,223,101.22
1693.4,223,101.51
1694.4,223,101.83
1695.4,223,102.18
1696.4,223,102.55
1697.4,223,102.95
1698.4,223,103.37
1699.4,223,103.82
1700,223,104.09
1700.6,223,104.37
1701.2,223,104.66
1701.8,223,104.96
1702.3,223,105.26
1702.9,223,105.57
1703.9,223,106.12
1704.9,223,106.69
1705.9,223,107.28
1706.9,223,107.88
1707.9,223,108.51
1708.9,223,109.16
1709.9,223,109.82
1710,223,109.85
1710,223,109.86
1710,223,109.86
1710,223,109.87
1710,223,109.87
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,223,109.88
1710,222.99,109.88
1710,222.98,109.88
1710,222.97,109.88
1710,222.88,109.89
1710,222.79,109.9
1710,222.7,109.91
1710.2,221.81,110.01
1710.3,220.91,110.11
1710.5,220.02,110.21
1711.5,214.02,110.9
1712.5,208.02,111.61
1713.5,202.02,112.33
1714.5,196.02,113.07
1715.5,190.02,113.82
1716.5,184.02,114.59
1717.5,178.02,115.37
1718.5,172.02,116.16
1719.5,166.02,116.97
1720.5,160.02,117.79
1721.5,154.02,118.62
1722.5,148.02,119.46
1723.5,142.02,120.32
1724.5,136.02,121.18
1725.5,130.02,122.06
1726.5,124.02,122.94
1727.5,118.02,123.84
1728.5,112.02,124.74
1729.5,106.02,125.66
1730.5,100.02,126.58
1731.5,94.016,127.51
1732.5,88.016,128.45
1733.5,82.016,129.4
1734.5,76.016,130.37
1735.5,70.016,131.38
1736.5,64.016,132.43
1737.5,58.016,133.53
1738.5,52.016,134.66
1739.5,46.016,135.82
1740.5,40.016,137.02
1741.5,34.016,138.25
1742.5,28.016,139.52
1742.6,27.416,139.65
1742.7,26.816,139.78
1742.8,26.216,139.91
1742.9,25.616,140.04
1743,25.016,140.18
1743,25.006,140.18
1743,25.003,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.18
1743,25,140.19
1743,25,140.21
1743,25,140.23
1743.1,25,140.25
1743.2,25,140.47
1743.4,25,140.7
1743.6,25,140.92
1744.6,25,142.26
1745.6,25,143.64
1746.6,25,145.04
1747.6,25,146.48
1748.6,25,147.94
1749.6,25,149.43
1750.6,25,150.95
1751.6,25,152.52
1752.6,25,154.14
1753.6,25,155.83
1754.6,25,157.57
1755.6,25,159.36
1756.6,25,161.2
1757.6,25,163.09
1758.6,25,165.04
1759.6,25,167.04
1760.6,25,169.08
1761.6,25,171.18
1762.6,25,173.31
1763.6,25,175.5
1764.6,25,177.69
1765.6,25,179.82
1766.6,25,181.89
1767.6,25,183.9
1768.6,25,185.85
1769.6,25,187.75
1770.6,25,189.59
1771.6,25,191.37
1772.6,25,193.1
1773.6,25,194.77
1774.6,25,196.39
1775.6,25,197.96
1776.6,25,199.48
1777.6,25,200.95
1778.6,25,202.37
1779.6,25,203.74
1780.6,25,205.07
1781.6,25,206.35
1782.6,25,207.59
1783.6,25,208.8
1784.6,25,209.96
1785.6,25,211.07
1786.6,25,212.15
1787.6,25,213.2
1788.6,25,214.2
1789.6,25,215.18
1790.6,25,216.11
1791.6,25,217.02
1792.6,25,217.89
1793.6,25,218.73
1794.6,25,219.5
1795.6,25,220.04
1796.6,25,220.35
1797.6,25,220.42
1798.6,25,220.26
1799.6,25,219.89
1800,25,219.64
1800.4,25,219.39
1800.9,25,219.06
1801.3,25,218.72
1801.7,25,218.33
1802.2,25,217.9
1803.2,25,216.77
1804.2,25,215.46
1805.2,25,213.95
1806.2,25,212.26
1807.2,25,210.4
1808.2,25,208.36
1809.2,25,206.16
1810.2,25,203.79
1811.2,25,201.27
1812.2,25,198.59
1813.2,25,195.77
1814.2,25,192.8
1815.2,25,189.7
1816.2,25,186.46
1817.2,25,183.08
1818.2,25,179.59
1819.2,25,175.96
1820.2,25,172.22
1821.2,25,168.37
1822.2,25,164.4
1823.2,25,160.32
1824.2,25,156.14
1825.2,25,151.86
1826.2,25,147.47
1827.2,25,143.01
1828.2,25,138.61
1829.2,25,134.31
1830.2,25,130.13
1831.2,25,126.08
1832.2,25,122.14
1833.2,25,118.31
1834.2,25,114.6
1835.2,25,110.99
1836.2,25,107.48
1837.2,25,104.08
1838.2,25,100.78
1839.2,25,97.579
1840.2,25,94.47
1841.2,25,91.454
1842.2,25,88.527
1843.2,25,85.687
1844.2,25,82.934
1845.2,25,80.263
1846.2,25,77.673
1847.2,25,75.162
1848.2,25,72.729
1849.2,25,70.369
1850.2,25,68.083
1851.2,25,65.868
1852.2,25,63.722
1853.2,25,61.644
1854.2,25,59.631
1855.2,25,57.681
1856.2,25,55.794
1857.2,25,53.968
1858.2,25,52.2
1859.2,25,50.49
1860.2,25,48.835
1861.2,25,47.235
1862.2,25,45.687
1863.2,25,44.191
1864.2,25,42.745
1865.2,25,41.348
1866.2,25,39.998
1867.2,25,38.694
1868.2,25,37.435
1869.2,25,36.219
1870.2,25,35.046
1871.2,25,33.914
1872.2,25,32.822
1873.2,25,31.769
1874.2,25,30.753
1875.2,25,29.775
1876.2,25,28.832
1877.2,25,27.924
1878.2,25,27.05
1879.2,25,26.209
1880.2,25,25.4
1881.2,25,24.621
1882.2,25,23.873
1883.2,25,23.154
1884.2,25,22.461
1885.2,25,21.798
1886.2,25,21.161
1887.2,25,20.551
1888.2,25,19.966
1889.2,25,19.405
1890.2,25,18.869
1891.2,25,18.355
1892.2,25,17.864
1893.2,25,17.394
1894.2,25,16.946
1895.2,25,16.518
1896.2,25,16.11
1897.2,25,15.721
1898.2,25,15.35
1899.2,25,14.998
1900,25,14.72
1900.8,25,14.454
1901.7,25,14.198
1902.5,25,13.953
1903.3,25,13.719
1904.1,25,13.495
1905.1,25,13.239
1906.1,25,12.998
1907.1,25,12.771
1908.1,25,12.557
1909.1,25,12.357
1910.1,25,12.169
1911.1,25,11.994
1912.1,25,11.83
1913.1,25,11.678
1914.1,25,11.537
1915.1,25,11.407
1916.1,25,11.287
1917.1,25,11.177
1918.1,25,11.077
1919.1,25,10.986
1920.1,25,10.904
1921.1,25,10.831
1922.1,25,10.766
1923.1,25,10.71
1924.1,25,10.661
1925.1,25,10.619
1926.1,25,10.585
1927.1,25,10.558
1928.1,25,10.538
1929.1,25,10.524
1930.1,25,10.516
1931.1,25,10.515
1932.1,25,10.519
1933.1,25,10.529
1934.1,25,10.544
1935.1,25,10.564
1936.1,25,10.589
1937.1,25,10.618
1938.1,25,10.653
1939.1,25,10.691
1940.1,25,10.734
1941.1,25,10.781
1942.1,25,10.831
1943.1,25,10.885
1944.1,25,10.943
1945.1,25,11.004
1946.1,25,11.068
1947.1,25,11.135
1948.1,25,11.205
1949.1,25,11.278
1950.1,25,11.353
1951.1,25,11.431
1952.1,25,11.511
1953.1,25,11.594
1954.1,25,11.678
1955.1,25,11.765
1956.1,25,11.853
1957.1,25,11.943
1958.1,25,12.035
1959.1,25,12.128
1960.1,25,12.223
1961.1,25,12.319
1962.1,25,12.417
1963.1,25,12.516
1964.1,25,12.616
1965.1,25,12.716
1966.1,25,12.818
1967.1,25,12.921
1968.1,25,13.025
1969.1,25,13.129
1970.1,25,13.234
1971.1,25,13.339
1972.1,25,13.445
1973.1,25,13.552
1974.1,25,13.659
1975.1,25,13.766
1976.1,25,13.874
1977.1,25,13.981
1978.1,25,14.089
1979.1,25,14.198
1980.1,25,14.306
1981.1,25,14.414
1982.1,25,14.522
1983.1,25,14.631
1984.1,25,14.739
1985.1,25,14.847
1986.1,25,14.955
1987.1,25,15.062
1988.1,25,15.17
1989.1,25,15.277
1990.1,25,15.384
1991.1,25,15.49
1992.1,25,15.597
1993.1,25,15.702
1994.1,25,15.808
1995.1,25,15.913
1996.1,25,16.017
1997.1,25,16.121
1998.1,25,16.225
1999.1,25,16.328
2000,25,16.415
