tempo,rootlocus,referencia,bode
12363,12137,12363,12079
12364,12138,12364,12080
12365,12139,12365,12082
12366,12140,12366,12083
12367,12141,12367,12084
12368,12142,12368,12085
12369,12143,12369,12086
12370,12144,12370,12087
12371,12145,12371,12088
12372,12146,12372,12089
12373,12147,12373,12090
12374,12148,12374,12091
12375,12149,12375,12092
12376,12150,12376,12093
12377,12151,12377,12094
12378,12152,12378,12095
12379,12153,12379,12096
12380,12154,12380,12097
12381,12155,12381,12098
12382,12156,12382,12099
12383,12157,12383,12100
12384,12158,12384,12101
12385,12159,12385,12102
12386,12160,12386,12103
12387,12161,12387,12104
12388,12163,12388,12105
12389,12164,12389,12106
12390,12165,12390,12107
12391,12166,12391,12108
12392,12167,12392,12109
12393,12168,12393,12110
12394,12169,12394,12111
12395,12170,12395,12112
12396,12171,12396,12113
12397,12172,12397,12114
12398,12173,12398,12115
12399,12174,12399,12116
12400,12175,12400,12117
12401,12176,12401,12118
12402,12177,12402,12119
12403,12178,12403,12120
12404,12179,12404,12122
12405,12180,12405,12123
12406,12181,12406,12124
12407,12182,12407,12125
12408,12183,12408,12126
12409,12184,12409,12127
12410,12185,12410,12128
12411,12186,12411,12129
12412,12187,12412,12130
12413,12188,12413,12131
12414,12189,12414,12132
12415,12190,12415,12133
12416,12191,12416,12134
12417,12192,12417,12135
12418,12193,12418,12136
12419,12194,12419,12137
12420,12195,12420,12138
12421,12196,12421,12139
12422,12197,12422,12140
12423,12198,12423,12141
12424,12199,12424,12142
12425,12200,12425,12143
12426,12201,12426,12144
12427,12202,12427,12145
12428,12203,12428,12146
12429,12204,12429,12147
12430,12205,12430,12148
12431,12206,12431,12149
12432,12207,12432,12150
12433,12208,12433,12151
12434,12209,12434,12152
12435,12210,12435,12153
12436,12211,12436,12154
12437,12212,12437,12155
12438,12213,12438,12156
12439,12214,12439,12157
12440,12215,12440,12158
12441,12216,12441,12159
12442,12217,12442,12161
12443,12218,12443,12162
12444,12219,12444,12163
12445,12220,12445,12164
12446,12221,12446,12165
12447,12223,12447,12166
12448,12224,12448,12167
12449,12225,12449,12168
12450,12226,12450,12169
12451,12227,12451,12170
12452,12228,12452,12171
12453,12229,12453,12172
12454,12230,12454,12173
12455,12231,12455,12174
12456,12232,12456,12175
12457,12233,12457,12176
12458,12234,12458,12177
12459,12235,12459,12178
12460,12236,12460,12179
12461,12237,12461,12180
12462,12238,12462,12181
12463,12239,12463,12182
12464,12240,12464,12183
12465,12241,12465,12184
12466,12242,12466,12185
12467,12243,12467,12186
12468,12244,12468,12187
12469,12245,12469,12188
12470,12246,12470,12189
12471,12247,12471,12190
12472,12248,12472,12191
12473,12249,12473,12192
12474,12250,12474,12193
12475,12251,12475,12194
12476,12252,12476,12195
12477,12253,12477,12196
12478,12254,12478,12197
12479,12255,12479,12198
12480,12256,12480,12199
12481,12257,12481,12201
12482,12258,12482,12202
12483,12259,12483,12203
12484,12260,12484,12204
12485,12261,12485,12205
12486,12262,12486,12206
12487,12263,12487,12207
12488,12264,12488,12208
12489,12265,12489,12209
12490,12266,12490,12210
12491,12267,12491,12211
12492,12268,12492,12212
12493,12269,12493,12213
12494,12270,12494,12214
12495,12271,12495,12215
12496,12272,12496,12216
12497,12273,12497,12217
12498,12274,12498,12218
12499,12275,12499,12219
12500,12276,12500,12220
12501,12277,12501,12221
12502,12278,12502,12222
12503,12279,12503,12223
12504,12280,12504,12224
12505,12282,12505,12225
12506,12283,12506,12226
12507,12284,12507,12227
12508,12285,12508,12228
12509,12286,12509,12229
12510,12287,12510,12230
12511,12288,12511,12231
12512,12289,12512,12232
12513,12290,12513,12233
12514,12291,12514,12234
12515,12292,12515,12235
12516,12293,12516,12236
12517,12294,12517,12237
12518,12295,12518,12238
12519,12296,12519,12239
12520,12297,12520,12241
12521,12298,12521,12242
12522,12299,12522,12243
12523,12300,12523,12244
12524,12301,12524,12245
12525,12302,12525,12246
12526,12303,12526,12247
12527,12304,12527,12248
12528,12305,12528,12249
12529,12306,12529,12250
12530,12307,12530,12251
12531,12308,12531,12252
12532,12309,12532,12253
12533,12310,12533,12254
12534,12311,12534,12255
12535,12312,12535,12256
12536,12313,12536,12257
12537,12314,12537,12258
12538,12315,12538,12259
12539,12316,12539,12260
12540,12317,12540,12261
12541,12318,12541,12262
12542,12319,12542,12263
12543,12320,12543,12264
12544,12321,12544,12265
12545,12322,12545,12266
12546,12323,12546,12267
12547,12324,12547,12268
12548,12325,12548,12269
12549,12326,12549,12270
12550,12327,12550,12271
12551,12328,12551,12272
12552,12329,12552,12273
12553,12330,12553,12274
12554,12331,12554,12275
12555,12332,12555,12276
12556,12333,12556,12277
12557,12334,12557,12278
12558,12335,12558,12279
12559,12336,12559,12281
12560,12337,12560,12282
12561,12338,12561,12283
12562,12339,12562,12284
12563,12340,12563,12285
12564,12342,12564,12286
12565,12343,12565,12287
12566,12344,12566,12288
12567,12345,12567,12289
12568,12346,12568,12290
12569,12347,12569,12291
12570,12348,12570,12292
12571,12349,12571,12293
12572,12350,12572,12294
12573,12351,12573,12295
12574,12352,12574,12296
12575,12353,12575,12297
12576,12354,12576,12298
12577,12355,12577,12299
12578,12356,12578,12300
12579,12357,12579,12301
12580,12358,12580,12302
12581,12359,12581,12303
12582,12360,12582,12304
12583,12361,12583,12305
12584,12362,12584,12306
12585,12363,12585,12307
12586,12364,12586,12308
12587,12365,12587,12309
12588,12366,12588,12310
12589,12367,12589,12311
12590,12368,12590,12312
12591,12369,12591,12313
12592,12370,12592,12314
12593,12371,12593,12315
12594,12372,12594,12316
12595,12373,12595,12317
12596,12374,12596,12318
12597,12375,12597,12319
12598,12376,12598,12320
12599,12377,12599,12322
12600,12378,12600,12323
12601,12379,12601,12324
12602,12380,12602,12325
12603,12381,12603,12326
12604,12382,12604,12327
12605,12383,12605,12328
12606,12384,12606,12329
12607,12385,12607,12330
12608,12386,12608,12331
12609,12387,12609,12332
12610,12388,12610,12333
12611,12389,12611,12334
12612,12390,12612,12335
12613,12391,12613,12336
12614,12392,12614,12337
12615,12393,12615,12338
12616,12394,12616,12339
12617,12395,12617,12340
12618,12396,12618,12341
12619,12397,12619,12342
12620,12398,12620,12343
12621,12399,12621,12344
12622,12400,12622,12345
12623,12402,12623,12346
12624,12403,12624,12347
12625,12404,12625,12348
12626,12405,12626,12349
12627,12406,12627,12350
12628,12407,12628,12351
12629,12408,12629,12352
12630,12409,12630,12353
12631,12410,12631,12354
12632,12411,12632,12355
12633,12412,12633,12356
12634,12413,12634,12357
12635,12414,12635,12358
12636,12415,12636,12359
12637,12416,12637,12360
12638,12417,12638,12362
12639,12418,12639,12363
12640,12419,12640,12364
12641,12420,12641,12365
12642,12421,12642,12366
12643,12422,12643,12367
12644,12423,12644,12368
12645,12424,12645,12369
12646,12425,12646,12370
12647,12426,12647,12371
12648,12427,12648,12372
12649,12428,12649,12373
12650,12429,12650,12374
12651,12430,12651,12375
12652,12431,12652,12376
12653,12432,12653,12377
12654,12433,12654,12378
12655,12434,12655,12379
12656,12435,12656,12380
12657,12436,12657,12381
12658,12437,12658,12382
12659,12438,12659,12383
12660,12439,12660,12384
12661,12440,12661,12385
12662,12441,12662,12386
12663,12442,12663,12387
12664,12443,12664,12388
12665,12444,12665,12389
12666,12445,12666,12390
12667,12446,12667,12391
12668,12447,12668,12392
12669,12448,12669,12393
12670,12449,12670,12394
12671,12450,12671,12395
12672,12451,12672,12396
12673,12452,12673,12397
12674,12453,12674,12398
12675,12454,12675,12399
12676,12455,12676,12400
12677,12456,12677,12401
12678,12457,12678,12403
12679,12458,12679,12404
12680,12459,12680,12405
12681,12460,12681,12406
12682,12461,12682,12407
12683,12463,12683,12408
12684,12464,12684,12409
12685,12465,12685,12410
12686,12466,12686,12411
12687,12467,12687,12412
12688,12468,12688,12413
12689,12469,12689,12414
12690,12470,12690,12415
12691,12471,12691,12416
12692,12472,12692,12417
12693,12473,12693,12418
12694,12474,12694,12419
12695,12475,12695,12420
12696,12476,12696,12421
12697,12477,12697,12422
12698,12478,12698,12423
12699,12479,12699,12424
12700,12480,12700,12425
12701,12481,12701,12426
12702,12482,12702,12427
12703,12483,12703,12428
12704,12484,12704,12429
12705,12485,12705,12430
12706,12486,12706,12431
12707,12487,12707,12432
12708,12488,12708,12433
12709,12489,12709,12434
12710,12490,12710,12435
12711,12491,12711,12436
12712,12492,12712,12437
12713,12493,12713,12438
12714,12494,12714,12439
12715,12495,12715,12440
12716,12496,12716,12441
12717,12497,12717,12442
12718,12498,12718,12444
12719,12499,12719,12445
12720,12500,12720,12446
12721,12501,12721,12447
12722,12502,12722,12448
12723,12503,12723,12449
12724,12504,12724,12450
12725,12505,12725,12451
12726,12506,12726,12452
12727,12507,12727,12453
12728,12508,12728,12454
12729,12509,12729,12455
12730,12510,12730,12456
12731,12511,12731,12457
12732,12512,12732,12458
12733,12513,12733,12459
12734,12514,12734,12460
12735,12515,12735,12461
12736,12516,12736,12462
12737,12517,12737,12463
12738,12518,12738,12464
12739,12519,12739,12465
12740,12520,12740,12466
12741,12521,12741,12467
12742,12522,12742,12468
12743,12524,12743,12469
12744,12525,12744,12470
12745,12526,12745,12471
12746,12527,12746,12472
12747,12528,12747,12473
12748,12529,12748,12474
12749,12530,12749,12475
12750,12531,12750,12476
12751,12532,12751,12477
12752,12533,12752,12478
12753,12534,12753,12479
12754,12535,12754,12480
12755,12536,12755,12481
12756,12537,12756,12482
12757,12538,12757,12483
12758,12539,12758,12485
12759,12540,12759,12486
12760,12541,12760,12487
12761,12542,12761,12488
12762,12543,12762,12489
12763,12544,12763,12490
12764,12545,12764,12491
12765,12546,12765,12492
12766,12547,12766,12493
12767,12548,12767,12494
12768,12549,12768,12495
12769,12550,12769,12496
12770,12551,12770,12497
12771,12552,12771,12498
12772,12553,12772,12499
12773,12554,12773,12500
12774,12555,12774,12501
12775,12556,12775,12502
12776,12557,12776,12503
12777,12558,12777,12504
12778,12559,12778,12505
12779,12560,12779,12506
12780,12561,12780,12507
12781,12562,12781,12508
12782,12563,12782,12509
12783,12564,12783,12510
12784,12565,12784,12511
12785,12566,12785,12512
12786,12567,12786,12513
12787,12568,12787,12514
12788,12569,12788,12515
12789,12570,12789,12516
12790,12571,12790,12517
12791,12572,12791,12518
12792,12573,12792,12519
12793,12574,12793,12520
12794,12575,12794,12521
12795,12576,12795,12522
12796,12577,12796,12523
12797,12578,12797,12524
12798,12579,12798,12525
12799,12580,12799,12527
12800,12581,12800,12528
12801,12582,12801,12529
12802,12583,12802,12530
12803,12585,12803,12531
12804,12586,12804,12532
12805,12587,12805,12533
12806,12588,12806,12534
12807,12589,12807,12535
12808,12590,12808,12536
12809,12591,12809,12537
12810,12592,12810,12538
12811,12593,12811,12539
12812,12594,12812,12540
12813,12595,12813,12541
12814,12596,12814,12542
12815,12597,12815,12543
12816,12598,12816,12544
12817,12599,12817,12545
12818,12600,12818,12546
12819,12601,12819,12547
12820,12602,12820,12548
12821,12603,12821,12549
12822,12604,12822,12550
12823,12605,12823,12551
12824,12606,12824,12552
12825,12607,12825,12553
12826,12608,12826,12554
12827,12609,12827,12555
12828,12610,12828,12556
12829,12611,12829,12557
12830,12612,12830,12558
12831,12613,12831,12559
12832,12614,12832,12560
12833,12615,12833,12561
12834,12616,12834,12562
12835,12617,12835,12563
12836,12618,12836,12564
12837,12619,12837,12565
12838,12620,12838,12566
12839,12621,12839,12568
12840,12622,12840,12569
12841,12623,12841,12570
12842,12624,12842,12571
12843,12625,12843,12572
12844,12626,12844,12573
12845,12627,12845,12574
12846,12628,12846,12575
12847,12629,12847,12576
12848,12630,12848,12577
12849,12631,12849,12578
12850,12632,12850,12579
12851,12633,12851,12580
12852,12634,12852,12581
12853,12635,12853,12582
12854,12636,12854,12583
12855,12637,12855,12584
12856,12638,12856,12585
12857,12639,12857,12586
12858,12640,12858,12587
12859,12641,12859,12588
12860,12642,12860,12589
12861,12643,12861,12590
12862,12644,12862,12591
12863,12645,12863,12592
12864,12647,12864,12593
12865,12648,12865,12594
12866,12649,12866,12595
12867,12650,12867,12596
12868,12651,12868,12597
12869,12652,12869,12598
12870,12653,12870,12599
12871,12654,12871,12600
12872,12655,12872,12601
12873,12656,12873,12602
12874,12657,12874,12603
12875,12658,12875,12604
12876,12659,12876,12605
12877,12660,12877,12606
12878,12661,12878,12607
12879,12662,12879,12608
12880,12663,12880,12610
12881,12664,12881,12611
12882,12665,12882,12612
12883,12666,12883,12613
12884,12667,12884,12614
12885,12668,12885,12615
12886,12669,12886,12616
12887,12670,12887,12617
12888,12671,12888,12618
12889,12672,12889,12619
12890,12673,12890,12620
12891,12674,12891,12621
12892,12675,12892,12622
12893,12676,12893,12623
12894,12677,12894,12624
12895,12678,12895,12625
12896,12679,12896,12626
12897,12680,12897,12627
12898,12681,12898,12628
12899,12682,12899,12629
12900,12683,12900,12630
12901,12684,12901,12631
12902,12685,12902,12632
12903,12686,12903,12633
12904,12687,12904,12634
12905,12688,12905,12635
12906,12689,12906,12636
12907,12690,12907,12637
12908,12691,12908,12638
12909,12692,12909,12639
12910,12693,12910,12640
12911,12694,12911,12641
12912,12695,12912,12642
12913,12696,12913,12643
12914,12697,12914,12644
12915,12698,12915,12645
12916,12699,12916,12646
12917,12700,12917,12647
12918,12701,12918,12648
12919,12702,12919,12649
12920,12703,12920,12650
12921,12704,12921,12652
12922,12705,12922,12653
12923,12706,12923,12654
12924,12707,12924,12655
12925,12709,12925,12656
12926,12710,12926,12657
12927,12711,12927,12658
12928,12712,12928,12659
12929,12713,12929,12660
12930,12714,12930,12661
12931,12715,12931,12662
12932,12716,12932,12663
12933,12717,12933,12664
12934,12718,12934,12665
12935,12719,12935,12666
12936,12720,12936,12667
12937,12721,12937,12668
12938,12722,12938,12669
12939,12723,12939,12670
12940,12724,12940,12671
12941,12725,12941,12672
12942,12726,12942,12673
12943,12727,12943,12674
12944,12728,12944,12675
12945,12729,12945,12676
12946,12730,12946,12677
12947,12731,12947,12678
12948,12732,12948,12679
12949,12733,12949,12680
12950,12734,12950,12681
12951,12735,12951,12682
12952,12736,12952,12683
12953,12737,12953,12684
12954,12738,12954,12685
12955,12739,12955,12686
12956,12740,12956,12687
12957,12741,12957,12688
12958,12742,12958,12689
12959,12743,12959,12690
12960,12744,12960,12691
12961,12745,12961,12692
12962,12746,12962,12694
12963,12747,12963,12695
12964,12748,12964,12696
12965,12749,12965,12697
12966,12750,12966,12698
12967,12751,12967,12699
12968,12752,12968,12700
12969,12753,12969,12701
12970,12754,12970,12702
12971,12755,12971,12703
12972,12756,12972,12704
12973,12757,12973,12705
12974,12758,12974,12706
12975,12759,12975,12707
12976,12760,12976,12708
12977,12761,12977,12709
12978,12762,12978,12710
12979,12763,12979,12711
12980,12764,12980,12712
12981,12765,12981,12713
12982,12766,12982,12714
12983,12767,12983,12715
12984,12768,12984,12716
12985,12769,12985,12717
12986,12771,12986,12718
12987,12772,12987,12719
12988,12773,12988,12720
12989,12774,12989,12721
12990,12775,12990,12722
12991,12776,12991,12723
12992,12777,12992,12724
12993,12778,12993,12725
12994,12779,12994,12726
12995,12780,12995,12727
12996,12781,12996,12728
12997,12782,12997,12729
12998,12783,12998,12730
12999,12784,12999,12731
13000,12785,13000,12732
13001,12786,13001,12733
13002,12787,13002,12734
13003,12788,13003,12736
13004,12789,13004,12737
13005,12790,13005,12738
13006,12791,13006,12739
13007,12792,13007,12740
13008,12793,13008,12741
13009,12794,13009,12742
13010,12795,13010,12743
13011,12796,13011,12744
13012,12797,13012,12745
13013,12798,13013,12746
13014,12799,13014,12747
13015,12800,13015,12748
13016,12801,13016,12749
13017,12802,13017,12750
13018,12803,13018,12751
13019,12804,13019,12752
13020,12805,13020,12753
13021,12806,13021,12754
13022,12807,13022,12755
13023,12808,13023,12756
13024,12809,13024,12757
13025,12810,13025,12758
13026,12811,13026,12759
13027,12812,13027,12760
13028,12813,13028,12761
13029,12814,13029,12762
13030,12815,13030,12763
13031,12816,13031,12764
13032,12817,13032,12765
13033,12818,13033,12766
13034,12819,13034,12767
13035,12820,13035,12768
13036,12821,13036,12769
13037,12822,13037,12770
13038,12823,13038,12771
13039,12824,13039,12772
13040,12825,13040,12773
13041,12826,13041,12774
13042,12827,13042,12775
13043,12828,13043,12776
13044,12829,13044,12777
13045,12830,13045,12779
13046,12831,13046,12780
13047,12832,13047,12781
13048,12834,13048,12782
13049,12835,13049,12783
13050,12836,13050,12784
13051,12837,13051,12785
13052,12838,13052,12786
13053,12839,13053,12787
13054,12840,13054,12788
13055,12841,13055,12789
13056,12842,13056,12790
13057,12843,13057,12791
13058,12844,13058,12792
13059,12845,13059,12793
13060,12846,13060,12794
13061,12847,13061,12795
13062,12848,13062,12796
13063,12849,13063,12797
13064,12850,13064,12798
13065,12851,13065,12799
13066,12852,13066,12800
13067,12853,13067,12801
13068,12854,13068,12802
13069,12855,13069,12803
13070,12856,13070,12804
13071,12857,13071,12805
13072,12858,13072,12806
13073,12859,13073,12807
13074,12860,13074,12808
13075,12861,13075,12809
13076,12862,13076,12810
13077,12863,13077,12811
13078,12864,13078,12812
13079,12865,13079,12813
13080,12866,13080,12814
13081,12867,13081,12815
13082,12868,13082,12816
13083,12869,13083,12817
13084,12870,13084,12818
13085,12871,13085,12819
13086,12872,13086,12821
13087,12873,13087,12822
13088,12874,13088,12823
13089,12875,13089,12824
13090,12876,13090,12825
13091,12877,13091,12826
13092,12878,13092,12827
13093,12879,13093,12828
13094,12880,13094,12829
13095,12881,13095,12830
13096,12882,13096,12831
13097,12883,13097,12832
13098,12884,13098,12833
13099,12885,13099,12834
13100,12886,13100,12835
13101,12887,13101,12836
13102,12888,13102,12837
13103,12889,13103,12838
13104,12890,13104,12839
13105,12891,13105,12840
13106,12892,13106,12841
13107,12893,13107,12842
13108,12894,13108,12843
13109,12895,13109,12844
13110,12896,13110,12845
13111,12898,13111,12846
13112,12899,13112,12847
13113,12900,13113,12848
13114,12901,13114,12849
13115,12902,13115,12850
13116,12903,13116,12851
13117,12904,13117,12852
13118,12905,13118,12853
13119,12906,13119,12854
13120,12907,13120,12855
13121,12908,13121,12856
13122,12909,13122,12857
13123,12910,13123,12858
13124,12911,13124,12859
13125,12912,13125,12860
13126,12913,13126,12861
13127,12914,13127,12862
13128,12915,13128,12864
13129,12916,13129,12865
13130,12917,13130,12866
13131,12918,13131,12867
13132,12919,13132,12868
13133,12920,13133,12869
13134,12921,13134,12870
13135,12922,13135,12871
13136,12923,13136,12872
13137,12924,13137,12873
13138,12925,13138,12874
13139,12926,13139,12875
13140,12927,13140,12876
13141,12928,13141,12877
13142,12929,13142,12878
13143,12930,13143,12879
13144,12931,13144,12880
13145,12932,13145,12881
13146,12933,13146,12882
13147,12934,13147,12883
13148,12935,13148,12884
13149,12936,13149,12885
13150,12937,13150,12886
13151,12938,13151,12887
13152,12939,13152,12888
13153,12940,13153,12889
13154,12941,13154,12890
13155,12942,13155,12891
13156,12943,13156,12892
13157,12944,13157,12893
13158,12945,13158,12894
13159,12946,13159,12895
13160,12947,13160,12896
13161,12948,13161,12897
13162,12949,13162,12898
13163,12950,13163,12899
13164,12951,13164,12900
13165,12952,13165,12901
13166,12953,13166,12902
13167,12954,13167,12903
13168,12955,13168,12904
13169,12956,13169,12905
13170,12957,13170,12907
13171,12958,13171,12908
13172,12959,13172,12909
13173,12961,13173,12910
13174,12962,13174,12911
13175,12963,13175,12912
13176,12964,13176,12913
13177,12965,13177,12914
13178,12966,13178,12915
13179,12967,13179,12916
13180,12968,13180,12917
13181,12969,13181,12918
13182,12970,13182,12919
13183,12971,13183,12920
13184,12972,13184,12921
13185,12973,13185,12922
13186,12974,13186,12923
13187,12975,13187,12924
13188,12976,13188,12925
13189,12977,13189,12926
13190,12978,13190,12927
13191,12979,13191,12928
13192,12980,13192,12929
13193,12981,13193,12930
13194,12982,13194,12931
13195,12983,13195,12932
13196,12984,13196,12933
13197,12985,13197,12934
13198,12986,13198,12935
13199,12987,13199,12936
13200,12988,13200,12937
13201,12989,13201,12938
13202,12990,13202,12939
13203,12991,13203,12940
13204,12992,13204,12941
13205,12993,13205,12942
13206,12994,13206,12943
13207,12995,13207,12944
13208,12996,13208,12945
13209,12997,13209,12946
13210,12998,13210,12947
13211,12999,13211,12948
13212,13000,13212,12950
13213,13001,13213,12951
13214,13002,13214,12952
13215,13003,13215,12953
13216,13004,13216,12954
13217,13005,13217,12955
13218,13006,13218,12956
13219,13007,13219,12957
13220,13008,13220,12958
13221,13009,13221,12959
13222,13010,13222,12960
13223,13011,13223,12961
13224,13012,13224,12962
13225,13013,13225,12963
13226,13014,13226,12964
13227,13015,13227,12965
13228,13016,13228,12966
13229,13017,13229,12967
13230,13018,13230,12968
13231,13019,13231,12969
13232,13020,13232,12970
13233,13021,13233,12971
13234,13022,13234,12972
13235,13023,13235,12973
13236,13024,13236,12974
13237,13026,13237,12975
13238,13027,13238,12976
13239,13028,13239,12977
13240,13029,13240,12978
13241,13030,13241,12979
13242,13031,13242,12980
13243,13032,13243,12981
13244,13033,13244,12982
13245,13034,13245,12983
13246,13035,13246,12984
13247,13036,13247,12985
13248,13037,13248,12986
13249,13038,13249,12987
13250,13039,13250,12988
13251,13040,13251,12989
13252,13041,13252,12990
13253,13042,13253,12991
13254,13043,13254,12992
13255,13044,13255,12994
13256,13045,13256,12995
13257,13046,13257,12996
13258,13047,13258,12997
13259,13048,13259,12998
13260,13049,13260,12999
13261,13050,13261,13000
13262,13051,13262,13001
13263,13052,13263,13002
13264,13053,13264,13003
13265,13054,13265,13004
13266,13055,13266,13005
13267,13056,13267,13006
13268,13057,13268,13007
13269,13058,13269,13008
13270,13059,13270,13009
13271,13060,13271,13010
13272,13061,13272,13011
13273,13062,13273,13012
13274,13063,13274,13013
13275,13064,13275,13014
13276,13065,13276,13015
13277,13066,13277,13016
13278,13067,13278,13017
13279,13068,13279,13018
13280,13069,13280,13019
13281,13070,13281,13020
13282,13071,13282,13021
13283,13072,13283,13022
13284,13073,13284,13023
13285,13074,13285,13024
13286,13075,13286,13025
13287,13076,13287,13026
13288,13077,13288,13027
13289,13078,13289,13028
13290,13079,13290,13029
13291,13080,13291,13030
13292,13081,13292,13031
13293,13082,13293,13032
13294,13083,13294,13033
13295,13084,13295,13034
13296,13085,13296,13035
13297,13086,13297,13036
13298,13087,13298,13038
13299,13088,13299,13039
13300,13090,13300,13040
13301,13091,13301,13041
13302,13092,13302,13042
13303,13093,13303,13043
13304,13094,13304,13044
13305,13095,13305,13045
13306,13096,13306,13046
13307,13097,13307,13047
13308,13098,13308,13048
13309,13099,13309,13049
13310,13100,13310,13050
13311,13101,13311,13051
13312,13102,13312,13052
13313,13103,13313,13053
13314,13104,13314,13054
13315,13105,13315,13055
13316,13106,13316,13056
13317,13107,13317,13057
13318,13108,13318,13058
13319,13109,13319,13059
13320,13110,13320,13060
13321,13111,13321,13061
13322,13112,13322,13062
13323,13113,13323,13063
13324,13114,13324,13064
13325,13115,13325,13065
13326,13116,13326,13066
13327,13117,13327,13067
13328,13118,13328,13068
13329,13119,13329,13069
13330,13120,13330,13070
13331,13121,13331,13071
13332,13122,13332,13072
13333,13123,13333,13073
13334,13124,13334,13074
13335,13125,13335,13075
13336,13126,13336,13076
13337,13127,13337,13077
13338,13128,13338,13078
13339,13129,13339,13079
13340,13130,13340,13080
13341,13131,13341,13082
13342,13132,13342,13083
13343,13133,13343,13084
13344,13134,13344,13085
13345,13135,13345,13086
13346,13136,13346,13087
13347,13137,13347,13088
13348,13138,13348,13089
13349,13139,13349,13090
13350,13140,13350,13091
13351,13141,13351,13092
13352,13142,13352,13093
13353,13143,13353,13094
13354,13144,13354,13095
13355,13145,13355,13096
13356,13146,13356,13097
13357,13147,13357,13098
13358,13148,13358,13099
13359,13149,13359,13100
13360,13150,13360,13101
13361,13151,13361,13102
13362,13152,13362,13103
13363,13153,13363,13104
13364,13155,13364,13105
13365,13156,13365,13106
13366,13157,13366,13107
13367,13158,13367,13108
13368,13159,13368,13109
13369,13160,13369,13110
13370,13161,13370,13111
13371,13162,13371,13112
13372,13163,13372,13113
13373,13164,13373,13114
13374,13165,13374,13115
13375,13166,13375,13116
13376,13167,13376,13117
13377,13168,13377,13118
13378,13169,13378,13119
13379,13170,13379,13120
13380,13171,13380,13121
13381,13172,13381,13122
13382,13173,13382,13123
13383,13174,13383,13124
13384,13175,13384,13126
13385,13176,13385,13127
13386,13177,13386,13128
13387,13178,13387,13129
13388,13179,13388,13130
13389,13180,13389,13131
13390,13181,13390,13132
13391,13182,13391,13133
13392,13183,13392,13134
13393,13184,13393,13135
13394,13185,13394,13136
13395,13186,13395,13137
13396,13187,13396,13138
13397,13188,13397,13139
13398,13189,13398,13140
13399,13190,13399,13141
13400,13191,13400,13142
13401,13192,13401,13143
13402,13193,13402,13144
13403,13194,13403,13145
13404,13195,13404,13146
13405,13196,13405,13147
13406,13197,13406,13148
13407,13198,13407,13149
13408,13199,13408,13150
13409,13200,13409,13151
13410,13201,13410,13152
13411,13202,13411,13153
13412,13203,13412,13154
13413,13204,13413,13155
13414,13205,13414,13156
13415,13206,13415,13157
13416,13207,13416,13158
13417,13208,13417,13159
13418,13209,13418,13160
13419,13210,13419,13161
13420,13211,13420,13162
13421,13212,13421,13163
13422,13213,13422,13164
13423,13214,13423,13165
13424,13215,13424,13166
13425,13216,13425,13167
13426,13217,13426,13168
13427,13218,13427,13170
13428,13219,13428,13171
13429,13221,13429,13172
13430,13222,13430,13173
13431,13223,13431,13174
13432,13224,13432,13175
13433,13225,13433,13176
13434,13226,13434,13177
13435,13227,13435,13178
13436,13228,13436,13179
13437,13229,13437,13180
13438,13230,13438,13181
13439,13231,13439,13182
13440,13232,13440,13183
13441,13233,13441,13184
13442,13234,13442,13185
13443,13235,13443,13186
13444,13236,13444,13187
13445,13237,13445,13188
13446,13238,13446,13189
13447,13239,13447,13190
13448,13240,13448,13191
13449,13241,13449,13192
13450,13242,13450,13193
13451,13243,13451,13194
13452,13244,13452,13195
13453,13245,13453,13196
13454,13246,13454,13197
13455,13247,13455,13198
13456,13248,13456,13199
13457,13249,13457,13200
13458,13250,13458,13201
13459,13251,13459,13202
13460,13252,13460,13203
13461,13253,13461,13204
13462,13254,13462,13205
13463,13255,13463,13206
13464,13256,13464,13207
13465,13257,13465,13208
13466,13258,13466,13209
13467,13259,13467,13210
13468,13260,13468,13211
13469,13261,13469,13212
13470,13262,13470,13214
13471,13263,13471,13215
13472,13264,13472,13216
13473,13265,13473,13217
13474,13266,13474,13218
13475,13267,13475,13219
13476,13268,13476,13220
13477,13269,13477,13221
13478,13270,13478,13222
13479,13271,13479,13223
13480,13272,13480,13224
13481,13273,13481,13225
13482,13274,13482,13226
13483,13275,13483,13227
13484,13276,13484,13228
13485,13277,13485,13229
13486,13278,13486,13230
13487,13279,13487,13231
13488,13280,13488,13232
13489,13281,13489,13233
13490,13282,13490,13234
13491,13283,13491,13235
13492,13284,13492,13236
13493,13286,13493,13237
13494,13287,13494,13238
13495,13288,13495,13239
13496,13289,13496,13240
13497,13290,13497,13241
13498,13291,13498,13242
13499,13292,13499,13243
13500,13293,13500,13244
13501,13294,13501,13245
13502,13295,13502,13246
13503,13296,13503,13247
13504,13297,13504,13248
13505,13298,13505,13249
13506,13299,13506,13250
13507,13300,13507,13251
13508,13301,13508,13252
13509,13302,13509,13253
13510,13303,13510,13254
13511,13304,13511,13255
13512,13305,13512,13256
13513,13306,13513,13257
13514,13307,13514,13259
13515,13308,13515,13260
13516,13309,13516,13261
13517,13310,13517,13262
13518,13311,13518,13263
13519,13312,13519,13264
13520,13313,13520,13265
13521,13314,13521,13266
13522,13315,13522,13267
13523,13316,13523,13268
13524,13317,13524,13269
13525,13318,13525,13270
13526,13319,13526,13271
13527,13320,13527,13272
