tempo,rootlocus,referencia,bode
0,0,0,0
3.1554e-30,0,3.1554e-30,0
0.00034112,-1.0194e-16,0.00034112,-7.3404e-17
0.00068224,-4.3957e-16,0.00068224,-3.1653e-16
0.0010234,-1.1541e-15,0.0010234,-8.3108e-16
0.0025117,-1.2745e-14,0.0025117,-9.1773e-15
0.004,-4.4891e-14,0.004,-3.2326e-14
0.0054883,-1.0893e-13,0.0054883,-7.8442e-14
0.0069767,-2.1673e-13,0.0069767,-1.5607e-13
0.011394,-9.5423e-13,0.011394,-6.8713e-13
0.015811,-2.4999e-12,0.015811,-1.8001e-12
0.020228,-5.1554e-12,0.020228,-3.7124e-12
0.024645,-9.2318e-12,0.024645,-6.6477e-12
0.068816,-2.4017e-10,0.068816,-1.7295e-10
0.11299,-9.6676e-10,0.11299,-6.9616e-10
0.15716,-2.484e-09,0.15716,-1.7887e-09
0.20133,-5.1002e-09,0.20133,-3.6726e-09
0.40907,-4.1238e-08,0.40907,-2.9695e-08
0.61681,-1.4024e-07,0.61681,-1.0098e-07
0.82454,-3.337e-07,0.82454,-2.403e-07
1,-5.9375e-07,1,-4.2756e-07
1,-5.9375e-07,1,-4.2756e-07
1,-5.9375e-07,1,-4.2756e-07
1.0411,-6.7187e-07,1.0411,-4.8381e-07
1.0823,-7.5619e-07,1.0823,-5.4453e-07
1.1234,-8.4706e-07,1.1234,-6.0996e-07
1.2255,-1.0995e-06,1.2255,-7.9178e-07
1.3276,-1.3954e-06,1.3276,-1.0048e-06
1.4297,-1.739e-06,1.4297,-1.2523e-06
1.5319,-2.1345e-06,1.5319,-1.537e-06
1.7145,-2.9815e-06,1.7145,-2.1469e-06
1.8971,-4.0256e-06,1.8971,-2.8988e-06
2.0797,-5.2871e-06,2.0797,-3.8072e-06
2.2623,-6.7861e-06,2.2623,-4.8866e-06
2.4449,-8.542e-06,2.4449,-6.1511e-06
2.8651,-1.3663e-05,2.8651,-9.839e-06
3.2852,-2.0481e-05,3.2852,-1.4748e-05
3.7054,-2.9223e-05,3.7054,-2.1043e-05
4.1255,-4.0112e-05,4.1255,-2.8885e-05
4.5457,-5.3366e-05,4.5457,-3.8429e-05
4.9658,-6.9198e-05,4.9658,-4.9829e-05
5.9658,-0.00011846,5.9658,-8.5303e-05
6.9658,-0.00018618,6.9658,-0.00013407
7.9658,-0.0002749,7.9658,-0.00019795
8.9658,-0.00038699,8.9658,-0.00027867
9.9658,-0.0005247,9.9658,-0.00037784
10.966,-0.00069011,10.966,-0.00049695
11.966,-0.00088519,11.966,-0.00063743
12.966,-0.0011118,12.966,-0.00080058
13.966,-0.0013715,13.966,-0.00098761
14.966,-0.0016659,14.966,-0.0011996
15.966,-0.0019965,15.966,-0.0014377
16.966,-0.0023646,16.966,-0.0017028
17.966,-0.0027713,17.966,-0.0019956
18.966,-0.0032177,18.966,-0.0023171
19.966,-0.0037048,19.966,-0.0026678
20.966,-0.0042334,20.966,-0.0030485
21.966,-0.0048042,21.966,-0.0034595
22.966,-0.0054179,22.966,-0.0039015
23.966,-0.006075,23.966,-0.0043747
24.966,-0.006776,24.966,-0.0048794
25.966,-0.0075211,25.966,-0.005416
26.966,-0.0083106,26.966,-0.0059845
27.966,-0.0091446,27.966,-0.0065851
28.966,-0.010023,28.966,-0.0072178
29.966,-0.010946,29.966,-0.0078825
30.966,-0.011914,30.966,-0.0085793
31.966,-0.012926,31.966,-0.0093079
32.966,-0.013981,32.966,-0.010068
33.966,-0.015081,33.966,-0.01086
34.966,-0.016223,34.966,-0.011682
35.966,-0.017408,35.966,-0.012536
36.966,-0.018635,36.966,-0.013419
37.966,-0.019903,37.966,-0.014332
38.966,-0.021212,38.966,-0.015275
39.966,-0.022561,39.966,-0.016246
40.966,-0.023948,40.966,-0.017245
41.966,-0.025374,41.966,-0.018272
42.966,-0.026836,42.966,-0.019325
43.966,-0.028334,43.966,-0.020404
44.966,-0.029868,44.966,-0.021508
45.966,-0.031434,45.966,-0.022636
46.966,-0.033034,46.966,-0.023788
47.966,-0.034664,47.966,-0.024962
48.966,-0.036324,48.966,-0.026157
49.966,-0.038013,49.966,-0.027373
50.966,-0.039728,50.966,-0.028608
51.966,-0.041469,51.966,-0.029862
52.966,-0.043234,52.966,-0.031132
53.966,-0.045021,53.966,-0.032419
54.966,-0.046828,54.966,-0.033721
55.966,-0.048655,55.966,-0.035036
56.966,-0.050499,56.966,-0.036364
57.966,-0.052359,57.966,-0.037703
58.966,-0.054232,58.966,-0.039052
59.966,-0.056117,59.966,-0.040409
60.966,-0.058013,60.966,-0.041774
61.966,-0.059916,61.966,-0.043145
62.966,-0.061825,62.966,-0.04452
63.966,-0.063739,63.966,-0.045897
64.966,-0.065655,64.966,-0.047277
65.966,-0.06757,65.966,-0.048656
66.966,-0.069484,66.966,-0.050034
67.966,-0.071394,67.966,-0.05141
68.966,-0.073298,68.966,-0.05278
69.966,-0.075193,69.966,-0.054145
70.966,-0.077077,70.966,-0.055501
71.966,-0.078948,71.966,-0.056849
72.966,-0.080805,72.966,-0.058186
73.966,-0.082644,73.966,-0.05951
74.966,-0.084463,74.966,-0.06082
75.966,-0.08626,75.966,-0.062114
76.966,-0.088033,76.966,-0.06339
77.966,-0.089778,77.966,-0.064647
78.966,-0.091495,78.966,-0.065883
79.966,-0.09318,79.966,-0.067096
80.966,-0.094831,80.966,-0.068285
81.966,-0.096445,81.966,-0.069447
82.966,-0.09802,82.966,-0.070581
83.966,-0.099554,83.966,-0.071686
84.966,-0.10104,84.966,-0.072758
85.966,-0.10249,85.966,-0.073797
86.966,-0.10388,86.966,-0.074801
87.966,-0.10522,87.966,-0.075767
88.966,-0.10651,88.966,-0.076694
89.966,-0.10774,89.966,-0.07758
90.966,-0.10891,90.966,-0.078423
91.966,-0.11002,91.966,-0.079221
92.966,-0.11106,92.966,-0.079973
93.966,-0.11204,93.966,-0.080675
94.966,-0.11294,94.966,-0.081328
95.966,-0.11378,95.966,-0.081927
96.966,-0.11453,96.966,-0.082473
97.966,-0.11521,97.966,-0.082961
98.966,-0.11581,98.966,-0.083392
99.966,-0.11632,99.966,-0.083762
100.97,-0.11675,100.97,-0.084069
101.97,-0.11709,101.97,-0.084313
102.97,-0.11734,102.97,-0.08449
103.97,-0.11749,103.97,-0.084598
104.97,-0.11754,104.97,-0.084637
105.97,-0.11749,105.97,-0.084603
106.97,-0.11734,106.97,-0.084494
107.97,-0.11708,107.97,-0.084309
108.97,-0.11672,108.97,-0.084046
109.97,-0.11624,109.97,-0.083702
110.97,-0.11565,110.97,-0.083276
111.97,-0.11494,111.97,-0.082765
112.97,-0.11411,112.97,-0.082167
113.97,-0.11315,113.97,-0.081481
114.97,-0.11208,114.97,-0.080704
115.97,-0.11087,115.97,-0.079835
116.97,-0.10953,116.97,-0.07887
117.97,-0.10805,117.97,-0.077809
118.97,-0.10644,118.97,-0.076648
119.97,-0.10469,119.97,-0.075387
120.97,-0.10279,120.97,-0.074022
121.97,-0.10075,121.97,-0.072552
122.97,-0.098558,122.97,-0.070975
123.97,-0.096215,123.97,-0.069288
124.97,-0.093716,124.97,-0.06749
125.97,-0.09106,125.97,-0.065578
126.97,-0.088244,126.97,-0.063551
127.97,-0.085264,127.97,-0.061406
128.97,-0.082117,128.97,-0.05914
129.97,-0.078801,129.97,-0.056753
130.97,-0.075312,130.97,-0.054242
131.97,-0.071648,131.97,-0.051605
132.97,-0.067806,132.97,-0.04884
133.97,-0.063783,133.97,-0.045944
134.97,-0.059576,134.97,-0.042915
135.97,-0.055182,135.97,-0.039752
136.97,-0.050598,136.97,-0.036453
137.97,-0.045821,137.97,-0.033014
138.97,-0.040849,138.97,-0.029435
139.97,-0.035677,139.97,-0.025713
140.97,-0.030305,140.97,-0.021846
141.97,-0.024727,141.97,-0.017831
142.97,-0.018943,142.97,-0.013667
143.97,-0.012948,143.97,-0.0093521
144.97,-0.0067396,144.97,-0.0048834
145.97,-0.00031522,145.97,-0.00025907
146.97,0.0063283,146.97,0.004523
147.97,0.013194,147.97,0.0094648
148.97,0.020284,148.97,0.014569
149.97,0.027603,149.97,0.019836
150.97,0.035152,150.97,0.02527
151.97,0.042934,151.97,0.030872
152.97,0.050954,152.97,0.036645
153.97,0.059213,153.97,0.042589
154.97,0.067714,154.97,0.048709
155.97,0.076461,155.97,0.055004
156.97,0.085455,156.97,0.061479
157.97,0.094701,157.97,0.068134
158.97,0.1042,158.97,0.074972
159.97,0.11396,159.97,0.081995
160.97,0.12397,160.97,0.089205
161.97,0.13425,161.97,0.096604
162.97,0.1448,162.97,0.10419
163.97,0.15561,163.97,0.11198
164.97,0.1667,164.97,0.11996
165.97,0.17806,165.97,0.12813
166.97,0.18969,166.97,0.13651
167.97,0.20161,167.97,0.14509
168.97,0.21381,168.97,0.15387
169.97,0.22629,169.97,0.16285
170.97,0.23907,170.97,0.17205
171.97,0.25213,171.97,0.18145
172.97,0.26549,172.97,0.19107
173.97,0.27915,173.97,0.2009
174.97,0.2931,174.97,0.21095
175.97,0.30736,175.97,0.22121
176.97,0.32193,176.97,0.23169
177.97,0.3368,177.97,0.2424
178.97,0.35199,178.97,0.25333
179.97,0.36749,179.97,0.26449
180.97,0.3833,180.97,0.27587
181.97,0.39944,181.97,0.28749
182.97,0.4159,182.97,0.29934
183.97,0.43268,183.97,0.31142
184.97,0.4498,184.97,0.32374
185.97,0.46724,185.97,0.33629
186.97,0.48502,186.97,0.34909
187.97,0.50313,187.97,0.36213
188.97,0.52159,188.97,0.37541
189.97,0.54039,189.97,0.38894
190.97,0.55953,190.97,0.40272
191.97,0.57902,191.97,0.41675
192.97,0.59886,192.97,0.43103
193.97,0.61905,193.97,0.44557
194.97,0.6396,194.97,0.46036
195.97,0.66051,195.97,0.47541
196.97,0.68178,196.97,0.49073
197.97,0.70342,197.97,0.5063
198.97,0.72542,198.97,0.52214
199.97,0.74779,199.97,0.53824
200.97,0.77054,200.97,0.55462
201.97,0.79366,201.97,0.57126
202.97,0.81716,202.97,0.58818
203.97,0.84104,203.97,0.60537
204.97,0.8653,204.97,0.62283
205.97,0.88995,205.97,0.64058
206.97,0.91499,206.97,0.6586
207.97,0.94042,207.97,0.67691
208.97,0.96625,208.97,0.6955
209.97,0.99247,209.97,0.71438
210.97,1.0191,210.97,0.73354
211.97,1.0461,211.97,0.753
212.97,1.0736,212.97,0.77275
213.97,1.1014,213.97,0.79279
214.97,1.1296,214.97,0.81312
215.97,1.1583,215.97,0.83376
216.97,1.1874,216.97,0.85469
217.97,1.2169,217.97,0.87593
218.97,1.2468,218.97,0.89746
219.97,1.2771,219.97,0.91931
220.97,1.3079,220.97,0.94146
221.97,1.3391,221.97,0.96392
222.97,1.3707,222.97,0.98669
223.97,1.4028,223.97,1.0098
224.97,1.4353,224.97,1.0332
225.97,1.4682,225.97,1.0569
226.97,1.5016,226.97,1.0809
227.97,1.5354,227.97,1.1053
228.97,1.5697,228.97,1.1299
229.97,1.6044,229.97,1.1549
230.97,1.6396,230.97,1.1803
231.97,1.6752,231.97,1.2059
232.97,1.7113,232.97,1.2319
233.97,1.7479,233.97,1.2582
234.97,1.7849,234.97,1.2849
235.97,1.8224,235.97,1.3119
236.97,1.8603,236.97,1.3392
237.97,1.8987,237.97,1.3668
238.97,1.9376,238.97,1.3948
239.97,1.977,239.97,1.4232
240.97,2.0168,240.97,1.4519
241.97,2.0571,241.97,1.4809
242.97,2.098,242.97,1.5103
243.97,2.1392,243.97,1.54
244.97,2.181,244.97,1.5701
245.97,2.2233,245.97,1.6005
246.97,2.2661,246.97,1.6313
247.97,2.3093,247.97,1.6625
248.97,2.3531,248.97,1.694
249.97,2.3973,249.97,1.7258
250.97,2.4421,250.97,1.7581
251.97,2.4874,251.97,1.7907
252.97,2.5331,252.97,1.8236
253.97,2.5794,253.97,1.857
254.97,2.6262,254.97,1.8907
255.97,2.6735,255.97,1.9247
256.97,2.7213,256.97,1.9592
257.97,2.7697,257.97,1.994
258.97,2.8186,258.97,2.0292
259.97,2.868,259.97,2.0648
260.97,2.9179,260.97,2.1007
261.97,2.9683,261.97,2.137
262.97,3.0193,262.97,2.1738
263.97,3.0708,263.97,2.2109
264.97,3.1229,264.97,2.2484
265.97,3.1755,265.97,2.2862
266.97,3.2286,266.97,2.3245
267.97,3.2823,267.97,2.3632
268.97,3.3365,268.97,2.4022
269.97,3.3913,269.97,2.4417
270.97,3.4466,270.97,2.4815
271.97,3.5025,271.97,2.5218
272.97,3.559,272.97,2.5624
273.97,3.616,273.97,2.6035
274.97,3.6735,274.97,2.6449
275.97,3.7316,275.97,2.6868
276.97,3.7903,276.97,2.7291
277.97,3.8496,277.97,2.7717
278.97,3.9094,278.97,2.8148
279.97,3.9698,279.97,2.8583
280.97,4.0307,280.97,2.9022
281.97,4.0923,281.97,2.9466
282.97,4.1544,282.97,2.9913
283.97,4.2171,283.97,3.0365
284.97,4.2804,284.97,3.0821
285.97,4.3443,285.97,3.1281
286.97,4.4087,286.97,3.1745
287.97,4.4738,287.97,3.2214
288.97,4.5394,288.97,3.2687
289.97,4.6056,289.97,3.3164
290.97,4.6725,290.97,3.3645
291.97,4.7399,291.97,3.4131
292.97,4.8079,292.97,3.4621
293.97,4.8766,293.97,3.5116
294.97,4.9458,294.97,3.5615
295.97,5.0157,295.97,3.6118
296.97,5.0861,296.97,3.6626
297.97,5.1572,297.97,3.7138
298.97,5.2289,298.97,3.7654
299.97,5.3012,299.97,3.8175
300.97,5.3741,300.97,3.8701
301.97,5.4476,301.97,3.9231
302.97,5.5218,302.97,3.9765
303.97,5.5966,303.97,4.0304
304.97,5.672,304.97,4.0847
305.97,5.7481,305.97,4.1395
306.97,5.8247,306.97,4.1948
307.97,5.9021,307.97,4.2505
308.97,5.98,308.97,4.3067
309.97,6.0586,309.97,4.3633
310.97,6.1378,310.97,4.4204
311.97,6.2177,311.97,4.478
312.97,6.2982,312.97,4.536
313.97,6.3794,313.97,4.5945
314.97,6.4612,314.97,4.6534
315.97,6.5436,315.97,4.7129
316.97,6.6267,316.97,4.7728
317.97,6.7105,317.97,4.8332
318.97,6.7949,318.97,4.894
319.97,6.88,319.97,4.9553
320.97,6.9658,320.97,5.0171
321.97,7.0522,321.97,5.0794
322.97,7.1392,322.97,5.1422
323.97,7.227,323.97,5.2054
324.97,7.3154,324.97,5.2692
325.97,7.4045,325.97,5.3334
326.97,7.4942,326.97,5.3981
327.97,7.5846,327.97,5.4633
328.97,7.6757,328.97,5.5289
329.97,7.7675,329.97,5.5951
330.97,7.86,330.97,5.6618
331.97,7.9531,331.97,5.7289
332.97,8.047,332.97,5.7966
333.97,8.1415,333.97,5.8647
334.97,8.2367,334.97,5.9334
335.97,8.3326,335.97,6.0025
336.97,8.4292,336.97,6.0722
337.97,8.5265,337.97,6.1423
338.97,8.6245,338.97,6.213
339.97,8.7231,339.97,6.2841
340.97,8.8225,340.97,6.3558
341.97,8.9226,341.97,6.428
342.97,9.0234,342.97,6.5006
343.97,9.1249,343.97,6.5738
344.97,9.2271,344.97,6.6475
345.97,9.33,345.97,6.7218
346.97,9.4337,346.97,6.7965
347.97,9.538,347.97,6.8718
348.97,9.6431,348.97,6.9475
349.97,9.7488,349.97,7.0238
350.97,9.8553,350.97,7.1006
351.97,9.9625,351.97,7.178
352.97,10.07,352.97,7.2558
353.97,10.179,353.97,7.3342
354.97,10.289,354.97,7.4131
355.97,10.399,355.97,7.4925
356.97,10.51,356.97,7.5725
357.97,10.621,357.97,7.653
358.97,10.733,358.97,7.734
359.97,10.846,359.97,7.8156
360.97,10.96,360.97,7.8977
361.97,11.075,361.97,7.9803
362.97,11.19,362.97,8.0635
363.97,11.306,363.97,8.1472
364.97,11.423,364.97,8.2314
365.97,11.54,365.97,8.3162
366.97,11.659,366.97,8.4016
367.97,11.778,367.97,8.4874
368.97,11.897,368.97,8.5739
369.97,12.018,369.97,8.6608
370.97,12.139,370.97,8.7483
371.97,12.261,371.97,8.8364
372.97,12.384,372.97,8.925
373.97,12.508,373.97,9.0142
374.97,12.632,374.97,9.1039
375.97,12.757,375.97,9.1942
376.97,12.883,376.97,9.285
377.97,13.009,377.97,9.3764
378.97,13.137,378.97,9.4684
379.97,13.265,379.97,9.5609
380.97,13.394,380.97,9.6539
381.97,13.524,381.97,9.7475
382.97,13.654,382.97,9.8417
383.97,13.785,383.97,9.9365
384.97,13.917,384.97,10.032
385.97,14.05,385.97,10.128
386.97,14.184,386.97,10.224
387.97,14.318,387.97,10.321
388.97,14.453,388.97,10.419
389.97,14.589,389.97,10.517
390.97,14.726,390.97,10.616
391.97,14.864,391.97,10.715
392.97,15.002,392.97,10.815
393.97,15.141,393.97,10.915
394.97,15.281,394.97,11.016
395.97,15.422,395.97,11.118
396.97,15.563,396.97,11.22
397.97,15.706,397.97,11.323
398.97,15.849,398.97,11.426
399.97,15.993,399.97,11.53
400.97,16.138,400.97,11.635
401.97,16.283,401.97,11.74
402.97,16.429,402.97,11.846
403.97,16.577,403.97,11.952
404.97,16.725,404.97,12.059
405.97,16.873,405.97,12.166
406.97,17.023,406.97,12.275
407.97,17.173,407.97,12.383
408.97,17.325,408.97,12.492
409.97,17.477,409.97,12.602
410.97,17.63,410.97,12.713
411.97,17.783,411.97,12.824
412.97,17.938,412.97,12.936
413.97,18.093,413.97,13.048
414.97,18.25,414.97,13.161
415.97,18.407,415.97,13.274
416.97,18.564,416.97,13.388
417.97,18.723,417.97,13.503
418.97,18.883,418.97,13.618
419.97,19.043,419.97,13.734
420.97,19.204,420.97,13.851
421.97,19.366,421.97,13.968
422.97,19.529,422.97,14.085
423.97,19.693,423.97,14.204
424.97,19.857,424.97,14.323
425.97,20.023,425.97,14.442
426.97,20.189,426.97,14.562
427.97,20.356,427.97,14.683
428.97,20.524,428.97,14.805
429.97,20.693,429.97,14.927
430.97,20.862,430.97,15.049
431.97,21.033,431.97,15.173
432.97,21.204,432.97,15.296
433.97,21.377,433.97,15.421
434.97,21.55,434.97,15.546
435.97,21.724,435.97,15.672
436.97,21.898,436.97,15.798
437.97,22.074,437.97,15.925
438.97,22.25,438.97,16.053
439.97,22.428,439.97,16.181
440.97,22.606,440.97,16.31
441.97,22.785,441.97,16.44
442.97,22.965,442.97,16.57
443.97,23.146,443.97,16.701
444.97,23.328,444.97,16.832
445.97,23.51,445.97,16.964
446.97,23.694,446.97,17.097
447.97,23.878,447.97,17.23
448.97,24.063,448.97,17.364
449.97,24.249,449.97,17.499
450.97,24.436,450.97,17.634
451.97,24.624,451.97,17.77
452.97,24.813,452.97,17.906
453.97,25.002,453.97,18.044
454.97,25.193,454.97,18.181
455.97,25.384,455.97,18.32
456.97,25.577,456.97,18.459
457.97,25.77,457.97,18.599
458.97,25.964,458.97,18.739
459.97,26.159,459.97,18.88
460.97,26.354,460.97,19.022
461.97,26.551,461.97,19.165
462.97,26.749,462.97,19.308
463.97,26.947,463.97,19.451
464.97,27.147,464.97,19.596
465.97,27.347,465.97,19.741
466.97,27.548,466.97,19.886
467.97,27.75,467.97,20.033
468.97,27.953,468.97,20.18
469.97,28.157,469.97,20.327
470.97,28.362,470.97,20.475
471.97,28.568,471.97,20.624
472.97,28.774,472.97,20.774
473.97,28.982,473.97,20.924
474.97,29.19,474.97,21.075
475.97,29.399,475.97,21.227
476.97,29.61,476.97,21.379
477.97,29.821,477.97,21.532
478.97,30.033,478.97,21.686
479.97,30.246,479.97,21.84
480.97,30.46,480.97,21.995
481.97,30.675,481.97,22.151
482.97,30.89,482.97,22.307
483.97,31.107,483.97,22.464
484.97,31.325,484.97,22.621
485.97,31.543,485.97,22.78
486.97,31.763,486.97,22.939
487.97,31.983,487.97,23.098
488.97,32.204,488.97,23.259
489.97,32.426,489.97,23.42
490.97,32.649,490.97,23.581
491.97,32.874,491.97,23.744
492.97,33.098,492.97,23.907
493.97,33.324,493.97,24.071
494.97,33.551,494.97,24.235
495.97,33.779,495.97,24.4
496.97,34.008,496.97,24.566
497.97,34.237,497.97,24.732
498.97,34.468,498.97,24.9
499.97,34.699,499.97,25.067
500.97,34.932,500.97,25.236
501.97,35.165,501.97,25.405
502.97,35.4,502.97,25.575
503.97,35.635,503.97,25.746
504.97,35.871,504.97,25.917
505.97,36.108,505.97,26.089
506.97,36.346,506.97,26.262
507.97,36.585,507.97,26.435
508.97,36.825,508.97,26.609
509.97,37.066,509.97,26.784
510.97,37.308,510.97,26.959
511.97,37.551,511.97,27.135
512.97,37.795,512.97,27.312
513.97,38.039,513.97,27.49
514.97,38.285,514.97,27.668
515.97,38.532,515.97,27.847
516.97,38.779,516.97,28.027
517.97,39.028,517.97,28.207
518.97,39.277,518.97,28.388
519.97,39.528,519.97,28.57
520.97,39.779,520.97,28.752
521.97,40.032,521.97,28.935
522.97,40.285,522.97,29.119
523.97,40.539,523.97,29.304
524.97,40.794,524.97,29.489
525.97,41.051,525.97,29.675
526.97,41.308,526.97,29.862
527.97,41.566,527.97,30.049
528.97,41.825,528.97,30.237
529.97,42.085,529.97,30.426
530.97,42.346,530.97,30.616
531.97,42.608,531.97,30.806
532.97,42.871,532.97,30.997
533.97,43.135,533.97,31.189
534.97,43.4,534.97,31.381
535.97,43.666,535.97,31.574
536.97,43.933,536.97,31.768
537.97,44.201,537.97,31.963
538.97,44.469,538.97,32.158
539.97,44.739,539.97,32.354
540.97,45.01,540.97,32.55
541.97,45.282,541.97,32.748
542.97,45.554,542.97,32.946
543.97,45.828,543.97,33.145
544.97,46.103,544.97,33.344
545.97,46.378,545.97,33.545
546.97,46.655,546.97,33.746
547.97,46.933,547.97,33.948
548.97,47.211,548.97,34.15
549.97,47.491,549.97,34.353
550.97,47.771,550.97,34.557
551.97,48.053,551.97,34.762
552.97,48.335,552.97,34.967
553.97,48.619,553.97,35.173
554.97,48.903,554.97,35.38
555.97,49.189,555.97,35.588
556.97,49.475,556.97,35.796
557.97,49.763,557.97,36.005
558.97,50.051,558.97,36.215
559.97,50.341,559.97,36.425
560.97,50.631,560.97,36.637
561.97,50.923,561.97,36.848
562.97,51.215,562.97,37.061
563.97,51.508,563.97,37.275
564.97,51.803,564.97,37.489
565.97,52.098,565.97,37.704
566.97,52.395,566.97,37.919
567.97,52.692,567.97,38.136
568.97,52.99,568.97,38.353
569.97,53.29,569.97,38.571
570.97,53.59,570.97,38.789
571.97,53.892,571.97,39.009
572.97,54.194,572.97,39.229
573.97,54.497,573.97,39.449
574.97,54.802,574.97,39.671
575.97,55.107,575.97,39.893
576.97,55.413,576.97,40.116
577.97,55.721,577.97,40.34
578.97,56.029,578.97,40.565
579.97,56.339,579.97,40.79
580.97,56.649,580.97,41.016
581.97,56.961,581.97,41.243
582.97,57.273,582.97,41.47
583.97,57.586,583.97,41.698
584.97,57.901,584.97,41.927
585.97,58.216,585.97,42.157
586.97,58.533,586.97,42.388
587.97,58.85,587.97,42.619
588.97,59.169,588.97,42.851
589.97,59.488,589.97,43.084
590.97,59.809,590.97,43.317
591.97,60.13,591.97,43.551
592.97,60.453,592.97,43.787
593.97,60.776,593.97,44.022
594.97,61.101,594.97,44.259
595.97,61.427,595.97,44.496
596.97,61.753,596.97,44.734
597.97,62.081,597.97,44.973
598.97,62.409,598.97,45.212
599.97,62.739,599.97,45.453
600.97,63.07,600.97,45.694
601.97,63.401,601.97,45.936
602.97,63.734,602.97,46.178
603.97,64.068,603.97,46.421
604.97,64.403,604.97,46.666
605.97,64.738,605.97,46.91
606.97,65.075,606.97,47.156
607.97,65.413,607.97,47.402
608.97,65.752,608.97,47.649
609.97,66.092,609.97,47.897
610.97,66.432,610.97,48.146
611.97,66.774,611.97,48.395
612.97,67.117,612.97,48.646
613.97,67.461,613.97,48.897
614.97,67.806,614.97,49.148
615.97,68.152,615.97,49.401
616.97,68.499,616.97,49.654
617.97,68.847,617.97,49.908
618.97,69.196,618.97,50.163
619.97,69.546,619.97,50.418
620.97,69.898,620.97,50.675
621.97,70.25,621.97,50.932
622.97,70.603,622.97,51.189
623.97,70.957,623.97,51.448
624.97,71.312,624.97,51.707
625.97,71.669,625.97,51.968
626.97,72.026,626.97,52.228
627.97,72.384,627.97,52.49
628.97,72.744,628.97,52.753
629.97,73.104,629.97,53.016
630.97,73.466,630.97,53.28
631.97,73.828,631.97,53.545
632.97,74.192,632.97,53.81
633.97,74.556,633.97,54.076
634.97,74.922,634.97,54.344
635.97,75.288,635.97,54.611
636.97,75.656,636.97,54.88
637.97,76.025,637.97,55.149
638.97,76.395,638.97,55.42
639.97,76.765,639.97,55.691
640.97,77.137,640.97,55.962
641.97,77.51,641.97,56.235
642.97,77.884,642.97,56.508
643.97,78.259,643.97,56.782
644.97,78.635,644.97,57.057
645.97,79.012,645.97,57.333
646.97,79.39,646.97,57.609
647.97,79.769,647.97,57.886
648.97,80.149,648.97,58.164
649.97,80.53,649.97,58.443
650.97,80.912,650.97,58.723
651.97,81.296,651.97,59.003
652.97,81.68,652.97,59.284
653.97,82.065,653.97,59.566
654.97,82.452,654.97,59.849
655.97,82.839,655.97,60.132
656.97,83.227,656.97,60.416
657.97,83.617,657.97,60.701
658.97,84.007,658.97,60.987
659.97,84.399,659.97,61.274
660.97,84.792,660.97,61.561
661.97,85.185,661.97,61.849
662.97,85.58,662.97,62.138
663.97,85.976,663.97,62.428
664.97,86.373,664.97,62.718
665.97,86.77,665.97,63.01
666.97,87.169,666.97,63.302
667.97,87.569,667.97,63.595
668.97,87.97,668.97,63.888
669.97,88.372,669.97,64.183
670.97,88.775,670.97,64.478
671.97,89.18,671.97,64.774
672.97,89.585,672.97,65.071
673.97,89.991,673.97,65.368
674.97,90.398,674.97,65.667
675.97,90.807,675.97,65.966
676.97,91.216,676.97,66.266
677.97,91.626,677.97,66.567
678.97,92.038,678.97,66.868
679.97,92.45,679.97,67.171
680.97,92.864,680.97,67.474
681.97,93.279,681.97,67.778
682.97,93.694,682.97,68.082
683.97,94.111,683.97,68.388
684.97,94.529,684.97,68.694
685.97,94.948,685.97,69.001
686.97,95.368,686.97,69.309
687.97,95.789,687.97,69.618
688.97,96.211,688.97,69.927
689.97,96.634,689.97,70.238
690.97,97.058,690.97,70.549
691.97,97.483,691.97,70.86
692.97,97.909,692.97,71.173
693.97,98.336,693.97,71.487
694.97,98.765,694.97,71.801
695.97,99.194,695.97,72.116
696.97,99.624,696.97,72.432
697.97,100.06,697.97,72.748
698.97,100.49,698.97,73.066
699.97,100.92,699.97,73.384
700.97,101.36,700.97,73.703
701.97,101.79,701.97,74.023
702.97,102.23,702.97,74.344
703.97,102.67,703.97,74.665
704.97,103.11,704.97,74.987
705.97,103.55,705.97,75.31
706.97,103.99,706.97,75.634
707.97,104.43,707.97,75.959
708.97,104.87,708.97,76.284
709.97,105.32,709.97,76.61
710.97,105.76,710.97,76.937
711.97,106.21,711.97,77.265
712.97,106.65,712.97,77.594
713.97,107.1,713.97,77.923
714.97,107.55,714.97,78.254
715.97,108,715.97,78.585
716.97,108.45,716.97,78.917
717.97,108.91,717.97,79.249
718.97,109.36,718.97,79.583
719.97,109.81,719.97,79.917
720.97,110.27,720.97,80.252
721.97,110.73,721.97,80.588
722.97,111.19,722.97,80.924
723.97,111.64,723.97,81.262
724.97,112.1,724.97,81.6
725.97,112.56,725.97,81.939
726.97,113.03,726.97,82.279
727.97,113.49,727.97,82.62
728.97,113.95,728.97,82.961
729.97,114.42,729.97,83.304
730.97,114.89,730.97,83.647
731.97,115.35,731.97,83.991
732.97,115.82,732.97,84.335
733.97,116.29,733.97,84.681
734.97,116.76,734.97,85.027
735.97,117.23,735.97,85.374
736.97,117.71,736.97,85.722
737.97,118.18,737.97,86.071
738.97,118.65,738.97,86.42
739.97,119.13,739.97,86.771
740.97,119.61,740.97,87.122
741.97,120.08,741.97,87.474
742.97,120.56,742.97,87.827
743.97,121.04,743.97,88.18
