tempo,kirootlocus,kibode,kiatrasobode,kiatrasorootlocus
3668.4,0.97689,0.96241,0.96235,0.97684
3668.5,0.97689,0.96241,0.96236,0.97684
3668.6,0.97688,0.96241,0.96236,0.97683
3668.7,0.97688,0.96241,0.96236,0.97683
3668.8,0.97688,0.96241,0.96236,0.97683
3668.9,0.97688,0.96242,0.96236,0.97683
3669,0.97687,0.96242,0.96236,0.97682
3669.1,0.97687,0.96242,0.96237,0.97682
3669.2,0.97687,0.96242,0.96237,0.97682
3669.3,0.97687,0.96242,0.96237,0.97682
3669.4,0.97686,0.96242,0.96237,0.97681
3669.5,0.97686,0.96243,0.96237,0.97681
3669.6,0.97686,0.96243,0.96237,0.97681
3669.7,0.97686,0.96243,0.96238,0.97681
3669.8,0.97685,0.96243,0.96238,0.9768
3669.9,0.97685,0.96243,0.96238,0.9768
3670,0.97685,0.96243,0.96238,0.9768
3670.1,0.97685,0.96243,0.96238,0.9768
3670.2,0.97684,0.96244,0.96238,0.97679
3670.3,0.97684,0.96244,0.96238,0.97679
3670.4,0.97684,0.96244,0.96239,0.97679
3670.5,0.97684,0.96244,0.96239,0.97679
3670.6,0.97683,0.96244,0.96239,0.97678
3670.7,0.97683,0.96244,0.96239,0.97678
3670.8,0.97683,0.96245,0.96239,0.97678
3670.9,0.97683,0.96245,0.96239,0.97678
3671,0.97682,0.96245,0.9624,0.97677
3671.1,0.97682,0.96245,0.9624,0.97677
3671.2,0.97682,0.96245,0.9624,0.97677
3671.3,0.97682,0.96245,0.9624,0.97677
3671.4,0.97681,0.96246,0.9624,0.97676
3671.5,0.97681,0.96246,0.9624,0.97676
3671.6,0.97681,0.96246,0.96241,0.97676
3671.7,0.97681,0.96246,0.96241,0.97676
3671.8,0.9768,0.96246,0.96241,0.97675
3671.9,0.9768,0.96246,0.96241,0.97675
3672,0.9768,0.96247,0.96241,0.97675
3672.1,0.9768,0.96247,0.96241,0.97675
3672.2,0.97679,0.96247,0.96242,0.97674
3672.3,0.97679,0.96247,0.96242,0.97674
3672.4,0.97679,0.96247,0.96242,0.97674
3672.5,0.97679,0.96247,0.96242,0.97674
3672.6,0.97678,0.96248,0.96242,0.97673
3672.7,0.97678,0.96248,0.96242,0.97673
3672.8,0.97678,0.96248,0.96243,0.97673
3672.9,0.97678,0.96248,0.96243,0.97673
3673,0.97677,0.96248,0.96243,0.97672
3673.1,0.97677,0.96248,0.96243,0.97672
3673.2,0.97677,0.96249,0.96243,0.97672
3673.3,0.97677,0.96249,0.96243,0.97672
3673.4,0.97676,0.96249,0.96244,0.97671
3673.5,0.97676,0.96249,0.96244,0.97671
3673.6,0.97676,0.96249,0.96244,0.97671
3673.7,0.97676,0.96249,0.96244,0.97671
3673.8,0.97675,0.9625,0.96244,0.9767
3673.9,0.97675,0.9625,0.96244,0.9767
3674,0.97675,0.9625,0.96245,0.9767
3674.1,0.97675,0.9625,0.96245,0.9767
3674.2,0.97674,0.9625,0.96245,0.97669
3674.3,0.97674,0.9625,0.96245,0.97669
3674.4,0.97674,0.96251,0.96245,0.97669
3674.5,0.97674,0.96251,0.96245,0.97669
3674.6,0.97673,0.96251,0.96246,0.97668
3674.7,0.97673,0.96251,0.96246,0.97668
3674.8,0.97673,0.96251,0.96246,0.97668
3674.9,0.97673,0.96251,0.96246,0.97668
3675,0.97672,0.96252,0.96246,0.97668
3675.1,0.97672,0.96252,0.96246,0.97667
3675.2,0.97672,0.96252,0.96247,0.97667
3675.3,0.97672,0.96252,0.96247,0.97667
3675.4,0.97671,0.96252,0.96247,0.97667
3675.5,0.97671,0.96252,0.96247,0.97666
3675.6,0.97671,0.96253,0.96247,0.97666
3675.7,0.97671,0.96253,0.96248,0.97666
3675.8,0.9767,0.96253,0.96248,0.97666
3675.9,0.9767,0.96253,0.96248,0.97665
3676,0.9767,0.96253,0.96248,0.97665
3676.1,0.9767,0.96253,0.96248,0.97665
3676.2,0.97669,0.96254,0.96248,0.97665
3676.3,0.97669,0.96254,0.96249,0.97664
3676.4,0.97669,0.96254,0.96249,0.97664
3676.5,0.97669,0.96254,0.96249,0.97664
3676.6,0.97668,0.96254,0.96249,0.97664
3676.7,0.97668,0.96254,0.96249,0.97663
3676.8,0.97668,0.96255,0.96249,0.97663
3676.9,0.97668,0.96255,0.9625,0.97663
3677,0.97667,0.96255,0.9625,0.97663
3677.1,0.97667,0.96255,0.9625,0.97662
3677.2,0.97667,0.96255,0.9625,0.97662
3677.3,0.97667,0.96255,0.9625,0.97662
3677.4,0.97667,0.96256,0.9625,0.97662
3677.5,0.97666,0.96256,0.96251,0.97661
3677.6,0.97666,0.96256,0.96251,0.97661
3677.7,0.97666,0.96256,0.96251,0.97661
3677.8,0.97666,0.96256,0.96251,0.97661
3677.9,0.97665,0.96257,0.96251,0.9766
3678,0.97665,0.96257,0.96251,0.9766
3678.1,0.97665,0.96257,0.96252,0.9766
3678.2,0.97665,0.96257,0.96252,0.9766
3678.3,0.97664,0.96257,0.96252,0.9766
3678.4,0.97664,0.96257,0.96252,0.97659
3678.5,0.97664,0.96258,0.96252,0.97659
3678.6,0.97664,0.96258,0.96252,0.97659
3678.7,0.97663,0.96258,0.96253,0.97659
3678.8,0.97663,0.96258,0.96253,0.97658
3678.9,0.97663,0.96258,0.96253,0.97658
3679,0.97663,0.96258,0.96253,0.97658
3679.1,0.97662,0.96259,0.96253,0.97658
3679.2,0.97662,0.96259,0.96254,0.97657
3679.3,0.97662,0.96259,0.96254,0.97657
3679.4,0.97662,0.96259,0.96254,0.97657
3679.5,0.97661,0.96259,0.96254,0.97657
3679.6,0.97661,0.96259,0.96254,0.97656
3679.7,0.97661,0.9626,0.96254,0.97656
3679.8,0.97661,0.9626,0.96255,0.97656
3679.9,0.97661,0.9626,0.96255,0.97656
3680,0.9766,0.9626,0.96255,0.97655
3680.1,0.9766,0.9626,0.96255,0.97655
3680.2,0.9766,0.9626,0.96255,0.97655
3680.3,0.9766,0.96261,0.96255,0.97655
3680.4,0.97659,0.96261,0.96256,0.97654
3680.5,0.97659,0.96261,0.96256,0.97654
3680.6,0.97659,0.96261,0.96256,0.97654
3680.7,0.97659,0.96261,0.96256,0.97654
3680.8,0.97658,0.96262,0.96256,0.97654
3680.9,0.97658,0.96262,0.96257,0.97653
3681,0.97658,0.96262,0.96257,0.97653
3681.1,0.97658,0.96262,0.96257,0.97653
3681.2,0.97657,0.96262,0.96257,0.97653
3681.3,0.97657,0.96262,0.96257,0.97652
3681.4,0.97657,0.96263,0.96257,0.97652
3681.5,0.97657,0.96263,0.96258,0.97652
3681.6,0.97656,0.96263,0.96258,0.97652
3681.7,0.97656,0.96263,0.96258,0.97651
3681.8,0.97656,0.96263,0.96258,0.97651
3681.9,0.97656,0.96263,0.96258,0.97651
3682,0.97656,0.96264,0.96258,0.97651
3682.1,0.97655,0.96264,0.96259,0.9765
3682.2,0.97655,0.96264,0.96259,0.9765
3682.3,0.97655,0.96264,0.96259,0.9765
3682.4,0.97655,0.96264,0.96259,0.9765
3682.5,0.97654,0.96265,0.96259,0.9765
3682.6,0.97654,0.96265,0.9626,0.97649
3682.7,0.97654,0.96265,0.9626,0.97649
3682.8,0.97654,0.96265,0.9626,0.97649
3682.9,0.97653,0.96265,0.9626,0.97649
3683,0.97653,0.96265,0.9626,0.97648
3683.1,0.97653,0.96266,0.9626,0.97648
3683.2,0.97653,0.96266,0.96261,0.97648
3683.3,0.97652,0.96266,0.96261,0.97648
3683.4,0.97652,0.96266,0.96261,0.97647
3683.5,0.97652,0.96266,0.96261,0.97647
3683.6,0.97652,0.96267,0.96261,0.97647
3683.7,0.97652,0.96267,0.96262,0.97647
3683.8,0.97651,0.96267,0.96262,0.97646
3683.9,0.97651,0.96267,0.96262,0.97646
3684,0.97651,0.96267,0.96262,0.97646
3684.1,0.97651,0.96267,0.96262,0.97646
3684.2,0.9765,0.96268,0.96262,0.97646
3684.3,0.9765,0.96268,0.96263,0.97645
3684.4,0.9765,0.96268,0.96263,0.97645
3684.5,0.9765,0.96268,0.96263,0.97645
3684.6,0.97649,0.96268,0.96263,0.97645
3684.7,0.97649,0.96268,0.96263,0.97644
3684.8,0.97649,0.96269,0.96264,0.97644
3684.9,0.97649,0.96269,0.96264,0.97644
3685,0.97649,0.96269,0.96264,0.97644
3685.1,0.97648,0.96269,0.96264,0.97643
3685.2,0.97648,0.96269,0.96264,0.97643
3685.3,0.97648,0.9627,0.96264,0.97643
3685.4,0.97648,0.9627,0.96265,0.97643
3685.5,0.97647,0.9627,0.96265,0.97643
3685.6,0.97647,0.9627,0.96265,0.97642
3685.7,0.97647,0.9627,0.96265,0.97642
3685.8,0.97647,0.9627,0.96265,0.97642
3685.9,0.97646,0.96271,0.96266,0.97642
3686,0.97646,0.96271,0.96266,0.97641
3686.1,0.97646,0.96271,0.96266,0.97641
3686.2,0.97646,0.96271,0.96266,0.97641
3686.3,0.97646,0.96271,0.96266,0.97641
3686.4,0.97645,0.96272,0.96266,0.9764
3686.5,0.97645,0.96272,0.96267,0.9764
3686.6,0.97645,0.96272,0.96267,0.9764
3686.7,0.97645,0.96272,0.96267,0.9764
3686.8,0.97644,0.96272,0.96267,0.9764
3686.9,0.97644,0.96272,0.96267,0.97639
3687,0.97644,0.96273,0.96268,0.97639
3687.1,0.97644,0.96273,0.96268,0.97639
3687.2,0.97643,0.96273,0.96268,0.97639
3687.3,0.97643,0.96273,0.96268,0.97638
3687.4,0.97643,0.96273,0.96268,0.97638
3687.5,0.97643,0.96274,0.96268,0.97638
3687.6,0.97643,0.96274,0.96269,0.97638
3687.7,0.97642,0.96274,0.96269,0.97637
3687.8,0.97642,0.96274,0.96269,0.97637
3687.9,0.97642,0.96274,0.96269,0.97637
3688,0.97642,0.96274,0.96269,0.97637
3688.1,0.97641,0.96275,0.9627,0.97637
3688.2,0.97641,0.96275,0.9627,0.97636
3688.3,0.97641,0.96275,0.9627,0.97636
3688.4,0.97641,0.96275,0.9627,0.97636
3688.5,0.9764,0.96275,0.9627,0.97636
3688.6,0.9764,0.96276,0.9627,0.97635
3688.7,0.9764,0.96276,0.96271,0.97635
3688.8,0.9764,0.96276,0.96271,0.97635
3688.9,0.9764,0.96276,0.96271,0.97635
3689,0.97639,0.96276,0.96271,0.97635
3689.1,0.97639,0.96277,0.96271,0.97634
3689.2,0.97639,0.96277,0.96272,0.97634
3689.3,0.97639,0.96277,0.96272,0.97634
3689.4,0.97638,0.96277,0.96272,0.97634
3689.5,0.97638,0.96277,0.96272,0.97633
3689.6,0.97638,0.96277,0.96272,0.97633
3689.7,0.97638,0.96278,0.96273,0.97633
3689.8,0.97638,0.96278,0.96273,0.97633
3689.9,0.97637,0.96278,0.96273,0.97633
3690,0.97637,0.96278,0.96273,0.97632
3690.1,0.97637,0.96278,0.96273,0.97632
3690.2,0.97637,0.96279,0.96273,0.97632
3690.3,0.97636,0.96279,0.96274,0.97632
3690.4,0.97636,0.96279,0.96274,0.97631
3690.5,0.97636,0.96279,0.96274,0.97631
3690.6,0.97636,0.96279,0.96274,0.97631
3690.7,0.97636,0.9628,0.96274,0.97631
3690.8,0.97635,0.9628,0.96275,0.9763
3690.9,0.97635,0.9628,0.96275,0.9763
3691,0.97635,0.9628,0.96275,0.9763
3691.1,0.97635,0.9628,0.96275,0.9763
3691.2,0.97634,0.9628,0.96275,0.9763
3691.3,0.97634,0.96281,0.96276,0.97629
3691.4,0.97634,0.96281,0.96276,0.97629
3691.5,0.97634,0.96281,0.96276,0.97629
3691.6,0.97633,0.96281,0.96276,0.97629
3691.7,0.97633,0.96281,0.96276,0.97628
3691.8,0.97633,0.96282,0.96277,0.97628
3691.9,0.97633,0.96282,0.96277,0.97628
3692,0.97633,0.96282,0.96277,0.97628
3692.1,0.97632,0.96282,0.96277,0.97628
3692.2,0.97632,0.96282,0.96277,0.97627
3692.3,0.97632,0.96283,0.96277,0.97627
3692.4,0.97632,0.96283,0.96278,0.97627
3692.5,0.97631,0.96283,0.96278,0.97627
3692.6,0.97631,0.96283,0.96278,0.97626
3692.7,0.97631,0.96283,0.96278,0.97626
3692.8,0.97631,0.96283,0.96278,0.97626
3692.9,0.97631,0.96284,0.96279,0.97626
3693,0.9763,0.96284,0.96279,0.97626
3693.1,0.9763,0.96284,0.96279,0.97625
3693.2,0.9763,0.96284,0.96279,0.97625
3693.3,0.9763,0.96284,0.96279,0.97625
3693.4,0.97629,0.96285,0.9628,0.97625
3693.5,0.97629,0.96285,0.9628,0.97624
3693.6,0.97629,0.96285,0.9628,0.97624
3693.7,0.97629,0.96285,0.9628,0.97624
3693.8,0.97629,0.96285,0.9628,0.97624
3693.9,0.97628,0.96286,0.96281,0.97624
3694,0.97628,0.96286,0.96281,0.97623
3694.1,0.97628,0.96286,0.96281,0.97623
3694.2,0.97628,0.96286,0.96281,0.97623
3694.3,0.97627,0.96286,0.96281,0.97623
3694.4,0.97627,0.96287,0.96281,0.97623
3694.5,0.97627,0.96287,0.96282,0.97622
3694.6,0.97627,0.96287,0.96282,0.97622
3694.7,0.97627,0.96287,0.96282,0.97622
3694.8,0.97626,0.96287,0.96282,0.97622
3694.9,0.97626,0.96287,0.96282,0.97621
3695,0.97626,0.96288,0.96283,0.97621
3695.1,0.97626,0.96288,0.96283,0.97621
3695.2,0.97626,0.96288,0.96283,0.97621
3695.3,0.97625,0.96288,0.96283,0.97621
3695.4,0.97625,0.96288,0.96283,0.9762
3695.5,0.97625,0.96289,0.96284,0.9762
3695.6,0.97625,0.96289,0.96284,0.9762
3695.7,0.97624,0.96289,0.96284,0.9762
3695.8,0.97624,0.96289,0.96284,0.97619
3695.9,0.97624,0.96289,0.96284,0.97619
3696,0.97624,0.9629,0.96285,0.97619
3696.1,0.97624,0.9629,0.96285,0.97619
3696.2,0.97623,0.9629,0.96285,0.97619
3696.3,0.97623,0.9629,0.96285,0.97618
3696.4,0.97623,0.9629,0.96285,0.97618
3696.5,0.97623,0.96291,0.96286,0.97618
3696.6,0.97622,0.96291,0.96286,0.97618
3696.7,0.97622,0.96291,0.96286,0.97618
3696.8,0.97622,0.96291,0.96286,0.97617
3696.9,0.97622,0.96291,0.96286,0.97617
3697,0.97622,0.96292,0.96287,0.97617
3697.1,0.97621,0.96292,0.96287,0.97617
3697.2,0.97621,0.96292,0.96287,0.97616
3697.3,0.97621,0.96292,0.96287,0.97616
3697.4,0.97621,0.96292,0.96287,0.97616
3697.5,0.97621,0.96293,0.96288,0.97616
3697.6,0.9762,0.96293,0.96288,0.97616
3697.7,0.9762,0.96293,0.96288,0.97615
3697.8,0.9762,0.96293,0.96288,0.97615
3697.9,0.9762,0.96293,0.96288,0.97615
3698,0.97619,0.96294,0.96289,0.97615
3698.1,0.97619,0.96294,0.96289,0.97614
3698.2,0.97619,0.96294,0.96289,0.97614
3698.3,0.97619,0.96294,0.96289,0.97614
3698.4,0.97619,0.96294,0.96289,0.97614
3698.5,0.97618,0.96294,0.96289,0.97614
3698.6,0.97618,0.96295,0.9629,0.97613
3698.7,0.97618,0.96295,0.9629,0.97613
3698.8,0.97618,0.96295,0.9629,0.97613
3698.9,0.97618,0.96295,0.9629,0.97613
3699,0.97617,0.96295,0.9629,0.97613
3699.1,0.97617,0.96296,0.96291,0.97612
3699.2,0.97617,0.96296,0.96291,0.97612
3699.3,0.97617,0.96296,0.96291,0.97612
3699.4,0.97616,0.96296,0.96291,0.97612
3699.5,0.97616,0.96296,0.96291,0.97612
3699.6,0.97616,0.96297,0.96292,0.97611
3699.7,0.97616,0.96297,0.96292,0.97611
3699.8,0.97616,0.96297,0.96292,0.97611
3699.9,0.97615,0.96297,0.96292,0.97611
3700,0.97615,0.96297,0.96292,0.9761
3700.1,0.97615,0.96298,0.96293,0.9761
3700.2,0.97615,0.96298,0.96293,0.9761
3700.3,0.97615,0.96298,0.96293,0.9761
3700.4,0.97614,0.96298,0.96293,0.9761
3700.5,0.97614,0.96298,0.96293,0.97609
3700.6,0.97614,0.96299,0.96294,0.97609
3700.7,0.97614,0.96299,0.96294,0.97609
3700.8,0.97613,0.96299,0.96294,0.97609
3700.9,0.97613,0.96299,0.96294,0.97609
3701,0.97613,0.96299,0.96294,0.97608
3701.1,0.97613,0.963,0.96295,0.97608
3701.2,0.97613,0.963,0.96295,0.97608
3701.3,0.97612,0.963,0.96295,0.97608
3701.4,0.97612,0.963,0.96295,0.97607
3701.5,0.97612,0.963,0.96295,0.97607
3701.6,0.97612,0.96301,0.96296,0.97607
3701.7,0.97612,0.96301,0.96296,0.97607
3701.8,0.97611,0.96301,0.96296,0.97607
3701.9,0.97611,0.96301,0.96296,0.97606
3702,0.97611,0.96301,0.96296,0.97606
3702.1,0.97611,0.96302,0.96297,0.97606
3702.2,0.97611,0.96302,0.96297,0.97606
3702.3,0.9761,0.96302,0.96297,0.97606
3702.4,0.9761,0.96302,0.96297,0.97605
3702.5,0.9761,0.96302,0.96298,0.97605
3702.6,0.9761,0.96303,0.96298,0.97605
3702.7,0.97609,0.96303,0.96298,0.97605
3702.8,0.97609,0.96303,0.96298,0.97605
3702.9,0.97609,0.96303,0.96298,0.97604
3703,0.97609,0.96303,0.96299,0.97604
3703.1,0.97609,0.96304,0.96299,0.97604
3703.2,0.97608,0.96304,0.96299,0.97604
3703.3,0.97608,0.96304,0.96299,0.97604
3703.4,0.97608,0.96304,0.96299,0.97603
3703.5,0.97608,0.96304,0.963,0.97603
3703.6,0.97608,0.96305,0.963,0.97603
3703.7,0.97607,0.96305,0.963,0.97603
3703.8,0.97607,0.96305,0.963,0.97602
3703.9,0.97607,0.96305,0.963,0.97602
3704,0.97607,0.96305,0.96301,0.97602
3704.1,0.97607,0.96306,0.96301,0.97602
3704.2,0.97606,0.96306,0.96301,0.97602
3704.3,0.97606,0.96306,0.96301,0.97601
3704.4,0.97606,0.96306,0.96301,0.97601
3704.5,0.97606,0.96306,0.96302,0.97601
3704.6,0.97606,0.96307,0.96302,0.97601
3704.7,0.97605,0.96307,0.96302,0.97601
3704.8,0.97605,0.96307,0.96302,0.976
3704.9,0.97605,0.96307,0.96302,0.976
3705,0.97605,0.96308,0.96303,0.976
3705.1,0.97604,0.96308,0.96303,0.976
3705.2,0.97604,0.96308,0.96303,0.976
3705.3,0.97604,0.96308,0.96303,0.97599
3705.4,0.97604,0.96308,0.96303,0.97599
3705.5,0.97604,0.96309,0.96304,0.97599
3705.6,0.97603,0.96309,0.96304,0.97599
3705.7,0.97603,0.96309,0.96304,0.97599
3705.8,0.97603,0.96309,0.96304,0.97598
3705.9,0.97603,0.96309,0.96304,0.97598
3706,0.97603,0.9631,0.96305,0.97598
3706.1,0.97602,0.9631,0.96305,0.97598
3706.2,0.97602,0.9631,0.96305,0.97598
3706.3,0.97602,0.9631,0.96305,0.97597
3706.4,0.97602,0.9631,0.96305,0.97597
3706.5,0.97602,0.96311,0.96306,0.97597
3706.6,0.97601,0.96311,0.96306,0.97597
3706.7,0.97601,0.96311,0.96306,0.97597
3706.8,0.97601,0.96311,0.96306,0.97596
3706.9,0.97601,0.96311,0.96307,0.97596
3707,0.97601,0.96312,0.96307,0.97596
3707.1,0.976,0.96312,0.96307,0.97596
3707.2,0.976,0.96312,0.96307,0.97596
3707.3,0.976,0.96312,0.96307,0.97595
3707.4,0.976,0.96312,0.96308,0.97595
3707.5,0.976,0.96313,0.96308,0.97595
3707.6,0.97599,0.96313,0.96308,0.97595
3707.7,0.97599,0.96313,0.96308,0.97594
3707.8,0.97599,0.96313,0.96308,0.97594
3707.9,0.97599,0.96313,0.96309,0.97594
3708,0.97599,0.96314,0.96309,0.97594
3708.1,0.97598,0.96314,0.96309,0.97594
3708.2,0.97598,0.96314,0.96309,0.97593
3708.3,0.97598,0.96314,0.96309,0.97593
3708.4,0.97598,0.96315,0.9631,0.97593
3708.5,0.97598,0.96315,0.9631,0.97593
3708.6,0.97597,0.96315,0.9631,0.97593
3708.7,0.97597,0.96315,0.9631,0.97592
3708.8,0.97597,0.96315,0.9631,0.97592
3708.9,0.97597,0.96316,0.96311,0.97592
3709,0.97597,0.96316,0.96311,0.97592
3709.1,0.97596,0.96316,0.96311,0.97592
3709.2,0.97596,0.96316,0.96311,0.97591
3709.3,0.97596,0.96316,0.96312,0.97591
3709.4,0.97596,0.96317,0.96312,0.97591
3709.5,0.97596,0.96317,0.96312,0.97591
3709.6,0.97595,0.96317,0.96312,0.97591
3709.7,0.97595,0.96317,0.96312,0.9759
3709.8,0.97595,0.96317,0.96313,0.9759
3709.9,0.97595,0.96318,0.96313,0.9759
3710,0.97595,0.96318,0.96313,0.9759
3710.1,0.97594,0.96318,0.96313,0.9759
3710.2,0.97594,0.96318,0.96313,0.97589
3710.3,0.97594,0.96318,0.96314,0.97589
3710.4,0.97594,0.96319,0.96314,0.97589
3710.5,0.97594,0.96319,0.96314,0.97589
3710.6,0.97593,0.96319,0.96314,0.97589
3710.7,0.97593,0.96319,0.96314,0.97588
3710.8,0.97593,0.9632,0.96315,0.97588
3710.9,0.97593,0.9632,0.96315,0.97588
3711,0.97593,0.9632,0.96315,0.97588
3711.1,0.97592,0.9632,0.96315,0.97588
3711.2,0.97592,0.9632,0.96316,0.97587
3711.3,0.97592,0.96321,0.96316,0.97587
3711.4,0.97592,0.96321,0.96316,0.97587
3711.5,0.97592,0.96321,0.96316,0.97587
3711.6,0.97591,0.96321,0.96316,0.97587
3711.7,0.97591,0.96321,0.96317,0.97586
3711.8,0.97591,0.96322,0.96317,0.97586
3711.9,0.97591,0.96322,0.96317,0.97586
3712,0.97591,0.96322,0.96317,0.97586
3712.1,0.9759,0.96322,0.96317,0.97586
3712.2,0.9759,0.96323,0.96318,0.97586
3712.3,0.9759,0.96323,0.96318,0.97585
3712.4,0.9759,0.96323,0.96318,0.97585
3712.5,0.9759,0.96323,0.96318,0.97585
3712.6,0.97589,0.96323,0.96319,0.97585
3712.7,0.97589,0.96324,0.96319,0.97585
3712.8,0.97589,0.96324,0.96319,0.97584
3712.9,0.97589,0.96324,0.96319,0.97584
3713,0.97589,0.96324,0.96319,0.97584
3713.1,0.97588,0.96324,0.9632,0.97584
3713.2,0.97588,0.96325,0.9632,0.97584
3713.3,0.97588,0.96325,0.9632,0.97583
3713.4,0.97588,0.96325,0.9632,0.97583
3713.5,0.97588,0.96325,0.9632,0.97583
3713.6,0.97587,0.96325,0.96321,0.97583
3713.7,0.97587,0.96326,0.96321,0.97583
3713.8,0.97587,0.96326,0.96321,0.97582
3713.9,0.97587,0.96326,0.96321,0.97582
3714,0.97587,0.96326,0.96322,0.97582
3714.1,0.97586,0.96327,0.96322,0.97582
3714.2,0.97586,0.96327,0.96322,0.97582
3714.3,0.97586,0.96327,0.96322,0.97581
3714.4,0.97586,0.96327,0.96322,0.97581
3714.5,0.97586,0.96327,0.96323,0.97581
3714.6,0.97585,0.96328,0.96323,0.97581
3714.7,0.97585,0.96328,0.96323,0.97581
3714.8,0.97585,0.96328,0.96323,0.9758
3714.9,0.97585,0.96328,0.96323,0.9758
3715,0.97585,0.96329,0.96324,0.9758
3715.1,0.97585,0.96329,0.96324,0.9758
3715.2,0.97584,0.96329,0.96324,0.9758
3715.3,0.97584,0.96329,0.96324,0.97579
3715.4,0.97584,0.96329,0.96325,0.97579
3715.5,0.97584,0.9633,0.96325,0.97579
3715.6,0.97584,0.9633,0.96325,0.97579
3715.7,0.97583,0.9633,0.96325,0.97579
3715.8,0.97583,0.9633,0.96325,0.97579
3715.9,0.97583,0.9633,0.96326,0.97578
3716,0.97583,0.96331,0.96326,0.97578
3716.1,0.97583,0.96331,0.96326,0.97578
3716.2,0.97582,0.96331,0.96326,0.97578
3716.3,0.97582,0.96331,0.96327,0.97578
3716.4,0.97582,0.96332,0.96327,0.97577
3716.5,0.97582,0.96332,0.96327,0.97577
3716.6,0.97582,0.96332,0.96327,0.97577
3716.7,0.97581,0.96332,0.96327,0.97577
3716.8,0.97581,0.96332,0.96328,0.97577
3716.9,0.97581,0.96333,0.96328,0.97576
3717,0.97581,0.96333,0.96328,0.97576
3717.1,0.97581,0.96333,0.96328,0.97576
3717.2,0.9758,0.96333,0.96329,0.97576
3717.3,0.9758,0.96333,0.96329,0.97576
3717.4,0.9758,0.96334,0.96329,0.97575
3717.5,0.9758,0.96334,0.96329,0.97575
3717.6,0.9758,0.96334,0.96329,0.97575
3717.7,0.9758,0.96334,0.9633,0.97575
3717.8,0.97579,0.96335,0.9633,0.97575
3717.9,0.97579,0.96335,0.9633,0.97575
3718,0.97579,0.96335,0.9633,0.97574
3718.1,0.97579,0.96335,0.9633,0.97574
3718.2,0.97579,0.96335,0.96331,0.97574
3718.3,0.97578,0.96336,0.96331,0.97574
3718.4,0.97578,0.96336,0.96331,0.97574
3718.5,0.97578,0.96336,0.96331,0.97573
3718.6,0.97578,0.96336,0.96332,0.97573
3718.7,0.97578,0.96337,0.96332,0.97573
3718.8,0.97577,0.96337,0.96332,0.97573
3718.9,0.97577,0.96337,0.96332,0.97573
3719,0.97577,0.96337,0.96332,0.97572
3719.1,0.97577,0.96337,0.96333,0.97572
3719.2,0.97577,0.96338,0.96333,0.97572
3719.3,0.97576,0.96338,0.96333,0.97572
3719.4,0.97576,0.96338,0.96333,0.97572
3719.5,0.97576,0.96338,0.96334,0.97571
3719.6,0.97576,0.96339,0.96334,0.97571
3719.7,0.97576,0.96339,0.96334,0.97571
3719.8,0.97576,0.96339,0.96334,0.97571
3719.9,0.97575,0.96339,0.96334,0.97571
3720,0.97575,0.96339,0.96335,0.97571
3720.1,0.97575,0.9634,0.96335,0.9757
3720.2,0.97575,0.9634,0.96335,0.9757
3720.3,0.97575,0.9634,0.96335,0.9757
3720.4,0.97574,0.9634,0.96336,0.9757
3720.5,0.97574,0.96341,0.96336,0.9757
3720.6,0.97574,0.96341,0.96336,0.97569
3720.7,0.97574,0.96341,0.96336,0.97569
3720.8,0.97574,0.96341,0.96336,0.97569
3720.9,0.97574,0.96341,0.96337,0.97569
3721,0.97573,0.96342,0.96337,0.97569
3721.1,0.97573,0.96342,0.96337,0.97569
3721.2,0.97573,0.96342,0.96337,0.97568
3721.3,0.97573,0.96342,0.96338,0.97568
3721.4,0.97573,0.96343,0.96338,0.97568
3721.5,0.97572,0.96343,0.96338,0.97568
3721.6,0.97572,0.96343,0.96338,0.97568
3721.7,0.97572,0.96343,0.96338,0.97567
3721.8,0.97572,0.96343,0.96339,0.97567
3721.9,0.97572,0.96344,0.96339,0.97567
3722,0.97571,0.96344,0.96339,0.97567
3722.1,0.97571,0.96344,0.96339,0.97567
3722.2,0.97571,0.96344,0.9634,0.97566
3722.3,0.97571,0.96345,0.9634,0.97566
3722.4,0.97571,0.96345,0.9634,0.97566
3722.5,0.97571,0.96345,0.9634,0.97566
3722.6,0.9757,0.96345,0.9634,0.97566
3722.7,0.9757,0.96345,0.96341,0.97566
3722.8,0.9757,0.96346,0.96341,0.97565
3722.9,0.9757,0.96346,0.96341,0.97565
3723,0.9757,0.96346,0.96341,0.97565
3723.1,0.97569,0.96346,0.96342,0.97565
3723.2,0.97569,0.96347,0.96342,0.97565
3723.3,0.97569,0.96347,0.96342,0.97564
3723.4,0.97569,0.96347,0.96342,0.97564
3723.5,0.97569,0.96347,0.96343,0.97564
3723.6,0.97569,0.96347,0.96343,0.97564
3723.7,0.97568,0.96348,0.96343,0.97564
3723.8,0.97568,0.96348,0.96343,0.97564
3723.9,0.97568,0.96348,0.96343,0.97563
3724,0.97568,0.96348,0.96344,0.97563
3724.1,0.97568,0.96349,0.96344,0.97563
3724.2,0.97567,0.96349,0.96344,0.97563
3724.3,0.97567,0.96349,0.96344,0.97563
3724.4,0.97567,0.96349,0.96345,0.97562
3724.5,0.97567,0.96349,0.96345,0.97562
3724.6,0.97567,0.9635,0.96345,0.97562
