tempo,kirootlocus,kibode,kiatrasobode,kiatrasorootlocus
1667,1.1243,1.1858,1.186,1.1245
1667.1,1.1243,1.1858,1.186,1.1245
1667.2,1.1244,1.1858,1.186,1.1245
1667.3,1.1244,1.1858,1.186,1.1245
1667.4,1.1244,1.1858,1.186,1.1246
1667.5,1.1244,1.1858,1.186,1.1246
1667.6,1.1245,1.1858,1.186,1.1246
1667.7,1.1245,1.1859,1.1861,1.1246
1667.8,1.1245,1.1859,1.1861,1.1247
1667.9,1.1245,1.1859,1.1861,1.1247
1668,1.1246,1.1859,1.1861,1.1247
1668.1,1.1246,1.1859,1.1861,1.1247
1668.2,1.1246,1.1859,1.1861,1.1248
1668.3,1.1246,1.1859,1.1861,1.1248
1668.4,1.1247,1.186,1.1862,1.1248
1668.5,1.1247,1.186,1.1862,1.1248
1668.6,1.1247,1.186,1.1862,1.1249
1668.7,1.1247,1.186,1.1862,1.1249
1668.8,1.1248,1.186,1.1862,1.1249
1668.9,1.1248,1.186,1.1862,1.1249
1669,1.1248,1.186,1.1862,1.125
1669.1,1.1248,1.186,1.1863,1.125
1669.2,1.1249,1.1861,1.1863,1.125
1669.3,1.1249,1.1861,1.1863,1.125
1669.4,1.1249,1.1861,1.1863,1.1251
1669.5,1.1249,1.1861,1.1863,1.1251
1669.6,1.125,1.1861,1.1863,1.1251
1669.7,1.125,1.1861,1.1863,1.1251
1669.8,1.125,1.1861,1.1864,1.1251
1669.9,1.125,1.1862,1.1864,1.1252
1670,1.125,1.1862,1.1864,1.1252
1670.1,1.1251,1.1862,1.1864,1.1252
1670.2,1.1251,1.1862,1.1864,1.1252
1670.3,1.1251,1.1862,1.1864,1.1253
1670.4,1.1251,1.1862,1.1864,1.1253
1670.5,1.1252,1.1862,1.1865,1.1253
1670.6,1.1252,1.1863,1.1865,1.1253
1670.7,1.1252,1.1863,1.1865,1.1254
1670.8,1.1252,1.1863,1.1865,1.1254
1670.9,1.1253,1.1863,1.1865,1.1254
1671,1.1253,1.1863,1.1865,1.1254
1671.1,1.1253,1.1863,1.1865,1.1255
1671.2,1.1253,1.1863,1.1865,1.1255
1671.3,1.1254,1.1864,1.1866,1.1255
1671.4,1.1254,1.1864,1.1866,1.1255
1671.5,1.1254,1.1864,1.1866,1.1256
1671.6,1.1254,1.1864,1.1866,1.1256
1671.7,1.1255,1.1864,1.1866,1.1256
1671.8,1.1255,1.1864,1.1866,1.1256
1671.9,1.1255,1.1864,1.1866,1.1257
1672,1.1255,1.1865,1.1867,1.1257
1672.1,1.1256,1.1865,1.1867,1.1257
1672.2,1.1256,1.1865,1.1867,1.1257
1672.3,1.1256,1.1865,1.1867,1.1257
1672.4,1.1256,1.1865,1.1867,1.1258
1672.5,1.1256,1.1865,1.1867,1.1258
1672.6,1.1257,1.1865,1.1867,1.1258
1672.7,1.1257,1.1865,1.1868,1.1258
1672.8,1.1257,1.1866,1.1868,1.1259
1672.9,1.1257,1.1866,1.1868,1.1259
1673,1.1258,1.1866,1.1868,1.1259
1673.1,1.1258,1.1866,1.1868,1.1259
1673.2,1.1258,1.1866,1.1868,1.126
1673.3,1.1258,1.1866,1.1868,1.126
1673.4,1.1259,1.1866,1.1869,1.126
1673.5,1.1259,1.1867,1.1869,1.126
1673.6,1.1259,1.1867,1.1869,1.1261
1673.7,1.1259,1.1867,1.1869,1.1261
1673.8,1.126,1.1867,1.1869,1.1261
1673.9,1.126,1.1867,1.1869,1.1261
1674,1.126,1.1867,1.1869,1.1262
1674.1,1.126,1.1867,1.1869,1.1262
1674.2,1.1261,1.1868,1.187,1.1262
1674.3,1.1261,1.1868,1.187,1.1262
1674.4,1.1261,1.1868,1.187,1.1262
1674.5,1.1261,1.1868,1.187,1.1263
1674.6,1.1261,1.1868,1.187,1.1263
1674.7,1.1262,1.1868,1.187,1.1263
1674.8,1.1262,1.1868,1.187,1.1263
1674.9,1.1262,1.1868,1.1871,1.1264
1675,1.1262,1.1869,1.1871,1.1264
1675.1,1.1263,1.1869,1.1871,1.1264
1675.2,1.1263,1.1869,1.1871,1.1264
1675.3,1.1263,1.1869,1.1871,1.1265
1675.4,1.1263,1.1869,1.1871,1.1265
1675.5,1.1264,1.1869,1.1871,1.1265
1675.6,1.1264,1.1869,1.1871,1.1265
1675.7,1.1264,1.187,1.1872,1.1266
1675.8,1.1264,1.187,1.1872,1.1266
1675.9,1.1265,1.187,1.1872,1.1266
1676,1.1265,1.187,1.1872,1.1266
1676.1,1.1265,1.187,1.1872,1.1267
1676.2,1.1265,1.187,1.1872,1.1267
1676.3,1.1265,1.187,1.1872,1.1267
1676.4,1.1266,1.187,1.1873,1.1267
1676.5,1.1266,1.1871,1.1873,1.1267
1676.6,1.1266,1.1871,1.1873,1.1268
1676.7,1.1266,1.1871,1.1873,1.1268
1676.8,1.1267,1.1871,1.1873,1.1268
1676.9,1.1267,1.1871,1.1873,1.1268
1677,1.1267,1.1871,1.1873,1.1269
1677.1,1.1267,1.1871,1.1873,1.1269
1677.2,1.1268,1.1872,1.1874,1.1269
1677.3,1.1268,1.1872,1.1874,1.1269
1677.4,1.1268,1.1872,1.1874,1.127
1677.5,1.1268,1.1872,1.1874,1.127
1677.6,1.1269,1.1872,1.1874,1.127
1677.7,1.1269,1.1872,1.1874,1.127
1677.8,1.1269,1.1872,1.1874,1.1271
1677.9,1.1269,1.1872,1.1875,1.1271
1678,1.1269,1.1873,1.1875,1.1271
1678.1,1.127,1.1873,1.1875,1.1271
1678.2,1.127,1.1873,1.1875,1.1271
1678.3,1.127,1.1873,1.1875,1.1272
1678.4,1.127,1.1873,1.1875,1.1272
1678.5,1.1271,1.1873,1.1875,1.1272
1678.6,1.1271,1.1873,1.1875,1.1272
1678.7,1.1271,1.1873,1.1876,1.1273
1678.8,1.1271,1.1874,1.1876,1.1273
1678.9,1.1272,1.1874,1.1876,1.1273
1679,1.1272,1.1874,1.1876,1.1273
1679.1,1.1272,1.1874,1.1876,1.1274
1679.2,1.1272,1.1874,1.1876,1.1274
1679.3,1.1273,1.1874,1.1876,1.1274
1679.4,1.1273,1.1874,1.1876,1.1274
1679.5,1.1273,1.1875,1.1877,1.1274
1679.6,1.1273,1.1875,1.1877,1.1275
1679.7,1.1273,1.1875,1.1877,1.1275
1679.8,1.1274,1.1875,1.1877,1.1275
1679.9,1.1274,1.1875,1.1877,1.1275
1680,1.1274,1.1875,1.1877,1.1276
1680.1,1.1274,1.1875,1.1877,1.1276
1680.2,1.1275,1.1875,1.1878,1.1276
1680.3,1.1275,1.1876,1.1878,1.1276
1680.4,1.1275,1.1876,1.1878,1.1277
1680.5,1.1275,1.1876,1.1878,1.1277
1680.6,1.1276,1.1876,1.1878,1.1277
1680.7,1.1276,1.1876,1.1878,1.1277
1680.8,1.1276,1.1876,1.1878,1.1277
1680.9,1.1276,1.1876,1.1878,1.1278
1681,1.1276,1.1876,1.1879,1.1278
1681.1,1.1277,1.1877,1.1879,1.1278
1681.2,1.1277,1.1877,1.1879,1.1278
1681.3,1.1277,1.1877,1.1879,1.1279
1681.4,1.1277,1.1877,1.1879,1.1279
1681.5,1.1278,1.1877,1.1879,1.1279
1681.6,1.1278,1.1877,1.1879,1.1279
1681.7,1.1278,1.1877,1.1879,1.128
1681.8,1.1278,1.1877,1.188,1.128
1681.9,1.1279,1.1878,1.188,1.128
1682,1.1279,1.1878,1.188,1.128
1682.1,1.1279,1.1878,1.188,1.128
1682.2,1.1279,1.1878,1.188,1.1281
1682.3,1.1279,1.1878,1.188,1.1281
1682.4,1.128,1.1878,1.188,1.1281
1682.5,1.128,1.1878,1.188,1.1281
1682.6,1.128,1.1879,1.1881,1.1282
1682.7,1.128,1.1879,1.1881,1.1282
1682.8,1.1281,1.1879,1.1881,1.1282
1682.9,1.1281,1.1879,1.1881,1.1282
1683,1.1281,1.1879,1.1881,1.1283
1683.1,1.1281,1.1879,1.1881,1.1283
1683.2,1.1282,1.1879,1.1881,1.1283
1683.3,1.1282,1.1879,1.1881,1.1283
1683.4,1.1282,1.188,1.1882,1.1283
1683.5,1.1282,1.188,1.1882,1.1284
1683.6,1.1282,1.188,1.1882,1.1284
1683.7,1.1283,1.188,1.1882,1.1284
1683.8,1.1283,1.188,1.1882,1.1284
1683.9,1.1283,1.188,1.1882,1.1285
1684,1.1283,1.188,1.1882,1.1285
1684.1,1.1284,1.188,1.1882,1.1285
1684.2,1.1284,1.1881,1.1883,1.1285
1684.3,1.1284,1.1881,1.1883,1.1286
1684.4,1.1284,1.1881,1.1883,1.1286
1684.5,1.1284,1.1881,1.1883,1.1286
1684.6,1.1285,1.1881,1.1883,1.1286
1684.7,1.1285,1.1881,1.1883,1.1286
1684.8,1.1285,1.1881,1.1883,1.1287
1684.9,1.1285,1.1881,1.1883,1.1287
1685,1.1286,1.1882,1.1884,1.1287
1685.1,1.1286,1.1882,1.1884,1.1287
1685.2,1.1286,1.1882,1.1884,1.1288
1685.3,1.1286,1.1882,1.1884,1.1288
1685.4,1.1287,1.1882,1.1884,1.1288
1685.5,1.1287,1.1882,1.1884,1.1288
1685.6,1.1287,1.1882,1.1884,1.1288
1685.7,1.1287,1.1882,1.1884,1.1289
1685.8,1.1287,1.1883,1.1885,1.1289
1685.9,1.1288,1.1883,1.1885,1.1289
1686,1.1288,1.1883,1.1885,1.1289
1686.1,1.1288,1.1883,1.1885,1.129
1686.2,1.1288,1.1883,1.1885,1.129
1686.3,1.1289,1.1883,1.1885,1.129
1686.4,1.1289,1.1883,1.1885,1.129
1686.5,1.1289,1.1883,1.1885,1.1291
1686.6,1.1289,1.1883,1.1886,1.1291
1686.7,1.1289,1.1884,1.1886,1.1291
1686.8,1.129,1.1884,1.1886,1.1291
1686.9,1.129,1.1884,1.1886,1.1291
1687,1.129,1.1884,1.1886,1.1292
1687.1,1.129,1.1884,1.1886,1.1292
1687.2,1.1291,1.1884,1.1886,1.1292
1687.3,1.1291,1.1884,1.1886,1.1292
1687.4,1.1291,1.1884,1.1887,1.1293
1687.5,1.1291,1.1885,1.1887,1.1293
1687.6,1.1292,1.1885,1.1887,1.1293
1687.7,1.1292,1.1885,1.1887,1.1293
1687.8,1.1292,1.1885,1.1887,1.1293
1687.9,1.1292,1.1885,1.1887,1.1294
1688,1.1292,1.1885,1.1887,1.1294
1688.1,1.1293,1.1885,1.1887,1.1294
1688.2,1.1293,1.1885,1.1888,1.1294
1688.3,1.1293,1.1886,1.1888,1.1295
1688.4,1.1293,1.1886,1.1888,1.1295
1688.5,1.1294,1.1886,1.1888,1.1295
1688.6,1.1294,1.1886,1.1888,1.1295
1688.7,1.1294,1.1886,1.1888,1.1295
1688.8,1.1294,1.1886,1.1888,1.1296
1688.9,1.1294,1.1886,1.1888,1.1296
1689,1.1295,1.1886,1.1888,1.1296
1689.1,1.1295,1.1887,1.1889,1.1296
1689.2,1.1295,1.1887,1.1889,1.1297
1689.3,1.1295,1.1887,1.1889,1.1297
1689.4,1.1296,1.1887,1.1889,1.1297
1689.5,1.1296,1.1887,1.1889,1.1297
1689.6,1.1296,1.1887,1.1889,1.1297
1689.7,1.1296,1.1887,1.1889,1.1298
1689.8,1.1296,1.1887,1.1889,1.1298
1689.9,1.1297,1.1887,1.189,1.1298
1690,1.1297,1.1888,1.189,1.1298
1690.1,1.1297,1.1888,1.189,1.1299
1690.2,1.1297,1.1888,1.189,1.1299
1690.3,1.1298,1.1888,1.189,1.1299
1690.4,1.1298,1.1888,1.189,1.1299
1690.5,1.1298,1.1888,1.189,1.1299
1690.6,1.1298,1.1888,1.189,1.13
1690.7,1.1298,1.1888,1.189,1.13
1690.8,1.1299,1.1889,1.1891,1.13
1690.9,1.1299,1.1889,1.1891,1.13
1691,1.1299,1.1889,1.1891,1.1301
1691.1,1.1299,1.1889,1.1891,1.1301
1691.2,1.13,1.1889,1.1891,1.1301
1691.3,1.13,1.1889,1.1891,1.1301
1691.4,1.13,1.1889,1.1891,1.1301
1691.5,1.13,1.1889,1.1891,1.1302
1691.6,1.13,1.1889,1.1892,1.1302
1691.7,1.1301,1.189,1.1892,1.1302
1691.8,1.1301,1.189,1.1892,1.1302
1691.9,1.1301,1.189,1.1892,1.1303
1692,1.1301,1.189,1.1892,1.1303
1692.1,1.1302,1.189,1.1892,1.1303
1692.2,1.1302,1.189,1.1892,1.1303
1692.3,1.1302,1.189,1.1892,1.1303
1692.4,1.1302,1.189,1.1892,1.1304
1692.5,1.1302,1.1891,1.1893,1.1304
1692.6,1.1303,1.1891,1.1893,1.1304
1692.7,1.1303,1.1891,1.1893,1.1304
1692.8,1.1303,1.1891,1.1893,1.1305
1692.9,1.1303,1.1891,1.1893,1.1305
1693,1.1304,1.1891,1.1893,1.1305
1693.1,1.1304,1.1891,1.1893,1.1305
1693.2,1.1304,1.1891,1.1893,1.1305
1693.3,1.1304,1.1891,1.1894,1.1306
1693.4,1.1304,1.1892,1.1894,1.1306
1693.5,1.1305,1.1892,1.1894,1.1306
1693.6,1.1305,1.1892,1.1894,1.1306
1693.7,1.1305,1.1892,1.1894,1.1307
1693.8,1.1305,1.1892,1.1894,1.1307
1693.9,1.1306,1.1892,1.1894,1.1307
1694,1.1306,1.1892,1.1894,1.1307
1694.1,1.1306,1.1892,1.1894,1.1307
1694.2,1.1306,1.1892,1.1895,1.1308
1694.3,1.1306,1.1893,1.1895,1.1308
1694.4,1.1307,1.1893,1.1895,1.1308
1694.5,1.1307,1.1893,1.1895,1.1308
1694.6,1.1307,1.1893,1.1895,1.1309
1694.7,1.1307,1.1893,1.1895,1.1309
1694.8,1.1307,1.1893,1.1895,1.1309
1694.9,1.1308,1.1893,1.1895,1.1309
1695,1.1308,1.1893,1.1895,1.1309
1695.1,1.1308,1.1894,1.1896,1.131
1695.2,1.1308,1.1894,1.1896,1.131
1695.3,1.1309,1.1894,1.1896,1.131
1695.4,1.1309,1.1894,1.1896,1.131
1695.5,1.1309,1.1894,1.1896,1.1311
1695.6,1.1309,1.1894,1.1896,1.1311
1695.7,1.1309,1.1894,1.1896,1.1311
1695.8,1.131,1.1894,1.1896,1.1311
1695.9,1.131,1.1894,1.1897,1.1311
1696,1.131,1.1895,1.1897,1.1312
1696.1,1.131,1.1895,1.1897,1.1312
1696.2,1.1311,1.1895,1.1897,1.1312
1696.3,1.1311,1.1895,1.1897,1.1312
1696.4,1.1311,1.1895,1.1897,1.1312
1696.5,1.1311,1.1895,1.1897,1.1313
1696.6,1.1311,1.1895,1.1897,1.1313
1696.7,1.1312,1.1895,1.1897,1.1313
1696.8,1.1312,1.1895,1.1898,1.1313
1696.9,1.1312,1.1896,1.1898,1.1314
1697,1.1312,1.1896,1.1898,1.1314
1697.1,1.1312,1.1896,1.1898,1.1314
1697.2,1.1313,1.1896,1.1898,1.1314
1697.3,1.1313,1.1896,1.1898,1.1314
1697.4,1.1313,1.1896,1.1898,1.1315
1697.5,1.1313,1.1896,1.1898,1.1315
1697.6,1.1314,1.1896,1.1898,1.1315
1697.7,1.1314,1.1896,1.1899,1.1315
1697.8,1.1314,1.1897,1.1899,1.1316
1697.9,1.1314,1.1897,1.1899,1.1316
1698,1.1314,1.1897,1.1899,1.1316
1698.1,1.1315,1.1897,1.1899,1.1316
1698.2,1.1315,1.1897,1.1899,1.1316
1698.3,1.1315,1.1897,1.1899,1.1317
1698.4,1.1315,1.1897,1.1899,1.1317
1698.5,1.1316,1.1897,1.1899,1.1317
1698.6,1.1316,1.1897,1.19,1.1317
1698.7,1.1316,1.1898,1.19,1.1317
1698.8,1.1316,1.1898,1.19,1.1318
1698.9,1.1316,1.1898,1.19,1.1318
1699,1.1317,1.1898,1.19,1.1318
1699.1,1.1317,1.1898,1.19,1.1318
1699.2,1.1317,1.1898,1.19,1.1319
1699.3,1.1317,1.1898,1.19,1.1319
1699.4,1.1317,1.1898,1.19,1.1319
1699.5,1.1318,1.1898,1.1901,1.1319
1699.6,1.1318,1.1899,1.1901,1.1319
1699.7,1.1318,1.1899,1.1901,1.132
1699.8,1.1318,1.1899,1.1901,1.132
1699.9,1.1319,1.1899,1.1901,1.132
1700,1.1319,1.1899,1.1901,1.132
1700.1,1.1319,1.1899,1.1901,1.132
1700.2,1.1319,1.1899,1.1901,1.1321
1700.3,1.1319,1.1899,1.1901,1.1321
1700.4,1.132,1.1899,1.1901,1.1321
1700.5,1.132,1.19,1.1902,1.1321
1700.6,1.132,1.19,1.1902,1.1322
1700.7,1.132,1.19,1.1902,1.1322
1700.8,1.132,1.19,1.1902,1.1322
1700.9,1.1321,1.19,1.1902,1.1322
1701,1.1321,1.19,1.1902,1.1322
1701.1,1.1321,1.19,1.1902,1.1323
1701.2,1.1321,1.19,1.1902,1.1323
1701.3,1.1322,1.19,1.1902,1.1323
1701.4,1.1322,1.1901,1.1903,1.1323
1701.5,1.1322,1.1901,1.1903,1.1323
1701.6,1.1322,1.1901,1.1903,1.1324
1701.7,1.1322,1.1901,1.1903,1.1324
1701.8,1.1323,1.1901,1.1903,1.1324
1701.9,1.1323,1.1901,1.1903,1.1324
1702,1.1323,1.1901,1.1903,1.1324
1702.1,1.1323,1.1901,1.1903,1.1325
1702.2,1.1323,1.1901,1.1903,1.1325
1702.3,1.1324,1.1901,1.1904,1.1325
1702.4,1.1324,1.1902,1.1904,1.1325
1702.5,1.1324,1.1902,1.1904,1.1326
1702.6,1.1324,1.1902,1.1904,1.1326
1702.7,1.1324,1.1902,1.1904,1.1326
1702.8,1.1325,1.1902,1.1904,1.1326
1702.9,1.1325,1.1902,1.1904,1.1326
1703,1.1325,1.1902,1.1904,1.1327
1703.1,1.1325,1.1902,1.1904,1.1327
1703.2,1.1326,1.1902,1.1904,1.1327
1703.3,1.1326,1.1903,1.1905,1.1327
1703.4,1.1326,1.1903,1.1905,1.1327
1703.5,1.1326,1.1903,1.1905,1.1328
1703.6,1.1326,1.1903,1.1905,1.1328
1703.7,1.1327,1.1903,1.1905,1.1328
1703.8,1.1327,1.1903,1.1905,1.1328
1703.9,1.1327,1.1903,1.1905,1.1329
1704,1.1327,1.1903,1.1905,1.1329
1704.1,1.1327,1.1903,1.1905,1.1329
1704.2,1.1328,1.1903,1.1906,1.1329
1704.3,1.1328,1.1904,1.1906,1.1329
1704.4,1.1328,1.1904,1.1906,1.133
1704.5,1.1328,1.1904,1.1906,1.133
1704.6,1.1328,1.1904,1.1906,1.133
1704.7,1.1329,1.1904,1.1906,1.133
1704.8,1.1329,1.1904,1.1906,1.133
1704.9,1.1329,1.1904,1.1906,1.1331
1705,1.1329,1.1904,1.1906,1.1331
1705.1,1.133,1.1904,1.1906,1.1331
1705.2,1.133,1.1905,1.1907,1.1331
1705.3,1.133,1.1905,1.1907,1.1331
1705.4,1.133,1.1905,1.1907,1.1332
1705.5,1.133,1.1905,1.1907,1.1332
1705.6,1.1331,1.1905,1.1907,1.1332
1705.7,1.1331,1.1905,1.1907,1.1332
1705.8,1.1331,1.1905,1.1907,1.1332
1705.9,1.1331,1.1905,1.1907,1.1333
1706,1.1331,1.1905,1.1907,1.1333
1706.1,1.1332,1.1905,1.1908,1.1333
1706.2,1.1332,1.1906,1.1908,1.1333
1706.3,1.1332,1.1906,1.1908,1.1334
1706.4,1.1332,1.1906,1.1908,1.1334
1706.5,1.1332,1.1906,1.1908,1.1334
1706.6,1.1333,1.1906,1.1908,1.1334
1706.7,1.1333,1.1906,1.1908,1.1334
1706.8,1.1333,1.1906,1.1908,1.1335
1706.9,1.1333,1.1906,1.1908,1.1335
1707,1.1333,1.1906,1.1908,1.1335
1707.1,1.1334,1.1906,1.1909,1.1335
1707.2,1.1334,1.1907,1.1909,1.1335
1707.3,1.1334,1.1907,1.1909,1.1336
1707.4,1.1334,1.1907,1.1909,1.1336
1707.5,1.1335,1.1907,1.1909,1.1336
1707.6,1.1335,1.1907,1.1909,1.1336
1707.7,1.1335,1.1907,1.1909,1.1336
1707.8,1.1335,1.1907,1.1909,1.1337
1707.9,1.1335,1.1907,1.1909,1.1337
1708,1.1336,1.1907,1.1909,1.1337
1708.1,1.1336,1.1907,1.191,1.1337
1708.2,1.1336,1.1908,1.191,1.1337
1708.3,1.1336,1.1908,1.191,1.1338
1708.4,1.1336,1.1908,1.191,1.1338
1708.5,1.1337,1.1908,1.191,1.1338
1708.6,1.1337,1.1908,1.191,1.1338
1708.7,1.1337,1.1908,1.191,1.1339
1708.8,1.1337,1.1908,1.191,1.1339
1708.9,1.1337,1.1908,1.191,1.1339
1709,1.1338,1.1908,1.191,1.1339
1709.1,1.1338,1.1909,1.1911,1.1339
1709.2,1.1338,1.1909,1.1911,1.134
1709.3,1.1338,1.1909,1.1911,1.134
1709.4,1.1338,1.1909,1.1911,1.134
1709.5,1.1339,1.1909,1.1911,1.134
1709.6,1.1339,1.1909,1.1911,1.134
1709.7,1.1339,1.1909,1.1911,1.1341
1709.8,1.1339,1.1909,1.1911,1.1341
1709.9,1.1339,1.1909,1.1911,1.1341
1710,1.134,1.1909,1.1911,1.1341
1710.1,1.134,1.1909,1.1912,1.1341
1710.2,1.134,1.191,1.1912,1.1342
1710.3,1.134,1.191,1.1912,1.1342
1710.4,1.1341,1.191,1.1912,1.1342
1710.5,1.1341,1.191,1.1912,1.1342
1710.6,1.1341,1.191,1.1912,1.1342
1710.7,1.1341,1.191,1.1912,1.1343
1710.8,1.1341,1.191,1.1912,1.1343
1710.9,1.1342,1.191,1.1912,1.1343
1711,1.1342,1.191,1.1912,1.1343
1711.1,1.1342,1.191,1.1913,1.1343
1711.2,1.1342,1.1911,1.1913,1.1344
1711.3,1.1342,1.1911,1.1913,1.1344
1711.4,1.1343,1.1911,1.1913,1.1344
1711.5,1.1343,1.1911,1.1913,1.1344
1711.6,1.1343,1.1911,1.1913,1.1344
1711.7,1.1343,1.1911,1.1913,1.1345
1711.8,1.1343,1.1911,1.1913,1.1345
1711.9,1.1344,1.1911,1.1913,1.1345
1712,1.1344,1.1911,1.1913,1.1345
1712.1,1.1344,1.1911,1.1914,1.1345
1712.2,1.1344,1.1912,1.1914,1.1346
1712.3,1.1344,1.1912,1.1914,1.1346
1712.4,1.1345,1.1912,1.1914,1.1346
1712.5,1.1345,1.1912,1.1914,1.1346
1712.6,1.1345,1.1912,1.1914,1.1346
1712.7,1.1345,1.1912,1.1914,1.1347
1712.8,1.1345,1.1912,1.1914,1.1347
1712.9,1.1346,1.1912,1.1914,1.1347
1713,1.1346,1.1912,1.1914,1.1347
1713.1,1.1346,1.1912,1.1914,1.1348
1713.2,1.1346,1.1913,1.1915,1.1348
1713.3,1.1346,1.1913,1.1915,1.1348
1713.4,1.1347,1.1913,1.1915,1.1348
1713.5,1.1347,1.1913,1.1915,1.1348
1713.6,1.1347,1.1913,1.1915,1.1349
1713.7,1.1347,1.1913,1.1915,1.1349
1713.8,1.1347,1.1913,1.1915,1.1349
1713.9,1.1348,1.1913,1.1915,1.1349
1714,1.1348,1.1913,1.1915,1.1349
1714.1,1.1348,1.1913,1.1915,1.135
1714.2,1.1348,1.1913,1.1916,1.135
1714.3,1.1348,1.1914,1.1916,1.135
1714.4,1.1349,1.1914,1.1916,1.135
1714.5,1.1349,1.1914,1.1916,1.135
1714.6,1.1349,1.1914,1.1916,1.1351
1714.7,1.1349,1.1914,1.1916,1.1351
1714.8,1.1349,1.1914,1.1916,1.1351
1714.9,1.135,1.1914,1.1916,1.1351
1715,1.135,1.1914,1.1916,1.1351
1715.1,1.135,1.1914,1.1916,1.1352
1715.2,1.135,1.1914,1.1916,1.1352
1715.3,1.135,1.1915,1.1917,1.1352
1715.4,1.1351,1.1915,1.1917,1.1352
1715.5,1.1351,1.1915,1.1917,1.1352
1715.6,1.1351,1.1915,1.1917,1.1353
1715.7,1.1351,1.1915,1.1917,1.1353
1715.8,1.1351,1.1915,1.1917,1.1353
1715.9,1.1352,1.1915,1.1917,1.1353
1716,1.1352,1.1915,1.1917,1.1353
1716.1,1.1352,1.1915,1.1917,1.1354
1716.2,1.1352,1.1915,1.1917,1.1354
1716.3,1.1352,1.1915,1.1918,1.1354
1716.4,1.1353,1.1916,1.1918,1.1354
1716.5,1.1353,1.1916,1.1918,1.1354
1716.6,1.1353,1.1916,1.1918,1.1355
1716.7,1.1353,1.1916,1.1918,1.1355
1716.8,1.1353,1.1916,1.1918,1.1355
1716.9,1.1354,1.1916,1.1918,1.1355
1717,1.1354,1.1916,1.1918,1.1355
1717.1,1.1354,1.1916,1.1918,1.1356
1717.2,1.1354,1.1916,1.1918,1.1356
1717.3,1.1354,1.1916,1.1918,1.1356
1717.4,1.1355,1.1916,1.1919,1.1356
1717.5,1.1355,1.1917,1.1919,1.1356
1717.6,1.1355,1.1917,1.1919,1.1357
1717.7,1.1355,1.1917,1.1919,1.1357
1717.8,1.1355,1.1917,1.1919,1.1357
1717.9,1.1356,1.1917,1.1919,1.1357
1718,1.1356,1.1917,1.1919,1.1357
1718.1,1.1356,1.1917,1.1919,1.1358
1718.2,1.1356,1.1917,1.1919,1.1358
1718.3,1.1356,1.1917,1.1919,1.1358
1718.4,1.1357,1.1917,1.1919,1.1358
1718.5,1.1357,1.1917,1.192,1.1358
1718.6,1.1357,1.1918,1.192,1.1359
1718.7,1.1357,1.1918,1.192,1.1359
1718.8,1.1357,1.1918,1.192,1.1359
1718.9,1.1358,1.1918,1.192,1.1359
1719,1.1358,1.1918,1.192,1.1359
1719.1,1.1358,1.1918,1.192,1.1359
1719.2,1.1358,1.1918,1.192,1.136
1719.3,1.1358,1.1918,1.192,1.136
1719.4,1.1359,1.1918,1.192,1.136
1719.5,1.1359,1.1918,1.192,1.136
1719.6,1.1359,1.1918,1.1921,1.136
1719.7,1.1359,1.1919,1.1921,1.1361
1719.8,1.1359,1.1919,1.1921,1.1361
1719.9,1.136,1.1919,1.1921,1.1361
1720,1.136,1.1919,1.1921,1.1361
1720.1,1.136,1.1919,1.1921,1.1361
1720.2,1.136,1.1919,1.1921,1.1362
1720.3,1.136,1.1919,1.1921,1.1362
1720.4,1.1361,1.1919,1.1921,1.1362
1720.5,1.1361,1.1919,1.1921,1.1362
1720.6,1.1361,1.1919,1.1921,1.1362
1720.7,1.1361,1.1919,1.1922,1.1363
1720.8,1.1361,1.192,1.1922,1.1363
1720.9,1.1362,1.192,1.1922,1.1363
1721,1.1362,1.192,1.1922,1.1363
1721.1,1.1362,1.192,1.1922,1.1363
1721.2,1.1362,1.192,1.1922,1.1364
1721.3,1.1362,1.192,1.1922,1.1364
1721.4,1.1362,1.192,1.1922,1.1364
1721.5,1.1363,1.192,1.1922,1.1364
1721.6,1.1363,1.192,1.1922,1.1364
1721.7,1.1363,1.192,1.1922,1.1365
1721.8,1.1363,1.192,1.1922,1.1365
1721.9,1.1363,1.1921,1.1923,1.1365
1722,1.1364,1.1921,1.1923,1.1365
1722.1,1.1364,1.1921,1.1923,1.1365
1722.2,1.1364,1.1921,1.1923,1.1366
1722.3,1.1364,1.1921,1.1923,1.1366
1722.4,1.1364,1.1921,1.1923,1.1366
1722.5,1.1365,1.1921,1.1923,1.1366
1722.6,1.1365,1.1921,1.1923,1.1366
1722.7,1.1365,1.1921,1.1923,1.1367
1722.8,1.1365,1.1921,1.1923,1.1367
1722.9,1.1365,1.1921,1.1923,1.1367
1723,1.1366,1.1921,1.1924,1.1367
1723.1,1.1366,1.1922,1.1924,1.1367
1723.2,1.1366,1.1922,1.1924,1.1367
1723.3,1.1366,1.1922,1.1924,1.1368
1723.4,1.1366,1.1922,1.1924,1.1368
1723.5,1.1367,1.1922,1.1924,1.1368
1723.6,1.1367,1.1922,1.1924,1.1368
1723.7,1.1367,1.1922,1.1924,1.1368
1723.8,1.1367,1.1922,1.1924,1.1369
1723.9,1.1367,1.1922,1.1924,1.1369
1724,1.1368,1.1922,1.1924,1.1369
1724.1,1.1368,1.1922,1.1924,1.1369
