tempo,rootlocuspade
374.83,1.0774
374.84,1.0774
374.85,1.0774
374.86,1.0774
374.87,1.0773
374.88,1.0773
374.89,1.0773
374.9,1.0773
374.91,1.0773
374.92,1.0773
374.93,1.0773
374.94,1.0772
374.95,1.0772
374.96,1.0772
374.97,1.0772
374.98,1.0772
374.99,1.0772
375.0,1.0772
375.01,1.0771
375.02,1.0771
375.03,1.0771
375.04,1.0771
375.05,1.0771
375.06,1.0771
375.07,1.0771
375.08,1.077
375.09,1.077
375.1,1.077
375.11,1.077
375.12,1.077
375.13,1.077
375.14,1.077
375.15,1.0769
375.16,1.0769
375.17,1.0769
375.18,1.0769
375.19,1.0769
375.2,1.0769
375.21,1.0769
375.22,1.0768
375.23,1.0768
375.24,1.0768
375.25,1.0768
375.26,1.0768
375.27,1.0768
375.28,1.0768
375.29,1.0767
375.3,1.0767
375.31,1.0767
375.32,1.0767
375.33,1.0767
375.34,1.0767
375.35,1.0766
375.36,1.0766
375.37,1.0766
375.38,1.0766
375.39,1.0766
375.4,1.0766
375.41,1.0766
375.42,1.0765
375.43,1.0765
375.44,1.0765
375.45,1.0765
375.46,1.0765
375.47,1.0765
375.48,1.0765
375.49,1.0764
375.5,1.0764
375.51,1.0764
375.52,1.0764
375.53,1.0764
375.54,1.0764
375.55,1.0764
375.56,1.0763
375.57,1.0763
375.58,1.0763
375.59,1.0763
375.6,1.0763
375.61,1.0763
375.62,1.0763
375.63,1.0762
375.64,1.0762
375.65,1.0762
375.66,1.0762
375.67,1.0762
375.68,1.0762
375.69,1.0762
375.7,1.0761
375.71,1.0761
375.72,1.0761
375.73,1.0761
375.74,1.0761
375.75,1.0761
375.76,1.0761
375.77,1.076
375.78,1.076
375.79,1.076
375.8,1.076
375.81,1.076
375.82,1.076
375.83,1.076
375.84,1.0759
375.85,1.0759
375.86,1.0759
375.87,1.0759
375.88,1.0759
375.89,1.0759
375.9,1.0759
375.91,1.0758
375.92,1.0758
375.93,1.0758
375.94,1.0758
375.95,1.0758
375.96,1.0758
375.97,1.0758
375.98,1.0757
375.99,1.0757
376.0,1.0757
376.01,1.0757
376.02,1.0757
376.03,1.0757
376.04,1.0757
376.05,1.0756
376.06,1.0756
376.07,1.0756
376.08,1.0756
376.09,1.0756
376.1,1.0756
376.11,1.0756
376.12,1.0755
376.13,1.0755
376.14,1.0755
376.15,1.0755
376.16,1.0755
376.17,1.0755
376.18,1.0755
376.19,1.0754
376.2,1.0754
376.21,1.0754
376.22,1.0754
376.23,1.0754
376.24,1.0754
376.25,1.0754
376.26,1.0753
376.27,1.0753
376.28,1.0753
376.29,1.0753
376.3,1.0753
376.31,1.0753
376.32,1.0753
376.33,1.0752
376.34,1.0752
376.35,1.0752
376.36,1.0752
376.37,1.0752
376.38,1.0752
376.39,1.0752
376.4,1.0751
376.41,1.0751
376.42,1.0751
376.43,1.0751
376.44,1.0751
376.45,1.0751
376.46,1.0751
376.47,1.075
376.48,1.075
376.49,1.075
376.5,1.075
376.51,1.075
376.52,1.075
376.53,1.075
376.54,1.0749
376.55,1.0749
376.56,1.0749
376.57,1.0749
376.58,1.0749
376.59,1.0749
376.6,1.0749
376.61,1.0748
376.62,1.0748
376.63,1.0748
376.64,1.0748
376.65,1.0748
376.66,1.0748
376.67,1.0748
376.68,1.0748
376.69,1.0747
376.7,1.0747
376.71,1.0747
376.72,1.0747
376.73,1.0747
376.74,1.0747
376.75,1.0747
376.76,1.0746
376.77,1.0746
376.78,1.0746
376.79,1.0746
376.8,1.0746
376.81,1.0746
376.82,1.0746
376.83,1.0745
376.84,1.0745
376.85,1.0745
376.86,1.0745
376.87,1.0745
376.88,1.0745
376.89,1.0745
376.9,1.0744
376.91,1.0744
376.92,1.0744
376.93,1.0744
376.94,1.0744
376.95,1.0744
376.96,1.0744
376.97,1.0743
376.98,1.0743
376.99,1.0743
377.0,1.0743
377.01,1.0743
377.02,1.0743
377.03,1.0743
377.04,1.0742
377.05,1.0742
377.06,1.0742
377.07,1.0742
377.08,1.0742
377.09,1.0742
377.1,1.0742
377.11,1.0741
377.12,1.0741
377.13,1.0741
377.14,1.0741
377.15,1.0741
377.16,1.0741
377.17,1.0741
377.18,1.074
377.19,1.074
377.2,1.074
377.21,1.074
377.22,1.074
377.23,1.074
377.24,1.074
377.25,1.0739
377.26,1.0739
377.27,1.0739
377.28,1.0739
377.29,1.0739
377.3,1.0739
377.31,1.0739
377.32,1.0738
377.33,1.0738
377.34,1.0738
377.35,1.0738
377.36,1.0738
377.37,1.0738
377.38,1.0738
377.39,1.0737
377.4,1.0737
377.41,1.0737
377.42,1.0737
377.43,1.0737
377.44,1.0737
377.45,1.0737
377.46,1.0736
377.47,1.0736
377.48,1.0736
377.49,1.0736
377.5,1.0736
377.51,1.0736
377.52,1.0736
377.53,1.0735
377.54,1.0735
377.55,1.0735
377.56,1.0735
377.57,1.0735
377.58,1.0735
377.59,1.0735
377.6,1.0734
377.61,1.0734
377.62,1.0734
377.63,1.0734
377.64,1.0734
377.65,1.0734
377.66,1.0734
377.67,1.0733
377.68,1.0733
377.69,1.0733
377.7,1.0733
377.71,1.0733
377.72,1.0733
377.73,1.0733
377.74,1.0732
377.75,1.0732
377.76,1.0732
377.77,1.0732
377.78,1.0732
377.79,1.0732
377.8,1.0732
377.81,1.0731
377.82,1.0731
377.83,1.0731
377.84,1.0731
377.85,1.0731
377.86,1.0731
377.87,1.0731
377.88,1.073
377.89,1.073
377.9,1.073
377.91,1.073
377.92,1.073
377.93,1.073
377.94,1.073
377.95,1.0729
377.96,1.0729
377.97,1.0729
377.98,1.0729
377.99,1.0729
378.0,1.0729
378.01,1.0729
378.02,1.0728
378.03,1.0728
378.04,1.0728
378.05,1.0728
378.06,1.0728
378.07,1.0728
378.08,1.0728
378.09,1.0727
378.1,1.0727
378.11,1.0727
378.12,1.0727
378.13,1.0727
378.14,1.0727
378.15,1.0727
378.16,1.0726
378.17,1.0726
378.18,1.0726
378.19,1.0726
378.2,1.0726
378.21,1.0726
378.22,1.0726
378.23,1.0725
378.24,1.0725
378.25,1.0725
378.26,1.0725
378.27,1.0725
378.28,1.0725
378.29,1.0725
378.3,1.0724
378.31,1.0724
378.32,1.0724
378.33,1.0724
378.34,1.0724
378.35,1.0724
378.36,1.0724
378.37,1.0723
378.38,1.0723
378.39,1.0723
378.4,1.0723
378.41,1.0723
378.42,1.0723
378.43,1.0723
378.44,1.0722
378.45,1.0722
378.46,1.0722
378.47,1.0722
378.48,1.0722
378.49,1.0722
378.5,1.0722
378.51,1.0722
378.52,1.0721
378.53,1.0721
378.54,1.0721
378.55,1.0721
378.56,1.0721
378.57,1.0721
378.58,1.0721
378.59,1.072
378.6,1.072
378.61,1.072
378.62,1.072
378.63,1.072
378.64,1.072
378.65,1.072
378.66,1.0719
378.67,1.0719
378.68,1.0719
378.69,1.0719
378.7,1.0719
378.71,1.0719
378.72,1.0719
378.73,1.0718
378.74,1.0718
378.75,1.0718
378.76,1.0718
378.77,1.0718
378.78,1.0718
378.79,1.0718
378.8,1.0717
378.81,1.0717
378.82,1.0717
378.83,1.0717
378.84,1.0717
378.85,1.0717
378.86,1.0717
378.87,1.0716
378.88,1.0716
378.89,1.0716
378.9,1.0716
378.91,1.0716
378.92,1.0716
378.93,1.0716
378.94,1.0715
378.95,1.0715
378.96,1.0715
378.97,1.0715
378.98,1.0715
378.99,1.0715
379.0,1.0715
379.01,1.0714
379.02,1.0714
379.03,1.0714
379.04,1.0714
379.05,1.0714
379.06,1.0714
379.07,1.0714
379.08,1.0713
379.09,1.0713
379.1,1.0713
379.11,1.0713
379.12,1.0713
379.13,1.0713
379.14,1.0713
379.15,1.0712
379.16,1.0712
379.17,1.0712
379.18,1.0712
379.19,1.0712
379.2,1.0712
379.21,1.0712
379.22,1.0711
379.23,1.0711
379.24,1.0711
379.25,1.0711
379.26,1.0711
379.27,1.0711
379.28,1.0711
379.29,1.071
379.3,1.071
379.31,1.071
379.32,1.071
379.33,1.071
379.34,1.071
379.35,1.071
379.36,1.0709
379.37,1.0709
379.38,1.0709
379.39,1.0709
379.4,1.0709
379.41,1.0709
379.42,1.0709
379.43,1.0708
379.44,1.0708
379.45,1.0708
379.46,1.0708
379.47,1.0708
379.48,1.0708
379.49,1.0708
379.5,1.0708
379.51,1.0707
379.52,1.0707
379.53,1.0707
379.54,1.0707
379.55,1.0707
379.56,1.0707
379.57,1.0707
379.58,1.0706
379.59,1.0706
379.6,1.0706
379.61,1.0706
379.62,1.0706
379.63,1.0706
379.64,1.0706
379.65,1.0705
379.66,1.0705
379.67,1.0705
379.68,1.0705
379.69,1.0705
379.7,1.0705
379.71,1.0705
379.72,1.0704
379.73,1.0704
379.74,1.0704
379.75,1.0704
379.76,1.0704
379.77,1.0704
379.78,1.0704
379.79,1.0703
379.8,1.0703
379.81,1.0703
379.82,1.0703
379.83,1.0703
379.84,1.0703
379.85,1.0703
379.86,1.0702
379.87,1.0702
379.88,1.0702
379.89,1.0702
379.9,1.0702
379.91,1.0702
379.92,1.0702
379.93,1.0701
379.94,1.0701
379.95,1.0701
379.96,1.0701
379.97,1.0701
379.98,1.0701
379.99,1.0701
380.0,1.07
380.01,1.07
380.02,1.07
380.03,1.07
380.04,1.07
380.05,1.07
380.06,1.07
380.07,1.0699
380.08,1.0699
380.09,1.0699
380.1,1.0699
380.11,1.0699
380.12,1.0699
380.13,1.0699
380.14,1.0698
380.15,1.0698
380.16,1.0698
380.17,1.0698
380.18,1.0698
380.19,1.0698
380.2,1.0698
380.21,1.0698
380.22,1.0697
380.23,1.0697
380.24,1.0697
380.25,1.0697
380.26,1.0697
380.27,1.0697
380.28,1.0697
380.29,1.0696
380.3,1.0696
380.31,1.0696
380.32,1.0696
380.33,1.0696
380.34,1.0696
380.35,1.0696
380.36,1.0695
380.37,1.0695
380.38,1.0695
380.39,1.0695
380.4,1.0695
380.41,1.0695
380.42,1.0695
380.43,1.0694
380.44,1.0694
380.45,1.0694
380.46,1.0694
380.47,1.0694
380.48,1.0694
380.49,1.0694
380.5,1.0693
380.51,1.0693
380.52,1.0693
380.53,1.0693
380.54,1.0693
380.55,1.0693
380.56,1.0693
380.57,1.0692
380.58,1.0692
380.59,1.0692
380.6,1.0692
380.61,1.0692
380.62,1.0692
380.63,1.0692
380.64,1.0691
380.65,1.0691
380.66,1.0691
380.67,1.0691
380.68,1.0691
380.69,1.0691
380.7,1.0691
380.71,1.069
380.72,1.069
380.73,1.069
380.74,1.069
380.75,1.069
380.76,1.069
380.77,1.069
380.78,1.0689
380.79,1.0689
380.8,1.0689
380.81,1.0689
380.82,1.0689
380.83,1.0689
380.84,1.0689
380.85,1.0689
380.86,1.0688
380.87,1.0688
380.88,1.0688
380.89,1.0688
380.9,1.0688
380.91,1.0688
380.92,1.0688
380.93,1.0687
380.94,1.0687
380.95,1.0687
380.96,1.0687
380.97,1.0687
380.98,1.0687
380.99,1.0687
381.0,1.0686
381.01,1.0686
381.02,1.0686
381.03,1.0686
381.04,1.0686
381.05,1.0686
381.06,1.0686
381.07,1.0685
381.08,1.0685
381.09,1.0685
381.1,1.0685
381.11,1.0685
381.12,1.0685
381.13,1.0685
381.14,1.0684
381.15,1.0684
381.16,1.0684
381.17,1.0684
381.18,1.0684
381.19,1.0684
381.2,1.0684
381.21,1.0683
381.22,1.0683
381.23,1.0683
381.24,1.0683
381.25,1.0683
381.26,1.0683
381.27,1.0683
381.28,1.0682
381.29,1.0682
381.3,1.0682
381.31,1.0682
381.32,1.0682
381.33,1.0682
381.34,1.0682
381.35,1.0682
381.36,1.0681
381.37,1.0681
381.38,1.0681
381.39,1.0681
381.4,1.0681
381.41,1.0681
381.42,1.0681
381.43,1.068
381.44,1.068
381.45,1.068
381.46,1.068
381.47,1.068
381.48,1.068
381.49,1.068
381.5,1.0679
381.51,1.0679
381.52,1.0679
381.53,1.0679
381.54,1.0679
381.55,1.0679
381.56,1.0679
381.57,1.0678
381.58,1.0678
381.59,1.0678
381.6,1.0678
381.61,1.0678
381.62,1.0678
381.63,1.0678
381.64,1.0677
381.65,1.0677
381.66,1.0677
381.67,1.0677
381.68,1.0677
381.69,1.0677
381.7,1.0677
381.71,1.0676
381.72,1.0676
381.73,1.0676
381.74,1.0676
381.75,1.0676
381.76,1.0676
381.77,1.0676
381.78,1.0675
381.79,1.0675
381.8,1.0675
381.81,1.0675
381.82,1.0675
381.83,1.0675
381.84,1.0675
381.85,1.0675
381.86,1.0674
381.87,1.0674
381.88,1.0674
381.89,1.0674
381.9,1.0674
381.91,1.0674
381.92,1.0674
381.93,1.0673
381.94,1.0673
381.95,1.0673
381.96,1.0673
381.97,1.0673
381.98,1.0673
381.99,1.0673
382.0,1.0672
382.01,1.0672
382.02,1.0672
382.03,1.0672
382.04,1.0672
382.05,1.0672
382.06,1.0672
382.07,1.0671
382.08,1.0671
382.09,1.0671
382.1,1.0671
382.11,1.0671
382.12,1.0671
382.13,1.0671
382.14,1.067
382.15,1.067
382.16,1.067
382.17,1.067
382.18,1.067
382.19,1.067
382.2,1.067
382.21,1.0669
382.22,1.0669
382.23,1.0669
382.24,1.0669
382.25,1.0669
382.26,1.0669
382.27,1.0669
382.28,1.0669
382.29,1.0668
382.3,1.0668
382.31,1.0668
382.32,1.0668
382.33,1.0668
382.34,1.0668
382.35,1.0668
382.36,1.0667
382.37,1.0667
382.38,1.0667
382.39,1.0667
382.4,1.0667
382.41,1.0667
382.42,1.0667
382.43,1.0666
382.44,1.0666
382.45,1.0666
382.46,1.0666
382.47,1.0666
382.48,1.0666
382.49,1.0666
382.5,1.0665
382.51,1.0665
382.52,1.0665
382.53,1.0665
382.54,1.0665
382.55,1.0665
382.56,1.0665
382.57,1.0664
382.58,1.0664
382.59,1.0664
382.6,1.0664
382.61,1.0664
382.62,1.0664
382.63,1.0664
382.64,1.0663
382.65,1.0663
382.66,1.0663
382.67,1.0663
382.68,1.0663
382.69,1.0663
382.7,1.0663
382.71,1.0663
382.72,1.0662
382.73,1.0662
382.74,1.0662
382.75,1.0662
382.76,1.0662
382.77,1.0662
382.78,1.0662
382.79,1.0661
382.8,1.0661
382.81,1.0661
382.82,1.0661
382.83,1.0661
382.84,1.0661
382.85,1.0661
382.86,1.066
382.87,1.066
382.88,1.066
382.89,1.066
382.9,1.066
382.91,1.066
382.92,1.066
382.93,1.0659
382.94,1.0659
382.95,1.0659
382.96,1.0659
382.97,1.0659
382.98,1.0659
382.99,1.0659
383.0,1.0658
383.01,1.0658
383.02,1.0658
383.03,1.0658
383.04,1.0658
383.05,1.0658
383.06,1.0658
383.07,1.0658
383.08,1.0657
383.09,1.0657
383.1,1.0657
383.11,1.0657
383.12,1.0657
383.13,1.0657
383.14,1.0657
383.15,1.0656
383.16,1.0656
383.17,1.0656
383.18,1.0656
383.19,1.0656
383.2,1.0656
383.21,1.0656
383.22,1.0655
383.23,1.0655
383.24,1.0655
383.25,1.0655
383.26,1.0655
383.27,1.0655
383.28,1.0655
383.29,1.0654
383.3,1.0654
383.31,1.0654
383.32,1.0654
383.33,1.0654
383.34,1.0654
383.35,1.0654
383.36,1.0653
383.37,1.0653
383.38,1.0653
383.39,1.0653
383.4,1.0653
383.41,1.0653
383.42,1.0653
383.43,1.0653
383.44,1.0652
383.45,1.0652
383.46,1.0652
383.47,1.0652
383.48,1.0652
383.49,1.0652
383.5,1.0652
383.51,1.0651
383.52,1.0651
383.53,1.0651
383.54,1.0651
383.55,1.0651
383.56,1.0651
383.57,1.0651
383.58,1.065
383.59,1.065
383.6,1.065
383.61,1.065
383.62,1.065
383.63,1.065
383.64,1.065
383.65,1.0649
383.66,1.0649
383.67,1.0649
383.68,1.0649
383.69,1.0649
383.7,1.0649
383.71,1.0649
383.72,1.0648
383.73,1.0648
383.74,1.0648
383.75,1.0648
383.76,1.0648
383.77,1.0648
383.78,1.0648
383.79,1.0648
383.8,1.0647
383.81,1.0647
383.82,1.0647
383.83,1.0647
383.84,1.0647
383.85,1.0647
383.86,1.0647
383.87,1.0646
383.88,1.0646
383.89,1.0646
383.9,1.0646
383.91,1.0646
383.92,1.0646
383.93,1.0646
383.94,1.0645
383.95,1.0645
383.96,1.0645
383.97,1.0645
383.98,1.0645
383.99,1.0645
384.0,1.0645
384.01,1.0644
384.02,1.0644
384.03,1.0644
384.04,1.0644
384.05,1.0644
384.06,1.0644
384.07,1.0644
384.08,1.0643
384.09,1.0643
384.1,1.0643
384.11,1.0643
384.12,1.0643
384.13,1.0643
384.14,1.0643
384.15,1.0643
384.16,1.0642
384.17,1.0642
384.18,1.0642
384.19,1.0642
384.2,1.0642
384.21,1.0642
384.22,1.0642
384.23,1.0641
384.24,1.0641
384.25,1.0641
384.26,1.0641
384.27,1.0641
384.28,1.0641
384.29,1.0641
384.3,1.064
384.31,1.064
384.32,1.064
384.33,1.064
384.34,1.064
384.35,1.064
384.36,1.064
384.37,1.0639
384.38,1.0639
384.39,1.0639
384.4,1.0639
384.41,1.0639
384.42,1.0639
384.43,1.0639
384.44,1.0639
384.45,1.0638
384.46,1.0638
384.47,1.0638
384.48,1.0638
384.49,1.0638
384.5,1.0638
384.51,1.0638
384.52,1.0637
384.53,1.0637
384.54,1.0637
384.55,1.0637
384.56,1.0637
384.57,1.0637
384.58,1.0637
384.59,1.0636
384.6,1.0636
384.61,1.0636
384.62,1.0636
384.63,1.0636
384.64,1.0636
384.65,1.0636
384.66,1.0635
384.67,1.0635
384.68,1.0635
384.69,1.0635
384.7,1.0635
384.71,1.0635
384.72,1.0635
384.73,1.0635
384.74,1.0634
384.75,1.0634
384.76,1.0634
384.77,1.0634
384.78,1.0634
384.79,1.0634
384.8,1.0634
384.81,1.0633
384.82,1.0633
384.83,1.0633
384.84,1.0633
384.85,1.0633
384.86,1.0633
384.87,1.0633
384.88,1.0632
384.89,1.0632
384.9,1.0632
384.91,1.0632
384.92,1.0632
384.93,1.0632
384.94,1.0632
384.95,1.0631
384.96,1.0631
384.97,1.0631
384.98,1.0631
384.99,1.0631
385.0,1.0631
385.01,1.0631
385.02,1.0631
385.03,1.063
385.04,1.063
385.05,1.063
385.06,1.063
385.07,1.063
385.08,1.063
385.09,1.063
385.1,1.0629
385.11,1.0629
385.12,1.0629
385.13,1.0629
385.14,1.0629
385.15,1.0629
385.16,1.0629
385.17,1.0628
385.18,1.0628
385.19,1.0628
385.2,1.0628
385.21,1.0628
385.22,1.0628
385.23,1.0628
385.24,1.0627
385.25,1.0627
385.26,1.0627
385.27,1.0627
385.28,1.0627
385.29,1.0627
385.3,1.0627
385.31,1.0627
385.32,1.0626
385.33,1.0626
385.34,1.0626
385.35,1.0626
385.36,1.0626
385.37,1.0626
385.38,1.0626
385.39,1.0625
385.4,1.0625
385.41,1.0625
385.42,1.0625
385.43,1.0625
385.44,1.0625
385.45,1.0625
385.46,1.0624
385.47,1.0624
385.48,1.0624
385.49,1.0624
385.5,1.0624
385.51,1.0624
385.52,1.0624
385.53,1.0624
385.54,1.0623
385.55,1.0623
385.56,1.0623
385.57,1.0623
385.58,1.0623
385.59,1.0623
385.6,1.0623
385.61,1.0622
385.62,1.0622
385.63,1.0622
385.64,1.0622
385.65,1.0622
385.66,1.0622
385.67,1.0622
385.68,1.0621
385.69,1.0621
385.7,1.0621
385.71,1.0621
385.72,1.0621
385.73,1.0621
385.74,1.0621
385.75,1.062
385.76,1.062
385.77,1.062
385.78,1.062
385.79,1.062
385.8,1.062
385.81,1.062
385.82,1.062
385.83,1.0619
385.84,1.0619
385.85,1.0619
385.86,1.0619
385.87,1.0619
385.88,1.0619
385.89,1.0619
385.9,1.0618
385.91,1.0618
385.92,1.0618
385.93,1.0618
385.94,1.0618
385.95,1.0618
385.96,1.0618
385.97,1.0617
385.98,1.0617
385.99,1.0617
386.0,1.0617
386.01,1.0617
386.02,1.0617
386.03,1.0617
386.04,1.0617
386.05,1.0616
386.06,1.0616
386.07,1.0616
386.08,1.0616
386.09,1.0616
386.1,1.0616
386.11,1.0616
386.12,1.0615
386.13,1.0615
386.14,1.0615
386.15,1.0615
386.16,1.0615
386.17,1.0615
386.18,1.0615
386.19,1.0614
386.2,1.0614
386.21,1.0614
386.22,1.0614
386.23,1.0614
386.24,1.0614
386.25,1.0614
386.26,1.0613
386.27,1.0613
386.28,1.0613
386.29,1.0613
386.3,1.0613
386.31,1.0613
386.32,1.0613
386.33,1.0613
386.34,1.0612
386.35,1.0612
386.36,1.0612
386.37,1.0612
386.38,1.0612
386.39,1.0612
386.4,1.0612
386.41,1.0611
386.42,1.0611
386.43,1.0611
386.44,1.0611
386.45,1.0611
386.46,1.0611
386.47,1.0611
386.48,1.061
386.49,1.061
386.5,1.061
386.51,1.061
386.52,1.061
386.53,1.061
386.54,1.061
386.55,1.061
386.56,1.0609
386.57,1.0609
386.58,1.0609
386.59,1.0609
386.6,1.0609
386.61,1.0609
386.62,1.0609
386.63,1.0608
386.64,1.0608
386.65,1.0608
386.66,1.0608
386.67,1.0608
386.68,1.0608
386.69,1.0608
386.7,1.0607
386.71,1.0607
386.72,1.0607
386.73,1.0607
386.74,1.0607
386.75,1.0607
386.76,1.0607
386.77,1.0607
386.78,1.0606
386.79,1.0606
386.8,1.0606
386.81,1.0606
386.82,1.0606
386.83,1.0606
386.84,1.0606
386.85,1.0605
386.86,1.0605
386.87,1.0605
386.88,1.0605
386.89,1.0605
386.9,1.0605
386.91,1.0605
386.92,1.0604
386.93,1.0604
386.94,1.0604
386.95,1.0604
386.96,1.0604
386.97,1.0604
386.98,1.0604
386.99,1.0604
387.0,1.0603
387.01,1.0603
387.02,1.0603
387.03,1.0603
387.04,1.0603
387.05,1.0603
387.06,1.0603
387.07,1.0602
387.08,1.0602
387.09,1.0602
387.1,1.0602
387.11,1.0602
387.12,1.0602
387.13,1.0602
387.14,1.0601
387.15,1.0601
387.16,1.0601
387.17,1.0601
387.18,1.0601
387.19,1.0601
387.2,1.0601
387.21,1.0601
387.22,1.06
387.23,1.06
387.24,1.06
387.25,1.06
387.26,1.06
387.27,1.06
387.28,1.06
387.29,1.0599
387.3,1.0599
387.31,1.0599
387.32,1.0599
387.33,1.0599
387.34,1.0599
387.35,1.0599
387.36,1.0598
387.37,1.0598
387.38,1.0598
387.39,1.0598
387.4,1.0598
387.41,1.0598
387.42,1.0598
387.43,1.0598
387.44,1.0597
387.45,1.0597
387.46,1.0597
387.47,1.0597
387.48,1.0597
387.49,1.0597
387.5,1.0597
387.51,1.0596
387.52,1.0596
387.53,1.0596
387.54,1.0596
387.55,1.0596
387.56,1.0596
387.57,1.0596
387.58,1.0595
387.59,1.0595
387.6,1.0595
387.61,1.0595
387.62,1.0595
387.63,1.0595
387.64,1.0595
387.65,1.0595
387.66,1.0594
387.67,1.0594
387.68,1.0594
387.69,1.0594
387.7,1.0594
387.71,1.0594
387.72,1.0594
387.73,1.0593
387.74,1.0593
387.75,1.0593
387.76,1.0593
387.77,1.0593
387.78,1.0593
387.79,1.0593
387.8,1.0592
387.81,1.0592
387.82,1.0592
387.83,1.0592
387.84,1.0592
387.85,1.0592
387.86,1.0592
387.87,1.0592
387.88,1.0591
387.89,1.0591
387.9,1.0591
387.91,1.0591
387.92,1.0591
387.93,1.0591
387.94,1.0591
387.95,1.059
387.96,1.059
387.97,1.059
387.98,1.059
387.99,1.059
388.0,1.059
388.01,1.059
388.02,1.059
388.03,1.0589
388.04,1.0589
388.05,1.0589
388.06,1.0589
388.07,1.0589
388.08,1.0589
388.09,1.0589
388.1,1.0588
388.11,1.0588
388.12,1.0588
388.13,1.0588
388.14,1.0588
388.15,1.0588
388.16,1.0588
388.17,1.0587
388.18,1.0587
388.19,1.0587
388.2,1.0587
388.21,1.0587
388.22,1.0587
388.23,1.0587
388.24,1.0587
388.25,1.0586
388.26,1.0586
388.27,1.0586
388.28,1.0586
388.29,1.0586
388.3,1.0586
388.31,1.0586
388.32,1.0585
388.33,1.0585
388.34,1.0585
388.35,1.0585
388.36,1.0585
388.37,1.0585
388.38,1.0585
388.39,1.0584
388.4,1.0584
388.41,1.0584
388.42,1.0584
388.43,1.0584
388.44,1.0584
388.45,1.0584
388.46,1.0584
388.47,1.0583
388.48,1.0583
388.49,1.0583
388.5,1.0583
388.51,1.0583
388.52,1.0583
388.53,1.0583
388.54,1.0582
388.55,1.0582
388.56,1.0582
388.57,1.0582
388.58,1.0582
388.59,1.0582
388.6,1.0582
388.61,1.0582
388.62,1.0581
388.63,1.0581
388.64,1.0581
388.65,1.0581
388.66,1.0581
388.67,1.0581
388.68,1.0581
388.69,1.058
388.7,1.058
388.71,1.058
388.72,1.058
388.73,1.058
388.74,1.058
388.75,1.058
388.76,1.0579
388.77,1.0579
388.78,1.0579
388.79,1.0579
388.8,1.0579
388.81,1.0579
388.82,1.0579
388.83,1.0579
388.84,1.0578
388.85,1.0578
388.86,1.0578
388.87,1.0578
388.88,1.0578
388.89,1.0578
388.9,1.0578
388.91,1.0577
388.92,1.0577
388.93,1.0577
388.94,1.0577
388.95,1.0577
388.96,1.0577
388.97,1.0577
388.98,1.0577
388.99,1.0576
389.0,1.0576
389.01,1.0576
389.02,1.0576
389.03,1.0576
389.04,1.0576
389.05,1.0576
389.06,1.0575
389.07,1.0575
389.08,1.0575
389.09,1.0575
389.1,1.0575
389.11,1.0575
389.12,1.0575
389.13,1.0574
389.14,1.0574
389.15,1.0574
389.16,1.0574
389.17,1.0574
389.18,1.0574
389.19,1.0574
389.2,1.0574
389.21,1.0573
389.22,1.0573
389.23,1.0573
389.24,1.0573
389.25,1.0573
389.26,1.0573
389.27,1.0573
389.28,1.0572
389.29,1.0572
389.3,1.0572
389.31,1.0572
389.32,1.0572
389.33,1.0572
389.34,1.0572
389.35,1.0572
389.36,1.0571
389.37,1.0571
389.38,1.0571
389.39,1.0571
389.4,1.0571
389.41,1.0571
389.42,1.0571
389.43,1.057
389.44,1.057
389.45,1.057
389.46,1.057
389.47,1.057
389.48,1.057
389.49,1.057
389.5,1.057
389.51,1.0569
389.52,1.0569
389.53,1.0569
389.54,1.0569
389.55,1.0569
389.56,1.0569
389.57,1.0569
389.58,1.0568
389.59,1.0568
389.6,1.0568
389.61,1.0568
389.62,1.0568
389.63,1.0568
389.64,1.0568
389.65,1.0567
389.66,1.0567
389.67,1.0567
389.68,1.0567
389.69,1.0567
389.7,1.0567
389.71,1.0567
389.72,1.0567
389.73,1.0566
389.74,1.0566
389.75,1.0566
389.76,1.0566
389.77,1.0566
389.78,1.0566
389.79,1.0566
389.8,1.0565
389.81,1.0565
389.82,1.0565
389.83,1.0565
389.84,1.0565
389.85,1.0565
389.86,1.0565
389.87,1.0565
389.88,1.0564
389.89,1.0564
389.9,1.0564
389.91,1.0564
389.92,1.0564
389.93,1.0564
389.94,1.0564
389.95,1.0563
389.96,1.0563
389.97,1.0563
389.98,1.0563
389.99,1.0563
390.0,1.0563
390.01,1.0563
390.02,1.0563
390.03,1.0562
390.04,1.0562
390.05,1.0562
390.06,1.0562
390.07,1.0562
390.08,1.0562
390.09,1.0562
390.1,1.0561
390.11,1.0561
390.12,1.0561
390.13,1.0561
390.14,1.0561
390.15,1.0561
390.16,1.0561
390.17,1.056
390.18,1.056
390.19,1.056
390.2,1.056
390.21,1.056
390.22,1.056
390.23,1.056
390.24,1.056
390.25,1.0559
390.26,1.0559
390.27,1.0559
390.28,1.0559
390.29,1.0559
390.3,1.0559
390.31,1.0559
390.32,1.0558
390.33,1.0558
390.34,1.0558
390.35,1.0558
390.36,1.0558
390.37,1.0558
390.38,1.0558
390.39,1.0558
390.4,1.0557
390.41,1.0557
390.42,1.0557
390.43,1.0557
390.44,1.0557
390.45,1.0557
390.46,1.0557
390.47,1.0556
390.48,1.0556
390.49,1.0556
390.5,1.0556
390.51,1.0556
390.52,1.0556
390.53,1.0556
